区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
府中市／100m2未満,11112,26,815,8,197,15,12,0,11309,26,827,6
府中市／200m2未満,21946,52,2866,29,292,22,43,1,22238,51,2909,22
府中市／300m2未満,4398,10,1043,11,145,11,35,1,4543,10,1079,8
府中市／500m2未満,2189,5,825,8,208,16,81,3,2397,5,907,7
"府中市／1,000m2未満",1409,3,992,10,203,15,144,5,1612,4,1136,9
"府中市／2,000m2未満",749,2,1039,11,107,8,149,5,856,2,1188,9
"府中市／5,000m2未満",479,1,1433,15,96,7,281,9,575,1,1714,13
"府中市／10,000m2未満",70,0,466,5,33,3,229,7,103,0,695,5
"府中市／10,000m2以上",15,0,349,4,36,3,2169,69,51,0,2518,19
府中市／計,42367,100,9828,100,1317,100,3143,100,43684,100,12972,100
昭島市／100m2未満,3778,18,273,5,117,14,6,0,3895,18,279,4
昭島市／200m2未満,11866,58,1557,30,136,17,20,1,12002,56,1577,21
昭島市／300m2未満,2126,10,513,10,86,11,21,1,2212,10,534,7
昭島市／500m2未満,1387,7,522,10,116,14,46,2,1503,7,567,7
"昭島市／1,000m2未満",802,4,558,11,134,17,96,4,936,4,654,9
"昭島市／2,000m2未満",383,2,533,10,91,11,130,5,474,2,663,9
"昭島市／5,000m2未満",218,1,656,13,58,7,176,7,276,1,832,11
"昭島市／10,000m2未満",46,0,287,6,26,3,184,8,72,0,471,6
"昭島市／10,000m2以上",13,0,300,6,48,6,1752,72,61,0,2052,27
昭島市／計,20619,100,5200,100,812,100,2429,100,21431,100,7629,100
調布市／100m2未満,9674,26,708,8,218,17,14,1,9892,26,722,7
調布市／200m2未満,19248,53,2496,30,302,23,45,2,19550,51,2540,25
調布市／300m2未満,3621,10,865,10,170,13,41,2,3791,10,907,9
調布市／500m2未満,1830,5,685,8,187,14,73,4,2017,5,759,7
"調布市／1,000m2未満",1129,3,782,9,170,13,120,7,1299,3,902,9
"調布市／2,000m2未満",667,2,937,11,128,10,181,10,795,2,1118,11
"調布市／5,000m2未満",403,1,1168,14,83,6,249,14,486,1,1417,14
"調布市／10,000m2未満",64,0,413,5,22,2,148,8,86,0,561,5
"調布市／10,000m2以上",19,0,381,5,27,2,919,51,46,0,1300,13
調布市／計,36655,100,8435,100,1307,100,1790,100,37962,100,10225,100
町田市／100m2未満,7070,8,505,2,251,12,11,0,7321,8,516,2
町田市／200m2未満,59411,64,8685,36,455,21,69,2,59866,63,8754,31
町田市／300m2未満,15023,16,3512,15,305,14,74,2,15328,16,3586,13
町田市／500m2未満,5833,6,2172,9,287,13,111,3,6120,6,2283,8
"町田市／1,000m2未満",3120,3,2172,9,353,16,257,6,3473,4,2428,9
"町田市／2,000m2未満",1630,2,2266,9,248,11,348,8,1878,2,2615,9
"町田市／5,000m2未満",878,1,2605,11,163,7,503,12,1041,1,3107,11
"町田市／10,000m2未満",174,0,1124,5,61,3,429,10,235,0,1553,5
"町田市／10,000m2以上",44,0,1022,4,53,2,2501,58,97,0,3522,12
町田市／計,93183,100,24063,100,2176,100,4302,100,95359,100,28365,100
小金井市／100m2未満,5047,22,370,7,96,13,6,1,5143,21,376,7
小金井市／200m2未満,12798,55,1675,33,162,23,23,4,12960,54,1698,30
小金井市／300m2未満,2777,12,671,13,106,15,26,4,2883,12,697,12
小金井市／500m2未満,1486,6,554,11,124,17,48,7,1610,7,602,10
"小金井市／1,000m2未満",712,3,487,10,119,17,84,13,831,3,571,10
"小金井市／2,000m2未満",295,1,408,8,52,7,75,11,347,1,483,8
"小金井市／5,000m2未満",212,1,638,13,31,4,98,15,243,1,736,13
"小金井市／10,000m2未満",39,0,244,5,19,3,130,20,58,0,374,7
"小金井市／10,000m2以上",3,0,45,1,7,1,170,26,10,0,215,4
小金井市／計,23369,100,5091,100,716,100,662,100,24085,100,5753,100
小平市／100m2未満,14631,31,1107,13,422,27,41,2,15053,31,1148,11
小平市／200m2未満,24826,53,3405,40,457,29,140,8,25283,52,3545,34
小平市／300m2未満,3666,8,1008,12,206,13,70,4,3872,8,1078,10
小平市／500m2未満,1975,4,973,11,210,13,136,8,2185,5,1108,11
"小平市／1,000m2未満",1022,2,1012,12,128,8,321,19,1150,2,1333,13
"小平市／2,000m2未満",395,1,618,7,71,5,311,18,466,1,929,9
"小平市／5,000m2未満",63,0,184,2,38,2,168,10,101,0,353,3
"小平市／10,000m2未満",12,0,89,1,18,1,146,8,30,0,235,2
"小平市／10,000m2以上",10,0,173,2,14,1,400,23,24,0,573,6
小平市／計,46600,100,8569,100,1564,100,1733,100,48164,100,10302,100
日野市／100m2未満,7120,19,622,7,122,15,8,0,7242,19,630,6
日野市／200m2未満,22126,58,3248,37,247,29,72,3,22373,58,3320,29
日野市／300m2未満,5525,15,1473,17,137,16,53,2,5662,15,1526,14
日野市／500m2未満,2004,5,1054,12,113,13,82,3,2117,5,1135,10
"日野市／1,000m2未満",910,2,1215,14,120,14,172,7,1030,3,1387,12
"日野市／2,000m2未満",253,1,625,7,46,5,122,5,299,1,747,7
"日野市／5,000m2未満",53,0,197,2,33,4,256,10,86,0,453,4
"日野市／10,000m2未満",14,0,111,1,7,1,91,4,21,0,202,2
"日野市／10,000m2以上",12,0,253,3,14,2,1636,66,26,0,1890,17
日野市／計,38017,100,8798,100,839,100,2492,100,38856,100,11290,100
東村山市／100m2未満,7462,23,553,8,149,18,9,1,7611,23,562,7
東村山市／200m2未満,18509,58,2379,35,197,24,28,3,18706,57,2407,31
東村山市／300m2未満,3092,10,729,11,98,12,24,3,3190,10,754,10
東村山市／500m2未満,1342,4,506,7,105,13,41,4,1447,4,547,7
"東村山市／1,000m2未満",769,2,539,8,117,14,82,9,886,3,622,8
"東村山市／2,000m2未満",474,1,658,10,64,8,85,9,538,2,743,10
"東村山市／5,000m2未満",312,1,941,14,54,7,164,17,366,1,1105,14
"東村山市／10,000m2未満",48,0,315,5,13,2,81,9,61,0,397,5
"東村山市／10,000m2以上",10,0,177,3,17,2,433,46,27,0,610,8
東村山市／計,32018,100,6798,100,814,100,949,100,32832,100,7747,100
国分寺市／100m2未満,5938,23,437,8,136,14,8,1,6074,22,445,7
国分寺市／200m2未満,15357,58,2045,39,214,22,31,3,15571,57,2076,32
国分寺市／300m2未満,2651,10,639,12,123,13,30,3,2774,10,669,10
国分寺市／500m2未満,1354,5,504,10,137,14,55,5,1491,5,559,9
"国分寺市／1,000m2未満",554,2,373,7,154,16,108,10,708,3,482,8
"国分寺市／2,000m2未満",297,1,411,8,105,11,145,13,402,1,556,9
"国分寺市／5,000m2未満",208,1,644,12,52,5,155,14,260,1,800,12
"国分寺市／10,000m2未満",29,0,189,4,17,2,112,10,46,0,301,5
"国分寺市／10,000m2以上",3,0,33,1,18,2,490,43,21,0,523,8
国分寺市／計,26391,100,5276,100,956,100,1135,100,27347,100,6411,100
国立市／100m2未満,2757,21,198,6,98,16,6,1,2855,21,203,5
国立市／200m2未満,6625,50,883,26,129,21,19,3,6754,49,902,22
国立市／300m2未満,1589,12,383,11,72,12,18,2,1661,12,401,10
国立市／500m2未満,1204,9,454,13,98,16,38,5,1302,9,492,12
"国立市／1,000m2未満",662,5,460,14,113,18,82,11,775,6,543,13
"国立市／2,000m2未満",251,2,349,10,64,10,93,12,315,2,441,11
"国立市／5,000m2未満",141,1,420,12,27,4,77,10,168,1,497,12
"国立市／10,000m2未満",21,0,142,4,8,1,60,8,29,0,202,5
"国立市／10,000m2以上",6,0,98,3,8,1,355,47,14,0,454,11
国立市／計,13256,100,3387,100,617,100,749,100,13873,100,4136,100
福生市／100m2未満,2035,19,150,5,43,11,2,0,2078,19,152,4
福生市／200m2未満,5507,52,734,24,72,18,11,2,5579,51,745,21
福生市／300m2未満,1220,12,293,9,42,11,10,2,1262,12,303,8
福生市／500m2未満,841,8,316,10,76,19,30,6,917,8,346,10
"福生市／1,000m2未満",513,5,358,12,68,17,47,9,581,5,405,11
"福生市／2,000m2未満",258,2,356,11,55,14,77,15,313,3,433,12
"福生市／5,000m2未満",141,1,424,14,27,7,77,15,168,2,501,14
"福生市／10,000m2未満",24,0,144,5,6,2,40,8,30,0,185,5
"福生市／10,000m2以上",13,0,332,11,7,2,221,43,20,0,553,15
福生市／計,10552,100,3107,100,396,100,515,100,10948,100,3622,100
狛江市／100m2未満,6422,37,463,15,203,33,17,5,6625,37,480,14
狛江市／200m2未満,8218,47,1165,38,186,30,43,12,8404,46,1207,35
狛江市／300m2未満,1689,10,436,14,73,12,20,6,1762,10,457,13
狛江市／500m2未満,696,4,329,11,73,12,43,12,769,4,372,11
"狛江市／1,000m2未満",326,2,293,10,44,7,49,14,370,2,342,10
"狛江市／2,000m2未満",116,1,176,6,23,4,43,12,139,1,218,6
"狛江市／5,000m2未満",26,0,79,3,8,1,34,10,34,0,114,3
"狛江市／10,000m2未満",6,0,43,1,2,0,20,5,8,0,63,2
"狛江市／10,000m2以上",5,0,95,3,5,1,90,25,10,0,185,5
狛江市／計,17504,100,3080,100,617,100,358,100,18121,100,3438,100
東大和市／100m2未満,3279,19,245,5,75,16,4,1,3354,19,249,5
東大和市／200m2未満,9537,54,1236,28,84,18,12,2,9621,53,1248,24
東大和市／300m2未満,2356,13,559,13,46,10,11,2,2402,13,570,11
東大和市／500m2未満,1084,6,412,9,79,17,30,4,1163,6,442,9
"東大和市／1,000m2未満",681,4,468,10,80,17,56,8,761,4,524,10
"東大和市／2,000m2未満",365,2,514,12,54,12,77,11,419,2,591,11
"東大和市／5,000m2未満",208,1,618,14,38,8,117,16,246,1,735,14
"東大和市／10,000m2未満",39,0,263,6,6,1,45,6,45,0,308,6
"東大和市／10,000m2以上",8,0,145,3,7,1,370,51,15,0,514,10
東大和市／計,17557,100,4460,100,469,100,722,100,18026,100,5182,100
清瀬市／100m2未満,2415,17,176,6,43,14,3,0,2458,17,179,5
清瀬市／200m2未満,9261,66,1167,38,69,23,10,2,9330,65,1177,32
清瀬市／300m2未満,1087,8,258,8,41,14,10,2,1128,8,268,7
清瀬市／500m2未満,569,4,215,7,37,12,14,2,606,4,230,6
"清瀬市／1,000m2未満",338,2,236,8,37,12,28,5,375,3,264,7
"清瀬市／2,000m2未満",221,2,308,10,33,11,45,8,254,2,354,10
"清瀬市／5,000m2未満",155,1,461,15,22,7,65,11,177,1,526,14
"清瀬市／10,000m2未満",21,0,146,5,9,3,60,10,30,0,206,6
"清瀬市／10,000m2以上",3,0,85,3,7,2,347,60,10,0,432,12
清瀬市／計,14070,100,3054,100,298,100,581,100,14368,100,3635,100
東久留米市／100m2未満,15625,43,990,18,341,34,31,3,15966,43,1021,15
東久留米市／200m2未満,15834,44,2119,38,248,25,77,7,16082,43,2196,33
東久留米市／300m2未満,2410,7,651,12,118,12,38,3,2528,7,689,10
東久留米市／500m2未満,1140,3,586,11,100,10,54,5,1240,3,640,10
"東久留米市／1,000m2未満",682,2,701,13,102,10,103,9,784,2,804,12
"東久留米市／2,000m2未満",249,1,408,7,47,5,98,8,296,1,506,8
"東久留米市／5,000m2未満",35,0,108,2,30,3,155,13,65,0,263,4
"東久留米市／10,000m2未満",1,0,7,0,10,1,149,13,11,0,155,2
"東久留米市／10,000m2以上",0,0,0,0,9,1,456,39,9,0,456,7
東久留米市／計,35976,100,5570,100,1005,100,1161,100,36981,100,6730,100
武蔵村山市／100m2未満,2690,14,207,5,50,10,3,0,2740,14,210,4
武蔵村山市／200m2未満,11745,63,1512,33,85,17,12,1,11830,62,1524,28
武蔵村山市／300m2未満,1665,9,392,9,53,11,13,1,1718,9,405,7
武蔵村山市／500m2未満,1042,6,399,9,62,13,24,3,1104,6,422,8
"武蔵村山市／1,000m2未満",729,4,520,11,98,20,72,8,827,4,592,11
"武蔵村山市／2,000m2未満",455,2,635,14,65,13,92,10,520,3,727,13
"武蔵村山市／5,000m2未満",232,1,698,15,48,10,150,17,280,1,848,16
"武蔵村山市／10,000m2未満",20,0,121,3,17,3,117,13,37,0,239,4
"武蔵村山市／10,000m2以上",5,0,84,2,15,3,400,45,20,0,484,9
武蔵村山市／計,18583,100,4567,100,493,100,883,100,19076,100,5450,100
多摩市／100m2未満,16790,43,787,13,212,27,8,0,17002,42,795,10
多摩市／200m2未満,15862,40,2179,36,119,15,18,1,15981,40,2198,27
多摩市／300m2未満,4246,11,993,17,74,10,18,1,4320,11,1011,12
多摩市／500m2未満,1416,4,519,9,92,12,35,2,1508,4,555,7
"多摩市／1,000m2未満",655,2,457,8,95,12,68,3,750,2,525,6
"多摩市／2,000m2未満",324,1,455,8,74,10,109,5,398,1,564,7
"多摩市／5,000m2未満",169,0,500,8,47,6,146,7,216,1,646,8
"多摩市／10,000m2未満",12,0,75,1,29,4,208,10,41,0,283,3
"多摩市／10,000m2以上",1,0,11,0,30,4,1546,72,31,0,1557,19
多摩市／計,39475,100,5975,100,772,100,2157,100,40247,100,8132,100
稲城市／100m2未満,2307,18,169,4,33,9,2,0,2340,18,171,3
稲城市／200m2未満,7061,55,1007,26,83,22,13,1,7144,54,1020,21
稲城市／300m2未満,1588,12,370,9,55,14,13,1,1643,13,384,8
稲城市／500m2未満,695,5,262,7,61,16,24,2,756,6,286,6
"稲城市／1,000m2未満",499,4,350,9,56,15,38,4,555,4,388,8
"稲城市／2,000m2未満",363,3,508,13,34,9,51,5,397,3,559,11
"稲城市／5,000m2未満",197,2,596,15,27,7,83,8,224,2,679,14
"稲城市／10,000m2未満",30,0,201,5,11,3,82,8,41,0,283,6
"稲城市／10,000m2以上",18,0,443,11,20,5,697,69,38,0,1140,23
稲城市／計,12758,100,3906,100,380,100,1003,100,13138,100,4910,100
羽村市／100m2未満,2032,16,155,4,28,7,2,0,2060,16,157,3
羽村市／200m2未満,6948,55,943,26,56,15,8,0,7004,54,951,17
羽村市／300m2未満,1438,11,346,10,35,9,9,0,1473,11,355,7
羽村市／500m2未満,1034,8,389,11,57,15,22,1,1091,8,411,8
"羽村市／1,000m2未満",620,5,440,12,72,19,52,3,692,5,491,9
"羽村市／2,000m2未満",315,2,440,12,39,10,56,3,354,3,496,9
"羽村市／5,000m2未満",178,1,526,15,50,13,166,9,228,2,692,13
"羽村市／10,000m2未満",31,0,214,6,21,6,154,8,52,0,368,7
"羽村市／10,000m2以上",8,0,145,4,22,6,1378,75,30,0,1523,28
羽村市／計,12604,100,3597,100,380,100,1847,100,12984,100,5444,100
あきる野市／100m2未満,1956,8,133,2,48,9,3,0,2004,8,136,2
あきる野市／200m2未満,13689,55,1942,26,110,21,16,2,13799,54,1958,23
あきる野市／300m2未満,3547,14,856,11,59,11,15,2,3606,14,871,10
あきる野市／500m2未満,2681,11,1013,14,83,16,32,4,2764,11,1045,13
"あきる野市／1,000m2未満",1796,7,1266,17,82,16,60,7,1878,7,1326,16
"あきる野市／2,000m2未満",933,4,1273,17,57,11,83,10,990,4,1356,16
"あきる野市／5,000m2未満",313,1,878,12,49,9,162,19,362,1,1041,12
"あきる野市／10,000m2未満",17,0,107,1,17,3,111,13,34,0,218,3
"あきる野市／10,000m2以上",0,0,0,0,11,2,393,45,11,0,393,5
あきる野市／計,24932,100,7468,100,516,100,875,100,25448,100,8343,100
西東京市／100m2未満,24194,45,1310,17,1259,41,59,5,25453,45,1369,15
西東京市／200m2未満,22885,42,2932,38,1018,33,132,11,23903,42,3064,35
西東京市／300m2未満,3400,6,814,11,219,7,54,5,3619,6,868,10
西東京市／500m2未満,1870,3,707,9,205,7,80,7,2075,4,786,9
"西東京市／1,000m2未満",1078,2,744,10,189,6,134,12,1267,2,879,10
"西東京市／2,000m2未満",397,1,543,7,102,3,143,12,499,1,686,8
"西東京市／5,000m2未満",91,0,247,3,30,1,87,8,121,0,334,4
"西東京市／10,000m2未満",22,0,145,2,19,1,134,12,41,0,280,3
"西東京市／10,000m2以上",12,0,285,4,17,1,327,28,29,0,612,7
西東京市／計,53949,100,7726,100,3058,100,1151,100,57007,100,8878,100
市部計／100m2未満,188179,22,12806,6,4950,18,298,1,193129,22,13103,5
市部計／200m2未満,466774,54,64197,32,6310,23,1077,2,473084,53,65274,27
市部計／300m2未満,105083,12,25287,13,3196,12,834,2,108279,12,26121,11
市部計／500m2未満,50514,6,19726,10,3721,14,1570,3,54235,6,21297,9
"市部計／1,000m2未満",29110,3,21417,11,3817,14,3081,7,32927,4,24498,10
"市部計／2,000m2未満",14330,2,20219,10,2363,9,3643,8,16693,2,23862,10
"市部計／5,000m2未満",7186,1,21292,11,1572,6,5127,11,8758,1,26419,11
"市部計／10,000m2未満",1141,0,7455,4,614,2,4427,10,1755,0,11882,5
"市部計／10,000m2以上",347,0,7064,4,604,2,25940,56,951,0,33004,13
市部計／計,862664,100,199462,100,27147,100,45996,100,889811,100,245459,100
