順位,標準地番号,都道府県,標準地の所在地,平成29年,平成30年,変動率
1,三浦－４,神奈川県,三崎町小網代字鷺野１３２５番４,58200,53500,-8.1
2,三浦－１２,神奈川県,三崎町諸磯字白須１４００番４,64500,59500,-7.8
3,三笠－２,北海道,美園町７０番３８,5200,4800,-7.7
3,三浦－６,神奈川県,初声町和田字出口３０８１番２５外,71500,66000,-7.7
5,石狩－４,北海道,横町２８番２,5400,5000,-7.4
6,横須賀－３３,神奈川県,荻野２３０番２８,83500,77500,-7.2
7,美唄－２,北海道,東６条南２丁目１４５１番４３９,5600,5200,-7.1
8,横須賀－６８,神奈川県,大矢部４丁目９５７番１１０,99000,92000,-7.1
9,南知多－７,愛知県,大字豊丘字仲島５番,15700,14600,-7
10,長野原－２,群馬県,大字応桑字チカヤ９００番６,2900,2700,-6.9
