区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
千代田区／50m2未満,1132,24,41,8,262,8,9,0,1394,17,50,2
千代田区／100m2未満,1806,39,131,24,694,21,52,2,2500,31,183,6
千代田区／150m2未満,748,16,91,17,519,15,64,2,1267,16,155,5
千代田区／200m2未満,353,8,61,11,356,11,62,2,709,9,123,4
千代田区／300m2未満,291,6,71,13,406,12,100,4,697,9,171,5
千代田区／500m2未満,196,4,74,14,409,12,158,6,605,8,231,7
千代田区／1000m2未満,90,2,60,11,316,9,218,9,406,5,278,9
千代田区／2000m2未満,8,0,11,2,204,6,291,11,212,3,301,10
千代田区／5000m2未満,1,0,5,1,114,3,340,13,115,1,345,11
千代田区／10000m2未満,0,0,0,0,46,1,312,12,46,1,312,10
千代田区／10000m2以上,0,0,0,0,38,1,957,37,38,0,957,31
千代田区／計,4625,100,543,100,3364,100,2563,100,7989,100,3106,100
中央区／50m2未満,2892,40,103,16,450,10,15,1,3342,29,118,4
中央区／100m2未満,2685,37,190,29,968,22,72,3,3653,31,262,9
中央区／150m2未満,887,12,107,16,699,16,85,4,1586,14,192,6
中央区／200m2未満,341,5,59,9,441,10,76,3,782,7,135,4
中央区／300m2未満,290,4,69,10,565,13,138,6,855,7,207,7
中央区／500m2未満,122,2,45,7,524,12,198,8,646,6,244,8
中央区／1000m2未満,58,1,37,6,384,9,269,11,442,4,306,10
中央区／2000m2未満,10,0,13,2,191,4,260,11,201,2,273,9
中央区／5000m2未満,2,0,6,1,96,2,289,12,98,1,295,10
中央区／10000m2未満,0,0,0,0,35,1,238,10,35,0,238,8
中央区／10000m2以上,3,0,33,5,30,1,748,31,33,0,781,26
中央区／計,7290,100,663,100,4383,100,2388,100,11673,100,3051,100
港区／50m2未満,1919,15,70,4,389,7,11,0,2308,13,81,1
港区／100m2未満,4509,36,328,18,860,16,65,1,5369,30,394,5
港区／150m2未満,2497,20,304,17,781,14,96,2,3278,18,400,6
港区／200m2未満,1363,11,234,13,611,11,107,2,1974,11,341,5
港区／300m2未満,1167,9,282,16,706,13,174,3,1873,10,456,6
港区／500m2未満,741,6,280,15,748,14,289,5,1489,8,569,8
港区／1000m2未満,242,2,162,9,643,12,453,8,885,5,615,9
港区／2000m2未満,68,1,89,5,326,6,452,8,394,2,541,7
港区／5000m2未満,8,0,25,1,219,4,665,12,227,1,690,10
港区／10000m2未満,2,0,16,1,100,2,718,13,102,1,733,10
