区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
"文京区／10,000m2以上",0,0,0,0,17,1,464,28,17,0,464,9
文京区／計,25957,100,3269,100,2930,100,1688,100,28887,100,4957,100
台東区／50m2未満,5978,27,217,9,518,11,17,1,6496,24,234,6
台東区／100m2未満,9230,41,663,28,1057,22,80,5,10287,38,743,18
台東区／150m2未満,3625,16,439,18,849,18,104,6,4474,16,542,13
台東区／200m2未満,1589,7,273,11,556,12,96,6,2145,8,369,9
台東区／300m2未満,1164,5,280,12,611,13,149,9,1775,7,429,11
台東区／500m2未満,587,3,218,9,517,11,200,12,1104,4,418,10
"台東区／1,000m2未満",259,1,172,7,359,8,250,15,618,2,422,10
"台東区／2,000m2未満",53,0,71,3,146,3,205,12,199,1,276,7
"台東区／5,000m2未満",14,0,36,1,63,1,187,11,77,0,223,6
"台東区／10,000m2未満",2,0,14,1,16,0,111,7,18,0,124,3
"台東区／10,000m2以上",1,0,11,0,11,0,249,15,12,0,261,6
台東区／計,22502,100,2393,100,4703,100,1649,100,27205,100,4041,100
墨田区／50m2未満,6343,21,237,6,256,7,8,0,6599,20,245,4
墨田区／100m2未満,12608,42,898,23,569,16,44,2,13177,40,942,16
墨田区／150m2未満,4750,16,575,15,561,16,70,3,5311,16,645,11
墨田区／200m2未満,2295,8,394,10,410,12,71,3,2705,8,465,8
墨田区／300m2未満,1769,6,427,11,474,14,117,6,2243,7,544,9
墨田区／500m2未満,1181,4,443,11,509,15,195,9,1690,5,639,11
"墨田区／1,000m2未満",601,2,406,10,401,11,277,13,1002,3,683,11
"墨田区／2,000m2未満",169,1,230,6,159,5,212,10,328,1,442,7
"墨田区／5,000m2未満",58,0,161,4,88,3,281,13,146,0,441,7
"墨田区／10,000m2未満",10,0,66,2,46,1,300,14,56,0,367,6
"墨田区／10,000m2以上",3,0,39,1,22,1,508,24,25,0,547,9
墨田区／計,29787,100,3877,100,3495,100,2083,100,33282,100,5960,100
江東区／50m2未満,6838,23,258,7,307,7,9,0,7145,21,266,2
江東区／100m2未満,13530,45,956,25,563,13,42,0,14093,41,998,8
江東区／150m2未満,4518,15,545,14,520,12,64,1,5038,15,609,5
江東区／200m2未満,1901,6,326,8,366,8,63,1,2267,7,389,3
江東区／300m2未満,1456,5,351,9,419,10,103,1,1875,5,454,4
江東区／500m2未満,1027,3,388,10,609,14,233,3,1636,5,621,5
"江東区／1,000m2未満",529,2,358,9,552,13,390,5,1081,3,748,6
"江東区／2,000m2未満",198,1,280,7,410,9,594,7,608,2,873,7
"江東区／5,000m2未満",78,0,219,6,291,7,941,11,369,1,1160,9
"江東区／10,000m2未満",22,0,136,4,135,3,982,11,157,0,1118,9
"江東区／10,000m2以上",3,0,42,1,155,4,5166,60,158,0,5207,42
江東区／計,30100,100,3857,100,4327,100,8586,100,34427,100,12444,100
品川区／50m2未満,7537,18,289,5,286,7,8,0,7823,17,297,3
品川区／100m2未満,17601,42,1238,21,567,15,44,1,18168,40,1281,13
品川区／150m2未満,7030,17,857,15,527,14,66,2,7557,17,922,9
品川区／200m2未満,3556,9,612,11,453,12,79,2,4009,9,691,7
品川区／300m2未満,2993,7,721,13,506,13,123,3,3499,8,845,9
品川区／500m2未満,1821,4,683,12,537,14,205,5,2358,5,888,9
"品川区／1,000m2未満",884,2,592,10,450,12,311,8,1334,3,902,9
"品川区／2,000m2未満",237,1,322,6,237,6,323,8,474,1,644,7
"品川区／5,000m2未満",99,0,279,5,145,4,457,11,244,1,736,8
"品川区／10,000m2未満",18,0,119,2,56,1,386,10,74,0,506,5
"品川区／10,000m2以上",3,0,45,1,50,1,2012,50,53,0,2057,21
品川区／計,41779,100,5756,100,3814,100,4013,100,45593,100,9770,100
目黒区／50m2未満,3302,9,118,2,165,5,4,0,3467,9,123,2
目黒区／100m2未満,13303,36,982,16,415,14,32,2,13718,35,1014,13
目黒区／150m2未満,7818,21,950,16,508,17,63,3,8326,21,1013,13
目黒区／200m2未満,4735,13,820,13,358,12,62,3,5093,13,882,11
目黒区／300m2未満,3980,11,961,16,488,16,120,6,4468,11,1082,13
目黒区／500m2未満,2335,6,874,14,453,15,176,9,2788,7,1050,13
"目黒区／1,000m2未満",812,2,539,9,343,11,237,12,1155,3,776,10
"目黒区／2,000m2未満",249,1,338,6,158,5,221,11,407,1,559,7
"目黒区／5,000m2未満",80,0,249,4,72,2,223,11,152,0,472,6
"目黒区／10,000m2未満",10,0,69,1,22,1,143,7,32,0,212,3
"目黒区／10,000m2以上",8,0,198,3,24,1,686,35,32,0,884,11
目黒区／計,36632,100,6100,100,3006,100,1968,100,39638,100,8068,100
大田区／50m2未満,11914,13,464,3,383,6,11,0,12297,13,475,2
大田区／100m2未満,35387,39,2549,16,780,11,61,1,36167,37,2610,12
大田区／150m2未満,17163,19,2075,13,897,13,112,2,18060,18,2188,10
大田区／200m2未満,9342,10,1614,10,688,10,120,2,10030,10,1734,8
大田区／300m2未満,7794,9,1891,12,891,13,218,3,8685,9,2109,9
大田区／500m2未満,5283,6,1995,13,1099,16,423,6,6382,7,2417,11
"大田区／1,000m2未満",2609,3,1766,11,968,14,688,10,3577,4,2454,11
"大田区／2,000m2未満",909,1,1227,8,574,8,797,12,1483,2,2024,9
"大田区／5,000m2未満",398,0,1186,8,358,5,1088,16,756,1,2274,10
"大田区／10,000m2未満",89,0,597,4,115,2,791,12,204,0,1388,6
"大田区／10,000m2以上",19,0,302,2,93,1,2547,37,112,0,2849,13
大田区／計,90907,100,15667,100,6846,100,6855,100,97753,100,22522,100
世田谷区／50m2未満,8832,7,310,1,391,6,9,0,9223,7,319,1
世田谷区／100m2未満,41617,32,3182,13,847,13,66,1,42464,31,3247,10
世田谷区／150m2未満,34336,26,4122,16,978,15,122,2,35314,25,4244,14
世田谷区／200m2未満,17191,13,2973,12,878,13,152,3,18069,13,3125,10
世田谷区／300m2未満,14996,11,3617,14,1031,15,250,4,16027,12,3866,12
世田谷区／500m2未満,9190,7,3441,14,1061,16,411,7,10251,7,3852,12
"世田谷区／1,000m2未満",3636,3,2430,10,801,12,553,10,4437,3,2982,10
"世田谷区／2,000m2未満",1317,1,1804,7,369,5,508,9,1686,1,2311,7
"世田谷区／5,000m2未満",767,1,2275,9,210,3,663,12,977,1,2938,9
"世田谷区／10,000m2未満",132,0,885,3,75,1,516,9,207,0,1401,5
"世田谷区／10,000m2以上",19,0,269,1,76,1,2445,43,95,0,2714,9
世田谷区／計,132033,100,25308,100,6717,100,5694,100,138750,100,31002,100
渋谷区／50m2未満,3182,13,116,3,346,7,10,0,3528,12,126,2
渋谷区／100m2未満,8340,35,601,16,771,16,59,2,9111,32,659,10
渋谷区／150m2未満,4570,19,560,15,684,14,85,3,5254,18,645,10
渋谷区／200m2未満,2854,12,493,13,565,12,98,3,3419,12,591,9
渋谷区／300m2未満,2566,11,622,16,647,14,160,6,3213,11,782,12
渋谷区／500m2未満,1732,7,646,17,718,15,274,10,2450,9,920,14
"渋谷区／1,000m2未満",621,3,415,11,547,12,383,13,1168,4,798,12
"渋谷区／2,000m2未満",133,1,184,5,242,5,337,12,375,1,521,8
"渋谷区／5,000m2未満",41,0,115,3,143,3,441,15,184,1,556,8
"渋谷区／10,000m2未満",9,0,64,2,40,1,271,9,49,0,335,5
"渋谷区／10,000m2以上",2,0,30,1,29,1,761,26,31,0,791,12
渋谷区／計,24050,100,3846,100,4732,100,2878,100,28782,100,6724,100
中野区／50m2未満,5647,12,204,3,317,9,9,1,5964,12,213,2
中野区／100m2未満,18182,38,1346,18,612,18,47,3,18794,37,1393,15
中野区／150m2未満,10214,21,1239,17,554,17,68,4,10768,21,1308,14
中野区／200m2未満,5520,12,953,13,436,13,76,5,5956,12,1029,11
中野区／300m2未満,4389,9,1058,14,447,13,110,7,4836,9,1167,13
中野区／500m2未満,2548,5,947,13,441,13,168,10,2989,6,1115,12
"中野区／1,000m2未満",927,2,619,8,314,9,213,13,1241,2,832,9
"中野区／2,000m2未満",275,1,376,5,136,4,191,12,411,1,568,6
"中野区／5,000m2未満",179,0,541,7,55,2,168,10,234,0,709,8
"中野区／10,000m2未満",25,0,169,2,30,1,209,13,55,0,377,4
"中野区／10,000m2以上",3,0,33,0,15,0,363,22,18,0,396,4
中野区／計,47909,100,7485,100,3357,100,1623,100,51266,100,9108,100
杉並区／50m2未満,6541,7,223,1,327,7,8,0,6868,7,232,1
杉並区／100m2未満,29799,32,2309,13,709,16,55,2,30508,31,2363,12
杉並区／150m2未満,25063,27,3005,17,674,15,84,3,25737,26,3089,15
杉並区／200m2未満,12502,13,2165,13,577,13,100,4,13079,13,2265,11
杉並区／300m2未満,10728,11,2593,15,646,14,159,6,11374,12,2752,14
杉並区／500m2未満,6191,7,2313,13,623,14,238,9,6814,7,2551,13
"杉並区／1,000m2未満",2283,2,1527,9,501,11,346,13,2784,3,1873,9
"杉並区／2,000m2未満",734,1,1011,6,222,5,309,11,956,1,1320,7
"杉並区／5,000m2未満",358,0,1060,6,130,3,397,15,488,0,1457,7
"杉並区／10,000m2未満",109,0,709,4,33,1,227,8,142,0,937,5
"杉並区／10,000m2以上",21,0,336,2,40,1,803,29,61,0,1138,6
杉並区／計,94329,100,17251,100,4482,100,2725,100,98811,100,19976,100
豊島区／50m2未満,5569,16,206,4,310,8,9,0,5879,15,215,3
豊島区／100m2未満,14047,39,1009,19,709,19,54,3,14756,38,1063,15
豊島区／150m2未満,6685,19,813,16,628,17,78,4,7313,19,890,13
豊島区／200m2未満,3618,10,624,12,465,13,81,5,4083,10,705,10
豊島区／300m2未満,2847,8,690,13,518,14,127,7,3365,9,817,12
豊島区／500m2未満,1714,5,644,12,452,12,173,10,2166,6,817,12
"豊島区／1,000m2未満",771,2,528,10,323,9,224,13,1094,3,751,11
"豊島区／2,000m2未満",228,1,307,6,155,4,213,12,383,1,519,7
"豊島区／5,000m2未満",88,0,259,5,73,2,217,12,161,0,477,7
"豊島区／10,000m2未満",12,0,71,1,21,1,149,9,33,0,221,3
"豊島区／10,000m2以上",5,0,81,2,22,1,423,24,27,0,504,7
豊島区／計,35584,100,5232,100,3676,100,1747,100,39260,100,6979,100
北区／50m2未満,7181,18,271,5,282,10,8,0,7463,17,279,3
北区／100m2未満,17416,43,1241,21,508,18,38,1,17924,41,1279,15
北区／150m2未満,6948,17,842,14,408,15,50,2,7356,17,892,10
北区／200m2未満,3333,8,574,10,278,10,48,2,3611,8,622,7
北区／300m2未満,2587,6,624,11,356,13,88,3,2943,7,712,8
北区／500m2未満,1599,4,602,10,333,12,129,5,1932,4,732,8
"北区／1,000m2未満",850,2,580,10,275,10,195,7,1125,3,774,9
"北区／2,000m2未満",332,1,455,8,155,6,211,8,487,1,667,8
"北区／5,000m2未満",152,0,446,8,87,3,263,10,239,1,708,8
"北区／10,000m2未満",33,0,225,4,44,2,315,12,77,0,540,6
"北区／10,000m2以上",4,0,79,1,51,2,1383,51,55,0,1462,17
北区／計,40435,100,5939,100,2777,100,2728,100,43212,100,8668,100
荒川区／50m2未満,5915,24,217,6,244,12,7,1,6159,23,224,5
荒川区／100m2未満,10050,41,707,21,342,16,26,2,10392,39,733,15
荒川区／150m2未満,3598,15,434,13,292,14,36,3,3890,15,470,10
荒川区／200m2未満,1746,7,300,9,254,12,44,3,2000,8,344,7
荒川区／300m2未満,1432,6,345,10,257,12,64,5,1689,6,409,9
荒川区／500m2未満,924,4,350,10,257,12,99,8,1181,4,449,9
"荒川区／1,000m2未満",539,2,364,11,232,11,164,13,771,3,528,11
"荒川区／2,000m2未満",210,1,287,8,120,6,165,13,330,1,452,10
"荒川区／5,000m2未満",77,0,222,6,52,2,162,13,129,0,383,8
"荒川区／10,000m2未満",24,0,170,5,22,1,164,13,46,0,334,7
"荒川区／10,000m2以上",4,0,50,1,13,1,357,28,17,0,406,9
荒川区／計,24519,100,3446,100,2085,100,1286,100,26604,100,4732,100
板橋区／50m2未満,6864,11,251,2,263,6,7,0,7127,10,258,2
板橋区／100m2未満,29044,45,2102,18,599,14,46,1,29643,43,2147,14
板橋区／150m2未満,12596,20,1510,13,524,13,65,2,13120,19,1575,10
板橋区／200m2未満,5486,9,946,8,439,11,76,2,5925,9,1022,6
板橋区／300m2未満,4705,7,1134,10,545,13,133,3,5250,8,1267,8
板橋区／500m2未満,2763,4,1048,9,568,14,217,5,3331,5,1265,8
"板橋区／1,000m2未満",1656,3,1135,10,545,13,386,9,2201,3,1521,10
"板橋区／2,000m2未満",793,1,1100,10,328,8,465,11,1121,2,1565,10
"板橋区／5,000m2未満",448,1,1338,12,201,5,615,14,649,1,1953,12
"板橋区／10,000m2未満",101,0,656,6,61,1,401,9,162,0,1057,7
"板橋区／10,000m2以上",19,0,289,3,64,2,1888,44,83,0,2177,14
板橋区／計,64475,100,11509,100,4137,100,4299,100,68612,100,15808,100
練馬区／50m2未満,6315,5,201,1,320,8,7,0,6635,5,208,1
練馬区／100m2未満,40027,33,3143,13,629,15,49,2,40656,32,3192,12
練馬区／150m2未満,42123,35,4929,21,666,16,82,3,42789,34,5011,19
練馬区／200m2未満,12788,10,2202,9,470,11,81,3,13258,11,2283,9
練馬区／300m2未満,10317,8,2475,11,530,12,128,4,10847,9,2604,10
練馬区／500m2未満,5423,4,2028,9,560,13,217,7,5983,5,2245,8
"練馬区／1,000m2未満",2598,2,1789,8,539,13,375,12,3137,2,2164,8
"練馬区／2,000m2未満",1200,1,1679,7,288,7,399,13,1488,1,2078,8
"練馬区／5,000m2未満",971,1,3014,13,164,4,489,16,1135,1,3503,13
"練馬区／10,000m2未満",222,0,1479,6,46,1,324,11,268,0,1803,7
"練馬区／10,000m2以上",35,0,443,2,31,1,892,29,66,0,1335,5
練馬区／計,122019,100,23382,100,4243,100,3044,100,126262,100,26426,100
足立区／50m2未満,10598,10,367,2,397,8,9,0,10995,10,376,1
足立区／100m2未満,45119,44,3400,17,617,12,46,1,45736,42,3446,13
足立区／150m2未満,22390,22,2630,13,650,12,81,2,23040,21,2711,11
足立区／200m2未満,8164,8,1405,7,549,10,95,2,8713,8,1500,6
足立区／300m2未満,6563,6,1588,8,604,11,149,3,7167,7,1737,7
足立区／500m2未満,4609,4,1750,9,797,15,310,6,5406,5,2059,8
"足立区／1,000m2未満",3169,3,2185,11,757,14,535,10,3926,4,2720,11
"足立区／2,000m2未満",1489,1,2080,10,482,9,668,13,1971,2,2748,11
"足立区／5,000m2未満",1048,1,3199,16,261,5,786,15,1309,1,3985,16
"足立区／10,000m2未満",210,0,1357,7,82,2,566,11,292,0,1923,8
"足立区／10,000m2以上",23,0,308,2,64,1,2064,39,87,0,2372,9
足立区／計,103382,100,20268,100,5260,100,5308,100,108642,100,25576,100
葛飾区／50m2未満,9895,14,367,3,339,9,9,0,10234,13,376,2
葛飾区／100m2未満,34084,47,2501,20,588,16,45,2,34672,45,2546,17
葛飾区／150m2未満,12807,18,1524,12,477,13,59,2,13284,17,1583,10
葛飾区／200m2未満,5452,7,941,7,408,11,71,3,5860,8,1012,7
葛飾区／300m2未満,4376,6,1055,8,451,12,112,4,4827,6,1167,8
葛飾区／500m2未満,2970,4,1134,9,493,13,192,7,3463,5,1326,9
"葛飾区／1,000m2未満",1756,2,1201,10,488,13,336,12,2244,3,1538,10
"葛飾区／2,000m2未満",813,1,1136,9,244,7,337,12,1057,1,1472,10
"葛飾区／5,000m2未満",530,1,1610,13,147,4,451,16,677,1,2061,13
"葛飾区／10,000m2未満",116,0,770,6,42,1,295,11,158,0,1065,7
"葛飾区／10,000m2以上",28,0,393,3,27,1,864,31,55,0,1257,8
葛飾区／計,72827,100,12632,100,3704,100,2772,100,76531,100,15404,100
江戸川区／50m2未満,17156,18,658,4,368,8,11,0,17524,17,669,3
江戸川区／100m2未満,44502,46,3271,19,576,12,44,1,45078,44,3314,15
江戸川区／150m2未満,14762,15,1754,10,547,12,68,1,15309,15,1822,8
江戸川区／200m2未満,6072,6,1048,6,470,10,82,2,6542,6,1129,5
江戸川区／300m2未満,5133,5,1245,7,618,13,154,3,5751,6,1399,6
江戸川区／500m2未満,4126,4,1569,9,729,15,283,6,4855,5,1852,9
"江戸川区／1,000m2未満",2855,3,1980,12,739,16,524,11,3594,4,2504,12
"江戸川区／2,000m2未満",1330,1,1844,11,389,8,557,12,1719,2,2401,11
"江戸川区／5,000m2未満",784,1,2337,14,198,4,578,12,982,1,2916,13
"江戸川区／10,000m2未満",125,0,846,5,61,1,403,9,186,0,1249,6
"江戸川区／10,000m2以上",28,0,452,3,45,1,1993,42,73,0,2445,11
江戸川区／計,96873,100,17005,100,4740,100,4696,100,101613,100,21701,100
区部計／50m2未満,151424,13,5548,3,7685,8,216,0,159109,12,5764,2
区部計／100m2未満,465796,39,34404,17,15421,16,1177,1,481217,37,35581,13
区部計／150m2未満,256570,21,30696,15,14239,15,1762,2,270809,21,32459,12
区部計／200m2未満,116488,10,20101,10,11022,11,1913,2,127510,10,22014,8
区部計／300m2未満,96739,8,23355,12,12912,13,3169,4,109651,8,26524,9
区部計／500m2未満,60322,5,22685,11,13674,14,5263,7,73996,6,27948,10
"区部計／1,000m2未満",28873,2,19583,10,11382,12,7956,10,40255,3,27539,10
"区部計／2,000m2未満",10952,1,15102,7,5996,6,8350,11,16948,1,23453,8
"区部計／5,000m2未満",6234,1,18736,9,3430,4,10494,13,9664,1,29230,10
"区部計／10,000m2未満",1281,0,8484,4,1192,1,8257,10,2473,0,16741,6
"区部計／10,000m2以上",232,0,3445,2,1034,1,30938,39,1266,0,34383,12
区部計／計,1194911,100,202140,100,97987,100,79495,100,1292898,100,281636,100
