順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,大田－9－2,東京都,東海２丁目７番１,"689,000 ",5.0 
2,江東－9－4,東京都,辰巳３丁目１０番１,"604,000 ",3.8 
3,江東－9－3,東京都,佐賀２丁目１４番１,"516,000 ",3.6 
4,江東－9－2,東京都,東雲２丁目９番４２,"474,000 ",2.6 
5,品川－9－1,東京都,八潮２丁目７番,"418,000 ",4.0 
6,大田－9－3,東京都,南六郷３丁目１６番２９,"381,000 ",0.0 
7,江戸川－9－1,東京都,松江５丁目１１２６番１,"357,000 ",0.0 
8,江戸川－9－4,東京都,臨海町３丁目６番２５,"351,000 ",3.2 
9,大田－9－1,東京都,東糀谷６丁目１３３５番１外,"330,000 ",4.8 
10,足立－9－1,東京都,綾瀬６丁目４５５番１外,"310,000 ",1.0 
