区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
日野市／200m2未満,246,22,45,9,28,18,6,1,274,21,51,4
日野市／300m2未満,156,14,49,10,10,6,3,0,166,13,52,4
日野市／500m2未満,177,16,106,22,19,12,11,2,196,15,117,10
日野市／1000m2未満,148,13,173,35,21,13,23,3,169,13,196,17
日野市／2000m2未満,32,3,68,14,6,4,26,4,38,3,94,8
日野市／5000m2未満,8,1,30,6,6,4,48,7,14,1,78,7
日野市／10000m2未満,0,0,0,0,3,2,195,29,3,0,195,17
日野市／10000m2以上,0,0,0,0,3,2,361,54,3,0,361,31
日野市／計,1123,100,490,100,157,100,675,100,1280,100,1165,100
東村山市／100m2未満,118,31,3,2,10,20,0,0,128,30,4,1
東村山市／200m2未満,68,18,11,5,7,14,1,0,75,17,12,2
東村山市／300m2未満,39,10,9,4,4,8,1,0,43,10,10,2
東村山市／500m2未満,40,10,16,7,3,6,1,0,43,10,17,3
東村山市／1000m2未満,54,14,41,19,8,16,6,1,62,14,47,7
東村山市／2000m2未満,34,9,48,23,7,14,10,2,41,10,58,9
東村山市／5000m2未満,27,7,72,34,8,16,27,7,35,8,99,16
東村山市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
東村山市／10000m2以上,1,0,10,5,3,6,366,89,4,1,376,60
東村山市／計,381,100,211,100,50,100,411,100,431,100,622,100
国分寺市／100m2未満,46,48,1,4,9,33,0,0,55,45,2,1
国分寺市／200m2未満,15,16,2,6,6,22,1,0,21,17,3,1
国分寺市／300m2未満,6,6,1,3,1,4,0,0,7,6,2,1
国分寺市／500m2未満,9,9,4,9,1,4,0,0,10,8,4,2
国分寺市／1000m2未満,11,12,7,17,0,0,0,0,11,9,7,3
国分寺市／2000m2未満,3,3,3,8,4,15,6,3,7,6,10,4
国分寺市／5000m2未満,3,3,11,27,3,11,9,4,6,5,21,8
国分寺市／10000m2未満,2,2,11,27,0,0,0,0,2,2,11,5
国分寺市／10000m2以上,0,0,0,0,3,11,191,92,3,2,191,76
国分寺市／計,95,100,42,100,27,100,208,100,122,100,251,100
国立市／100m2未満,70,65,2,9,13,54,0,0,83,63,2,2
国立市／200m2未満,12,11,2,10,1,4,0,0,13,10,2,2
国立市／300m2未満,10,9,2,15,3,13,1,1,13,10,3,3
国立市／500m2未満,10,9,4,23,1,4,0,0,11,8,4,4
国立市／1000m2未満,3,3,3,15,2,8,1,1,5,4,4,4
国立市／2000m2未満,2,2,2,15,1,4,1,2,3,2,4,4
国立市／5000m2未満,1,1,2,13,2,8,7,8,3,2,9,9
国立市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
国立市／10000m2以上,0,0,0,0,1,4,75,87,1,1,75,73
国立市／計,108,100,17,100,24,100,86,100,132,100,103,100
福生市／100m2未満,16,44,0,3,2,20,0,0,18,39,0,0
福生市／200m2未満,6,17,1,6,0,0,0,0,6,13,1,1
福生市／300m2未満,3,8,1,5,0,0,0,0,3,7,1,1
福生市／500m2未満,4,11,1,10,2,20,1,1,6,13,2,2
福生市／1000m2未満,1,3,1,6,2,20,1,1,3,7,2,2
福生市／2000m2未満,5,14,7,48,1,10,1,1,6,13,8,6
福生市／5000m2未満,1,3,3,21,2,20,6,4,3,7,9,6
福生市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
福生市／10000m2以上,0,0,0,0,1,10,119,93,1,2,119,84
福生市／計,36,100,14,100,10,100,128,100,46,100,142,100
狛江市／100m2未満,201,39,15,13,13,25,2,3,214,38,16,10
狛江市／200m2未満,142,28,25,22,19,36,5,9,161,29,31,18
狛江市／300m2未満,73,14,20,17,6,11,1,3,79,14,21,12
狛江市／500m2未満,54,11,23,20,5,9,2,4,59,10,25,15
狛江市／1000m2未満,31,6,21,18,4,8,5,10,35,6,26,16
狛江市／2000m2未満,8,2,9,8,3,6,13,24,11,2,23,14
狛江市／5000m2未満,0,0,0,0,2,4,22,38,2,0,22,13
狛江市／10000m2未満,0,0,0,0,1,2,5,10,1,0,5,3
狛江市／10000m2以上,0,0,0,0,0,0,0,0,0,0,0,0
狛江市／計,509,100,113,100,53,100,56,100,562,100,169,100
東大和市／100m2未満,48,57,1,5,13,43,0,0,61,54,1,1
東大和市／200m2未満,11,13,1,6,1,3,0,0,12,11,2,2
東大和市／300m2未満,3,4,1,3,1,3,0,0,4,4,1,1
東大和市／500m2未満,7,8,3,12,3,10,1,2,10,9,4,4
東大和市／1000m2未満,10,12,7,31,2,7,2,3,12,11,9,10
東大和市／2000m2未満,3,4,5,22,6,20,8,12,9,8,13,14
東大和市／5000m2未満,2,2,5,21,2,7,7,11,4,4,12,13
東大和市／10000m2未満,0,0,0,0,1,3,5,8,1,1,5,6
東大和市／10000m2以上,0,0,0,0,1,3,44,65,1,1,44,48
東大和市／計,84,100,24,100,30,100,67,100,114,100,91,100
清瀬市／100m2未満,113,38,3,2,22,48,0,0,135,39,3,1
清瀬市／200m2未満,29,10,4,3,2,4,0,0,31,9,5,1
清瀬市／300m2未満,32,11,8,6,3,7,1,0,35,10,9,3
清瀬市／500m2未満,42,14,17,13,3,7,1,1,45,13,18,6
清瀬市／1000m2未満,48,16,35,27,1,2,1,0,49,14,36,11
清瀬市／2000m2未満,30,10,40,31,6,13,9,5,36,10,49,15
清瀬市／5000m2未満,7,2,22,17,3,7,11,6,10,3,33,10
清瀬市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
清瀬市／10000m2以上,0,0,0,0,6,13,165,88,6,2,165,52
清瀬市／計,301,100,128,100,46,100,188,100,347,100,316,100
東久留米市／100m2未満,305,78,7,11,42,49,10,9,347,73,17,10
東久留米市／200m2未満,26,7,5,7,12,14,12,11,38,8,17,9
東久留米市／300m2未満,15,4,4,6,5,6,11,10,20,4,15,8
東久留米市／500m2未満,19,5,11,17,6,7,12,11,25,5,24,13
東久留米市／1000m2未満,17,4,15,23,8,9,18,16,25,5,33,19
東久留米市／2000m2未満,8,2,13,19,8,9,22,19,16,3,35,19
東久留米市／5000m2未満,3,1,11,16,3,4,13,12,6,1,24,13
東久留米市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
東久留米市／10000m2以上,0,0,0,0,1,1,14,13,1,0,14,8
東久留米市／計,393,100,67,100,85,100,112,100,478,100,179,100
武蔵村山市／100m2未満,315,26,13,3,49,32,1,0,364,27,14,1
武蔵村山市／200m2未満,289,24,41,8,28,18,4,1,317,24,45,4
武蔵村山市／300m2未満,161,14,39,8,15,10,4,1,176,13,43,4
武蔵村山市／500m2未満,170,14,65,13,20,13,8,1,190,14,73,6
武蔵村山市／1000m2未満,132,11,97,20,20,13,15,2,152,11,112,10
武蔵村山市／2000m2未満,90,8,129,26,11,7,15,2,101,8,144,12
武蔵村山市／5000m2未満,31,3,89,18,10,6,31,5,41,3,120,10
武蔵村山市／10000m2未満,2,0,11,2,0,0,0,0,2,0,11,1
武蔵村山市／10000m2以上,1,0,11,2,2,1,593,88,3,0,603,52
武蔵村山市／計,1191,100,495,100,155,100,671,100,1346,100,1166,100
多摩市／100m2未満,127,23,4,2,31,38,1,0,158,25,5,0
多摩市／200m2未満,99,18,15,6,6,7,1,0,105,16,16,1
多摩市／300m2未満,76,14,19,7,11,13,3,0,87,14,21,2
多摩市／500m2未満,94,17,37,14,5,6,2,0,99,15,39,3
多摩市／1000m2未満,104,19,74,29,9,11,6,1,113,18,80,6
多摩市／2000m2未満,42,8,56,22,4,5,6,1,46,7,62,5
多摩市／5000m2未満,14,3,37,14,7,9,23,2,21,3,60,5
多摩市／10000m2未満,3,1,17,6,3,4,22,2,6,1,39,3
多摩市／10000m2以上,0,0,0,0,6,7,979,94,6,1,979,75
多摩市／計,559,100,259,100,82,100,1044,100,641,100,1302,100
稲城市／100m2未満,194,42,5,3,31,34,1,0,225,41,6,0
稲城市／200m2未満,73,16,11,6,9,10,1,0,82,15,12,1
稲城市／300m2未満,43,9,11,6,8,9,2,0,51,9,13,1
稲城市／500m2未満,62,13,24,14,5,6,2,0,67,12,26,1
稲城市／1000m2未満,46,10,33,18,4,4,3,0,50,9,35,2
稲城市／2000m2未満,25,5,36,20,8,9,12,1,33,6,47,2
稲城市／5000m2未満,17,4,54,30,9,10,27,1,26,5,81,4
稲城市／10000m2未満,1,0,6,4,6,7,44,2,7,1,50,2
稲城市／10000m2以上,0,0,0,0,10,11,1741,95,10,2,1741,87
稲城市／計,461,100,180,100,90,100,1832,100,551,100,2011,100
羽村市／100m2未満,88,43,4,5,9,28,0,0,97,41,4,3
羽村市／200m2未満,67,33,9,13,9,28,1,2,76,32,11,7
羽村市／300m2未満,15,7,4,5,0,0,0,0,15,6,4,2
羽村市／500m2未満,9,4,3,5,3,9,1,1,12,5,4,3
羽村市／1000m2未満,13,6,8,11,5,16,4,5,18,8,12,8
羽村市／2000m2未満,8,4,10,14,3,9,4,6,11,5,15,10
羽村市／5000m2未満,2,1,6,8,2,6,5,6,4,2,10,7
羽村市／10000m2未満,1,0,5,7,0,0,0,0,1,0,5,4
羽村市／10000m2以上,2,1,25,33,1,3,59,79,3,1,84,56
羽村市／計,205,100,75,100,32,100,74,100,237,100,149,100
あきる野市／100m2未満,843,31,33,1,74,27,2,0,917,30,35,1
あきる野市／200m2未満,568,21,84,3,43,16,6,0,611,20,90,2
あきる野市／300m2未満,313,11,77,3,32,12,8,0,345,11,85,2
あきる野市／500m2未満,343,13,135,5,21,8,9,0,364,12,144,3
あきる野市／1000m2未満,347,13,245,8,34,12,24,1,381,13,269,5
あきる野市／2000m2未満,183,7,256,9,25,9,35,1,208,7,291,5
あきる野市／5000m2未満,77,3,227,8,23,8,71,3,100,3,298,5
あきる野市／10000m2未満,27,1,196,7,6,2,45,2,33,1,242,4
あきる野市／10000m2以上,43,2,1739,58,16,6,2429,92,59,2,4168,74
あきる野市／計,2744,100,2992,100,274,100,2629,100,3018,100,5622,100
西東京市／100m2未満,96,45,3,4,292,45,12,6,388,45,16,6
西東京市／200m2未満,35,16,5,7,108,17,16,8,143,17,21,8
西東京市／300m2未満,19,9,5,6,62,10,15,7,81,9,20,7
西東京市／500m2未満,25,12,9,12,73,11,27,13,98,11,36,13
西東京市／1000m2未満,24,11,17,22,82,13,55,27,106,12,72,26
西東京市／2000m2未満,9,4,13,18,29,4,36,18,38,4,50,18
西東京市／5000m2未満,3,1,10,13,4,1,10,5,7,1,20,7
西東京市／10000m2未満,2,1,14,19,0,0,0,0,2,0,14,5
西東京市／10000m2以上,0,0,0,0,1,0,31,15,1,0,31,11
西東京市／計,213,100,77,100,651,100,203,100,864,100,280,100
市部計／100m2未満,10080,40,325,2,1685,38,74,0,11765,40,399,1
市部計／200m2未満,4559,18,683,5,573,13,142,1,5132,17,825,2
市部計／300m2未満,2638,11,662,5,344,8,139,1,2982,10,802,2
市部計／500m2未満,2803,11,1133,8,420,10,235,1,3223,11,1369,3
市部計／1000m2未満,2603,10,1910,13,506,11,493,2,3109,11,2403,6
市部計／2000m2未満,1431,6,2023,14,326,7,649,2,1757,6,2673,6
市部計／5000m2未満,716,3,2186,15,258,6,1057,4,974,3,3243,8
市部計／10000m2未満,157,1,1094,8,76,2,762,3,233,1,1857,4
市部計／10000m2以上,136,1,4564,31,230,5,23976,87,366,1,28539,68
市部計／計,25123,100,14581,100,4418,100,27528,100,29541,100,42109,100
