区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
千代田区／50m2未満,1172,24,43,8,277,8,9,0,1449,18,52,1
千代田区／100m2未満,1876,39,136,24,685,20,51,2,2561,31,187,5
千代田区／150m2未満,788,16,96,17,525,15,65,2,1313,16,160,5
千代田区／200m2未満,366,8,63,11,367,11,64,2,733,9,127,4
千代田区／300m2未満,296,6,72,13,415,12,102,3,711,9,174,5
千代田区／500m2未満,199,4,75,13,417,12,161,5,616,7,235,7
千代田区／1000m2未満,92,2,61,11,324,9,226,8,416,5,286,8
千代田区／2000m2未満,10,0,13,2,201,6,288,10,211,3,300,9
千代田区／5000m2未満,1,0,5,1,121,4,359,12,122,1,363,10
千代田区／10000m2未満,0,0,0,0,44,1,307,10,44,1,307,9
千代田区／10000m2以上,0,0,0,0,40,1,1333,45,40,0,1333,38
千代田区／計,4800,100,562,100,3416,100,2963,100,8216,100,3526,100
中央区／50m2未満,3054,40,109,16,450,10,15,1,3504,29,124,4
中央区／100m2未満,2791,37,197,29,982,22,74,3,3773,31,271,9
中央区／150m2未満,908,12,109,16,697,16,85,4,1605,13,194,6
中央区／200m2未満,348,5,60,9,458,10,79,3,806,7,139,5
中央区／300m2未満,300,4,72,11,554,12,135,6,854,7,207,7
中央区／500m2未満,135,2,51,7,543,12,206,9,678,6,257,8
中央区／1000m2未満,60,1,38,6,395,9,278,12,455,4,316,10
中央区／2000m2未満,12,0,15,2,198,4,268,11,210,2,284,9
中央区／5000m2未満,2,0,6,1,97,2,292,12,99,1,298,10
中央区／10000m2未満,0,0,0,0,37,1,257,11,37,0,257,8
中央区／10000m2以上,2,0,22,3,29,1,695,29,31,0,717,23
中央区／計,7612,100,679,100,4440,100,2384,100,12052,100,3063,100
港区／50m2未満,1981,15,72,4,390,7,11,0,2371,13,84,1
港区／100m2未満,4580,36,334,18,849,16,65,1,5429,30,398,5
港区／150m2未満,2546,20,310,17,765,14,95,2,3311,18,405,5
港区／200m2未満,1415,11,243,13,595,11,104,2,2010,11,348,4
港区／300m2未満,1189,9,286,15,718,13,177,3,1907,10,463,6
港区／500m2未満,768,6,290,15,756,14,292,5,1524,8,582,7
港区／1000m2未満,261,2,175,9,636,12,448,7,897,5,623,8
