区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
八王子市／100m2未満,10695,9,768,2,330,9,16,0,11025,9,784,2
八王子市／200m2未満,67655,58,10006,32,626,18,94,1,68281,57,10100,26
八王子市／300m2未満,22573,19,5247,17,437,12,106,1,23010,19,5353,14
八王子市／500m2未満,7768,7,2906,9,584,16,227,3,8352,7,3133,8
八王子市／1000m2未満,4638,4,3198,10,624,18,447,6,5262,4,3646,9
八王子市／2000m2未満,2311,2,3098,10,414,12,575,8,2725,2,3673,9
八王子市／5000m2未満,1126,1,3267,11,283,8,895,12,1409,1,4161,11
八王子市／10000m2未満,136,0,870,3,130,4,905,12,266,0,1776,5
八王子市／10000m2以上,90,0,1747,6,113,3,4318,57,203,0,6065,16
八王子市／計,116992,100,31107,100,3541,100,7584,100,120533,100,38691,100
立川市／100m2未満,6874,21,508,6,226,14,14,0,7100,21,521,5
立川市／200m2未満,18679,58,2421,31,406,26,59,2,19085,56,2480,23
立川市／300m2未満,2804,9,674,9,215,14,52,2,3019,9,726,7
立川市／500m2未満,1820,6,679,9,236,15,91,3,2056,6,770,7
立川市／1000m2未満,1020,3,717,9,214,14,154,5,1234,4,871,8
立川市／2000m2未満,653,2,925,12,143,9,197,7,796,2,1123,10
立川市／5000m2未満,403,1,1216,15,86,5,253,8,489,1,1470,13
立川市／10000m2未満,62,0,400,5,25,2,168,6,87,0,568,5
立川市／10000m2以上,15,0,349,4,29,2,2028,67,44,0,2377,22
立川市／計,32330,100,7888,100,1580,100,3016,100,33910,100,10905,100
武蔵野市／100m2未満,5073,23,352,7,158,15,10,1,5231,22,362,6
武蔵野市／200m2未満,10840,49,1511,30,274,25,40,3,11114,48,1552,25
武蔵野市／300m2未満,3104,14,749,15,164,15,40,3,3268,14,789,12
武蔵野市／500m2未満,1909,9,716,14,194,18,75,6,2103,9,791,12
武蔵野市／1000m2未満,793,4,538,11,129,12,89,7,922,4,627,10
武蔵野市／2000m2未満,304,1,425,8,81,8,113,9,385,2,539,9
武蔵野市／5000m2未満,144,1,424,8,45,4,134,11,189,1,558,9
武蔵野市／10000m2未満,30,0,212,4,15,1,109,9,45,0,321,5
武蔵野市／10000m2以上,13,0,187,4,15,1,608,50,28,0,795,13
武蔵野市／計,22210,100,5115,100,1075,100,1218,100,23285,100,6333,100
三鷹市／100m2未満,7906,24,570,8,178,16,11,1,8084,24,581,7
三鷹市／200m2未満,18585,56,2392,33,294,26,43,3,18879,55,2435,28
三鷹市／300m2未満,3064,9,735,10,161,14,39,3,3225,9,775,9
三鷹市／500m2未満,1734,5,655,9,152,13,59,5,1886,5,715,8
三鷹市／1000m2未満,1030,3,721,10,169,15,117,9,1199,3,838,10
三鷹市／2000m2未満,516,2,723,10,83,7,114,9,599,2,837,10
三鷹市／5000m2未満,331,1,969,13,72,6,228,18,403,1,1198,14
三鷹市／10000m2未満,60,0,383,5,19,2,129,10,79,0,513,6
三鷹市／10000m2以上,13,0,211,3,14,1,526,42,27,0,737,9
三鷹市／計,33239,100,7360,100,1142,100,1267,100,34381,100,8627,100
青梅市／100m2未満,3587,10,257,2,85,8,5,0,3672,10,262,2
青梅市／200m2未満,17980,52,2523,24,180,17,26,1,18160,51,2550,20
青梅市／300m2未満,4691,14,1137,11,83,8,21,1,4774,14,1157,9
青梅市／500m2未満,3655,11,1396,13,153,15,59,3,3808,11,1455,11
青梅市／1000m2未満,2695,8,1869,18,194,19,137,6,2889,8,2006,16
青梅市／2000m2未満,1184,3,1622,15,142,14,202,9,1326,4,1823,14
青梅市／5000m2未満,451,1,1296,12,100,10,328,15,551,2,1624,13
青梅市／10000m2未満,56,0,357,3,57,6,410,18,113,0,767,6
青梅市／10000m2以上,5,0,63,1,36,3,1041,47,41,0,1104,9
青梅市／計,34304,100,10519,100,1030,100,2228,100,35334,100,12748,100
府中市／100m2未満,11606,26,857,9,200,14,12,0,11806,26,869,7
府中市／200m2未満,23074,53,2991,30,303,22,44,1,23377,52,3035,23
府中市／300m2未満,4290,10,1018,10,176,13,42,1,4466,10,1061,8
府中市／500m2未満,2157,5,814,8,214,15,84,3,2371,5,898,7
府中市／1000m2未満,1398,3,978,10,215,16,153,5,1613,4,1131,9
府中市／2000m2未満,750,2,1043,11,112,8,161,5,862,2,1205,9
府中市／5000m2未満,469,1,1403,14,97,7,283,9,566,1,1685,13
府中市／10000m2未満,64,0,419,4,33,2,226,7,97,0,646,5
府中市／10000m2以上,16,0,365,4,35,3,2167,68,51,0,2532,19
府中市／計,43824,100,9889,100,1385,100,3173,100,45209,100,13061,100
昭島市／100m2未満,3809,18,278,5,125,15,6,0,3934,18,284,4
昭島市／200m2未満,12510,59,1637,31,142,17,21,1,12652,57,1658,22
昭島市／300m2未満,2108,10,508,10,90,11,22,1,2198,10,530,7
昭島市／500m2未満,1367,6,512,10,116,14,46,2,1483,7,558,7
昭島市／1000m2未満,776,4,541,10,142,17,100,4,918,4,642,8
昭島市／2000m2未満,385,2,537,10,89,11,127,5,474,2,664,9
昭島市／5000m2未満,214,1,634,12,64,8,194,8,278,1,828,11
昭島市／10000m2未満,48,0,310,6,25,3,177,7,73,0,487,6
昭島市／10000m2以上,11,0,270,5,46,5,1766,72,57,0,2037,26
昭島市／計,21228,100,5228,100,839,100,2460,100,22067,100,7688,100
調布市／100m2未満,11725,31,1232,14,290,21,76,4,12015,30,1308,13
調布市／200m2未満,20319,53,3015,35,415,31,156,9,20734,52,3171,31
調布市／300m2未満,3180,8,1066,12,180,13,101,6,3360,8,1166,11
調布市／500m2未満,1518,4,975,11,171,13,151,8,1689,4,1126,11
調布市／1000m2未満,947,2,950,11,142,11,207,12,1089,3,1157,11
調布市／2000m2未満,364,1,535,6,96,7,225,13,460,1,760,7
調布市／5000m2未満,90,0,276,3,33,2,241,13,123,0,517,5
調布市／10000m2未満,31,0,220,3,7,1,131,7,38,0,351,3
調布市／10000m2以上,13,0,260,3,18,1,507,28,31,0,767,7
調布市／計,38187,100,8529,100,1352,100,1794,100,39539,100,10324,100
町田市／100m2未満,7034,7,506,2,234,10,11,0,7268,7,517,2
町田市／200m2未満,62051,65,9050,37,500,22,75,2,62551,64,9125,32
町田市／300m2未満,15120,16,3534,14,305,14,74,2,15425,16,3607,13
町田市／500m2未満,5785,6,2155,9,329,15,127,3,6114,6,2283,8
町田市／1000m2未満,3079,3,2143,9,351,16,255,6,3430,3,2398,8
町田市／2000m2未満,1602,2,2231,9,257,11,362,9,1859,2,2593,9
町田市／5000m2未満,893,1,2648,11,163,7,497,12,1056,1,3145,11
町田市／10000m2未満,158,0,1020,4,59,3,414,10,217,0,1434,5
町田市／10000m2以上,49,0,1107,5,49,2,2420,57,98,0,3527,12
町田市／計,95771,100,24394,100,2247,100,4235,100,98018,100,28629,100
小金井市／100m2未満,5339,22,396,8,100,14,6,1,5439,22,403,7
小金井市／200m2未満,13582,56,1764,34,159,23,23,3,13741,55,1786,31
小金井市／300m2未満,2733,11,659,13,104,15,26,4,2837,11,685,12
小金井市／500m2未満,1449,6,539,10,117,17,46,7,1566,6,585,10
小金井市／1000m2未満,684,3,470,9,108,15,77,12,792,3,547,9
小金井市／2000m2未満,285,1,392,8,50,7,72,11,335,1,464,8
小金井市／5000m2未満,206,1,622,12,32,5,95,14,238,1,717,12
小金井市／10000m2未満,40,0,246,5,20,3,140,21,60,0,386,7
小金井市／10000m2以上,3,0,45,1,7,1,182,27,10,0,228,4
小金井市／計,24321,100,5134,100,697,100,667,100,25018,100,5801,100
小平市／100m2未満,14936,31,1121,13,457,27,42,2,15393,31,1163,11
小平市／200m2未満,26163,54,3548,41,467,28,125,7,26630,54,3673,35
小平市／300m2未満,3584,7,983,11,222,13,77,4,3806,8,1060,10
小平市／500m2未満,1926,4,953,11,228,14,141,8,2154,4,1094,11
小平市／1000m2未満,992,2,979,11,145,9,334,19,1137,2,1313,13
小平市／2000m2未満,390,1,603,7,77,5,326,18,467,1,930,9
小平市／5000m2未満,62,0,178,2,46,3,210,12,108,0,388,4
小平市／10000m2未満,12,0,89,1,18,1,146,8,30,0,235,2
小平市／10000m2以上,10,0,173,2,13,1,385,22,23,0,558,5
小平市／計,48075,100,8627,100,1673,100,1786,100,49748,100,10414,100
日野市／100m2未満,5913,15,446,5,126,13,6,0,6039,15,453,4
日野市／200m2未満,23591,59,3245,36,218,22,32,1,23809,58,3277,29
