区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
葛飾区／200m2未満,5440,8 ,940 ,7 ,333,10 ,58 ,2 ,5773,8 ,998 ,6 
葛飾区／300m2未満,4570,6 ,1102 ,8 ,399,12 ,99 ,3 ,4969,7 ,1201 ,7 
葛飾区／500m2未満,3074,4 ,1172 ,9 ,486,14 ,189 ,6 ,3560,5 ,1361 ,8 
葛飾区／1000m2未満,1959,3 ,1347 ,10 ,490,14 ,339 ,11 ,2449,3 ,1687 ,10 
葛飾区／2000m2未満,897,1 ,1245 ,10 ,256,8 ,353 ,11 ,1153,2 ,1598 ,10 
葛飾区／5000m2未満,571,1 ,1713 ,13 ,172,5 ,527 ,16 ,743,1 ,2239 ,14 
葛飾区／10000m2未満,132,0 ,874 ,7 ,48,1 ,332 ,10 ,180,0 ,1206 ,7 
葛飾区／10000m2以上,30,0 ,418 ,3 ,44,1 ,1216 ,38 ,74,0 ,1634 ,10 
葛飾区／計,71468,100 ,13060 ,100 ,3388,100 ,3203 ,100 ,74856,100 ,16263 ,100 
江戸川区／50m2未満,16823,18 ,648 ,4 ,355,8 ,10 ,0 ,17178,17 ,658 ,3 
江戸川区／100m2未満,42588,45 ,3123 ,18 ,504,11 ,38 ,1 ,43092,43 ,3161 ,14 
江戸川区／150m2未満,14416,15 ,1718 ,10 ,483,11 ,60 ,1 ,14899,15 ,1778 ,8 
江戸川区／200m2未満,6259,7 ,1081 ,6 ,399,9 ,69 ,1 ,6658,7 ,1150 ,5 
江戸川区／300m2未満,5351,6 ,1302 ,7 ,569,12 ,141 ,3 ,5920,6 ,1443 ,6 
江戸川区／500m2未満,4369,5 ,1665 ,9 ,735,16 ,286 ,6 ,5104,5 ,1951 ,9 
江戸川区／1000m2未満,3128,3 ,2174 ,12 ,778,17 ,551 ,11 ,3906,4 ,2725 ,12 
江戸川区／2000m2未満,1486,2 ,2060 ,12 ,430,9 ,609 ,12 ,1916,2 ,2669 ,12 
江戸川区／5000m2未満,786,1 ,2323 ,13 ,213,5 ,616 ,13 ,999,1 ,2938 ,13 
江戸川区／10000m2未満,159,0 ,1052 ,6 ,56,1 ,366 ,7 ,215,0 ,1418 ,6 
江戸川区／10000m2以上,32,0 ,469 ,3 ,55,1 ,2163 ,44 ,87,0 ,2632 ,12 
江戸川区／計,95397,100 ,17615 ,100 ,4577,100 ,4910 ,100 ,99974,100 ,22525 ,100 
区部計／50m2未満,149080,13 ,5454 ,3 ,6776,7 ,192 ,0 ,155856,12 ,5647 ,2 
区部計／100m2未満,448691,38 ,33130 ,16 ,13600,14 ,1037 ,1 ,462291,36 ,34167 ,11 
区部計／150m2未満,251454,21 ,30136 ,14 ,12518,13 ,1553 ,2 ,263972,21 ,31689 ,11 
区部計／200m2未満,117854,10 ,20347 ,10 ,10000,11 ,1738 ,2 ,127854,10 ,22085 ,7 
区部計／300m2未満,99473,8 ,24036 ,11 ,12147,13 ,2988 ,3 ,111620,9 ,27023 ,9 
区部計／500m2未満,63430,5 ,23872 ,11 ,13703,15 ,5280 ,6 ,77133,6 ,29152 ,10 
区部計／1000m2未満,31124,3 ,21138 ,10 ,12166,13 ,8528 ,9 ,43290,3 ,29666 ,10 
区部計／2000m2未満,12030,1 ,16543 ,8 ,6786,7 ,9450 ,10 ,18816,1 ,25993 ,9 
区部計／5000m2未満,6490,1 ,19570 ,9 ,4009,4 ,12270 ,14 ,10499,1 ,31840 ,11 
区部計／10000m2未満,1569,0 ,10471 ,5 ,1377,1 ,9483 ,11 ,2946,0 ,19953 ,7 
区部計／10000m2以上,351,0 ,4811 ,2 ,1234,1 ,37544 ,42 ,1585,0 ,42355 ,14 
区部計／計,1181546,100,209508 ,100 ,94316,100 ,90062 ,100 ,1275862,100,299570 ,100
