区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
"町田市／10,000m2未満",110,4,747936,17,13,6,90622,7,123,4,838557,15
"町田市／10,000m2以上",81,3,1684737,39,19,9,960630,76,100,4,2645366,47
町田市／計,2573,100,4323033,100,218,100,1268055,100,2791,100,5591088,100
小金井市／100m2未満,1,5,70,0,0,0,0,0,1,5,70,0
小金井市／200m2未満,2,10,331,2,0,0,0,0,2,10,331,1
小金井市／300m2未満,1,5,254,2,0,0,0,0,1,5,254,1
小金井市／500m2未満,6,30,2421,15,0,0,0,0,6,29,2421,6
"小金井市／1,000m2未満",5,25,3616,23,0,0,0,0,5,24,3616,9
"小金井市／2,000m2未満",2,10,2412,15,0,0,0,0,2,10,2412,6
"小金井市／5,000m2未満",3,15,6923,43,0,0,0,0,3,14,6923,18
"小金井市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"小金井市／10,000m2以上",0,0,0,0,1,100,23273,100,1,5,23273,59
小金井市／計,20,100,16027,100,1,100,23273,100,21,100,39300,100
小平市／100m2未満,5,18,217,2,3,43,272,14,8,23,488,3
小平市／200m2未満,3,11,433,4,0,0,0,0,3,9,433,3
小平市／300m2未満,4,14,1003,8,2,29,501,25,6,17,1504,11
小平市／500m2未満,8,29,3378,28,1,14,357,18,9,26,3735,26
"小平市／1,000m2未満",6,21,4177,35,1,14,871,44,7,20,5048,36
"小平市／2,000m2未満",2,7,2898,24,0,0,0,0,2,6,2898,21
"小平市／5,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"小平市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"小平市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
小平市／計,28,100,12106,100,7,100,2001,100,35,100,14107,100
日野市／100m2未満,52,22,3154,1,4,12,104,0,56,20,3258,1
日野市／200m2未満,36,15,6843,2,3,9,1185,1,39,14,8028,1
日野市／300m2未満,23,10,7053,2,1,3,260,0,24,9,7313,1
日野市／500m2未満,31,13,13026,3,4,12,1725,2,35,13,14751,3
"日野市／1,000m2未満",41,17,41906,10,12,35,11349,10,53,19,53255,10
"日野市／2,000m2未満",25,10,60696,14,2,6,5039,4,27,10,65735,12
"日野市／5,000m2未満",20,8,83585,19,3,9,26171,23,23,8,109756,20
"日野市／10,000m2未満",8,3,105666,24,5,15,68529,60,13,5,174196,32
"日野市／10,000m2以上",5,2,110281,26,0,0,0,0,5,2,110281,20
日野市／計,241,100,432211,100,34,100,114363,100,275,100,546573,100
東村山市／100m2未満,9,14,386,0,0,0,0,0,9,13,386,0
東村山市／200m2未満,6,9,894,1,1,14,129,1,7,10,1023,1
東村山市／300m2未満,4,6,1045,1,0,0,0,0,4,6,1045,1
東村山市／500m2未満,7,11,2668,3,0,0,0,0,7,10,2668,2
"東村山市／1,000m2未満",12,18,7777,8,1,14,915,5,13,18,8692,8
"東村山市／2,000m2未満",8,12,10751,11,1,14,1263,7,9,13,12014,11
"東村山市／5,000m2未満",15,23,45489,48,3,43,9152,50,18,25,54641,48
"東村山市／10,000m2未満",4,6,26091,27,1,14,6909,38,5,7,33000,29
"東村山市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
東村山市／計,65,100,95100,100,7,100,18368,100,72,100,113469,100
国分寺市／100m2未満,3,6,154,0,0,0,0,0,3,6,154,0
国分寺市／200m2未満,12,23,1916,5,0,0,0,0,12,23,1916,5
国分寺市／300m2未満,8,15,2115,6,0,0,0,0,8,15,2115,6
国分寺市／500m2未満,6,11,2320,6,0,0,0,0,6,11,2320,6
"国分寺市／1,000m2未満",12,23,8653,23,0,0,0,0,12,23,8653,23
"国分寺市／2,000m2未満",8,15,11764,31,0,0,0,0,8,15,11764,31
"国分寺市／5,000m2未満",4,8,11219,29,0,0,0,0,4,8,11219,29
"国分寺市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"国分寺市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
国分寺市／計,53,100,38141,100,0,0,0,0,53,100,38141,100
国立市／100m2未満,3,13,99,1,0,0,0,0,3,13,99,1
国立市／200m2未満,11,48,1885,16,0,0,0,0,11,46,1885,15
国立市／300m2未満,2,9,404,3,1,100,222,100,3,13,626,5
国立市／500m2未満,3,13,1066,9,0,0,0,0,3,13,1066,9
"国立市／1,000m2未満",1,4,658,5,0,0,0,0,1,4,658,5
"国立市／2,000m2未満",1,4,1100,9,0,0,0,0,1,4,1100,9
"国立市／5,000m2未満",2,9,6832,57,0,0,0,0,2,8,6832,56
"国立市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"国立市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
国立市／計,23,100,12045,100,1,100,222,100,24,100,12267,100
福生市／100m2未満,5,17,310,2,0,0,0,0,5,17,310,2
福生市／200m2未満,8,27,1168,8,0,0,0,0,8,27,1168,8
福生市／300m2未満,4,13,1026,7,0,0,0,0,4,13,1026,7
福生市／500m2未満,4,13,1609,11,0,0,0,0,4,13,1609,11
"福生市／1,000m2未満",6,20,4730,34,0,0,0,0,6,20,4730,34
"福生市／2,000m2未満",2,7,3023,21,0,0,0,0,2,7,3023,21
"福生市／5,000m2未満",1,3,2248,16,0,0,0,0,1,3,2248,16
"福生市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"福生市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
福生市／計,30,100,14114,100,0,0,0,0,30,100,14114,100
狛江市／100m2未満,2,17,64,1,1,33,18,1,3,20,82,1
狛江市／200m2未満,2,17,275,6,0,0,0,0,2,13,275,4
狛江市／300m2未満,3,25,742,15,0,0,0,0,3,20,742,9
狛江市／500m2未満,3,25,1074,22,0,0,0,0,3,20,1074,14
"狛江市／1,000m2未満",0,0,0,0,1,33,919,31,1,7,919,12
"狛江市／2,000m2未満",2,17,2724,56,0,0,0,0,2,13,2724,35
"狛江市／5,000m2未満",0,0,0,0,1,33,2031,68,1,7,2031,26
"狛江市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"狛江市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
狛江市／計,12,100,4879,100,3,100,2968,100,15,100,7847,100
東大和市／100m2未満,7,6,462,0,0,0,0,0,7,6,462,0
東大和市／200m2未満,13,11,1997,1,1,14,195,1,14,11,2192,1
東大和市／300m2未満,10,8,2522,2,0,0,0,0,10,8,2522,1
東大和市／500m2未満,23,19,9392,6,0,0,0,0,23,18,9392,5
"東大和市／1,000m2未満",28,23,18619,12,0,0,0,0,28,22,18619,10
"東大和市／2,000m2未満",14,12,20474,13,2,29,2709,10,16,13,23183,12
"東大和市／5,000m2未満",20,17,60215,37,2,29,6082,22,22,17,66297,35
"東大和市／10,000m2未満",4,3,30661,19,1,14,6709,24,5,4,37370,20
"東大和市／10,000m2以上",1,1,16485,10,1,14,11850,43,2,2,28335,15
東大和市／計,120,100,160827,100,7,100,27545,100,127,100,188372,100
清瀬市／100m2未満,7,10,140,0,0,0,0,0,7,9,140,0
清瀬市／200m2未満,6,8,1026,2,0,0,0,0,6,8,1026,1
清瀬市／300m2未満,7,10,1766,3,0,0,0,0,7,9,1766,2
清瀬市／500m2未満,10,14,4206,7,1,25,307,2,11,14,4513,6
"清瀬市／1,000m2未満",18,25,12447,20,1,25,985,5,19,25,13432,17
"清瀬市／2,000m2未満",18,25,23137,37,1,25,1788,10,19,25,24925,31
"清瀬市／5,000m2未満",5,7,13916,22,0,0,0,0,5,7,13916,17
"清瀬市／10,000m2未満",1,1,5337,9,0,0,0,0,1,1,5337,7
"清瀬市／10,000m2以上",0,0,0,0,1,25,15662,84,1,1,15662,19
清瀬市／計,72,100,61975,100,4,100,18742,100,76,100,80717,100
東久留米市／100m2未満,7,14,285,1,0,0,0,0,7,12,285,1
東久留米市／200m2未満,4,8,527,1,1,13,101,1,5,9,628,1
東久留米市／300m2未満,8,16,1964,5,1,13,282,3,9,16,2246,4
東久留米市／500m2未満,11,22,5638,14,1,13,1304,12,12,21,6942,13
"東久留米市／1,000m2未満",8,16,5673,14,1,13,538,5,9,16,6211,12
"東久留米市／2,000m2未満",8,16,13623,33,1,13,1725,16,9,16,15348,29
"東久留米市／5,000m2未満",2,4,7100,17,3,38,6823,63,5,9,13923,27
"東久留米市／10,000m2未満",1,2,6453,16,0,0,0,0,1,2,6453,12
"東久留米市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
東久留米市／計,49,100,41263,100,8,100,10773,100,57,100,52036,100
武蔵村山市／100m2未満,6,4,231,0,1,9,85,0,7,4,316,0
武蔵村山市／200m2未満,11,7,1430,0,0,0,0,0,11,6,1430,0
武蔵村山市／300m2未満,9,5,2405,1,0,0,0,0,9,5,2405,1
武蔵村山市／500m2未満,17,10,6724,2,2,18,737,1,19,11,7461,2
"武蔵村山市／1,000m2未満",25,15,18246,5,3,27,1990,3,28,16,20236,4
"武蔵村山市／2,000m2未満",36,22,50258,13,0,0,0,0,36,21,50258,11
"武蔵村山市／5,000m2未満",42,26,134295,34,2,18,6168,8,44,25,140463,30
"武蔵村山市／10,000m2未満",14,9,99629,25,0,0,0,0,14,8,99629,21
"武蔵村山市／10,000m2以上",4,2,78320,20,3,27,70142,89,7,4,148462,32
武蔵村山市／計,164,100,391538,100,11,100,79123,100,175,100,470660,100
多摩市／100m2未満,12,15,453,0,1,10,48,0,13,15,501,0
多摩市／200m2未満,10,13,1257,1,0,0,0,0,10,11,1257,0
多摩市／300m2未満,6,8,1560,2,0,0,0,0,6,7,1560,1
多摩市／500m2未満,13,16,5049,6,0,0,0,0,13,15,5049,2
"多摩市／1,000m2未満",12,15,9124,10,0,0,0,0,12,13,9124,3
"多摩市／2,000m2未満",11,14,17125,19,3,30,3846,2,14,16,20971,7
"多摩市／5,000m2未満",13,16,42190,47,2,20,4956,2,15,17,47146,16
"多摩市／10,000m2未満",2,3,13942,15,1,10,5493,3,3,3,19435,6
"多摩市／10,000m2以上",0,0,0,0,3,30,197922,93,3,3,197922,65
多摩市／計,79,100,90701,100,10,100,212265,100,89,100,302966,100
稲城市／100m2未満,20,6,1130,0,1,3,66,0,21,6,1196,0
稲城市／200m2未満,38,12,6036,1,0,0,0,0,38,11,6036,1
稲城市／300m2未満,24,8,5990,1,1,3,265,0,25,7,6255,1
稲城市／500m2未満,60,19,23641,4,1,3,316,0,61,17,23957,2
"稲城市／1,000m2未満",47,15,33008,6,7,21,4768,1,54,15,37776,3
"稲城市／2,000m2未満",56,18,81087,15,4,12,6000,1,60,17,87087,8
"稲城市／5,000m2未満",45,14,132064,24,4,12,14070,2,49,14,146133,13
"稲城市／10,000m2未満",19,6,128054,23,4,12,29030,5,23,7,157084,14
"稲城市／10,000m2以上",10,3,148069,26,11,33,534433,91,21,6,682501,59
稲城市／計,319,100,559079,100,33,100,588947,100,352,100,1148027,100
羽村市／100m2未満,4,8,237,0,0,0,0,0,4,8,237,0
羽村市／200m2未満,2,4,317,0,0,0,0,0,2,4,317,0
羽村市／300m2未満,8,17,1996,3,0,0,0,0,8,15,1996,2
羽村市／500m2未満,8,17,3290,4,2,50,906,6,10,19,4196,4
"羽村市／1,000m2未満",12,25,9591,12,0,0,0,0,12,23,9591,10
"羽村市／2,000m2未満",6,13,8298,11,1,25,1479,9,7,13,9777,10
"羽村市／5,000m2未満",6,13,23714,30,0,0,0,0,6,12,23714,25
"羽村市／10,000m2未満",1,2,9221,12,0,0,0,0,1,2,9221,10
"羽村市／10,000m2以上",1,2,22264,28,1,25,13234,85,2,4,35498,38
羽村市／計,48,100,78927,100,4,100,15619,100,52,100,94546,100
あきる野市／100m2未満,149,8,7859,0,11,8,481,0,160,8,8340,0
あきる野市／200m2未満,233,13,35166,0,12,9,1804,0,245,12,36970,0
あきる野市／300m2未満,139,8,34198,0,4,3,911,0,143,7,35109,0
あきる野市／500m2未満,180,10,71097,0,7,5,2733,0,187,9,73831,0
"あきる野市／1,000m2未満",205,11,148735,1,13,10,9734,0,218,11,158469,1
"あきる野市／2,000m2未満",207,11,294545,2,14,11,20240,1,221,11,314784,2
"あきる野市／5,000m2未満",222,12,718352,5,19,14,66942,2,241,12,785295,4
"あきる野市／10,000m2未満",160,9,1140257,7,17,13,125749,4,177,9,1266006,7
"あきる野市／10,000m2以上",342,19,12999062,84,35,27,2815558,92,377,19,15814619,86
あきる野市／計,1837,100,15449271,100,132,100,3044151,100,1969,100,18493422,100
西東京市／100m2未満,1,6,81,1,0,0,0,0,1,5,81,1
西東京市／200m2未満,3,18,392,6,0,0,0,0,3,16,392,6
西東京市／300m2未満,5,29,1167,19,1,50,297,38,6,32,1464,21
西東京市／500m2未満,4,24,1477,24,1,50,495,63,5,26,1972,28
"西東京市／1,000m2未満",3,18,2097,33,0,0,0,0,3,16,2097,30
"西東京市／2,000m2未満",1,6,1064,17,0,0,0,0,1,5,1064,15
"西東京市／5,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"西東京市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"西東京市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
西東京市／計,17,100,6278,100,2,100,792,100,19,100,7070,100
市部計／100m2未満,1730,12,96175,0,147,11,6766,0,1877,12,102941,0
市部計／200m2未満,2418,17,359426,1,103,8,15569,0,2521,16,374996,0
市部計／300m2未満,1262,9,313542,0,80,6,19654,0,1342,9,333196,0
市部計／500m2未満,1584,11,614805,1,107,8,42403,0,1691,11,657209,1
"市部計／1,000m2未満",1693,12,1232481,2,159,12,119941,0,1852,12,1352422,1
"市部計／2,000m2未満",1535,11,2233451,3,134,10,197845,1,1669,11,2431296,3
"市部計／5,000m2未満",1736,12,5693840,9,199,15,674340,2,1935,12,6368179,7
"市部計／10,000m2未満",957,7,6875505,11,127,9,969751,3,1084,7,7845255,8
"市部計／10,000m2以上",1370,10,47311502,73,312,23,26637011,93,1682,11,73948513,79
市部計／計,14285,100,64730726,100,1368,100,28683281,100,15653,100,93414007,100
