区市町村名/昭和・平成・令和　年,58,63,4,9,14,19,24,29,30,31,2,3,4,5
千代田区,2467,16993,16703,3943,4108,5085,4726,6175,6449,6803,6724,6587,6275,6340
中央区,3246,18480,18246,3907,3499,5239,5351,8291,9010,9534,9942,9373,9035,9153
港区,2382,17762,16433,3044,2565,3762,3195,3942,4201,4554,5163,5112,5114,5228
新宿区,2809,15281,15054,3383,2562,3106,3220,4033,4404,4751,5095,4847,4825,4931
文京区,1082,6023,5299,1600,892,1016,1009,1218,1296,1405,1531,1496,1519,1586
台東区,1416,5819,5760,1721,1076,1138,1022,1197,1291,1440,1653,1565,1571,1635
墨田区,654,3215,3068,788,498,558,564,637,672,737,824,820,832,866
江東区,636,2706,2632,792,490,588,588,698,742,823,911,894,906,945
品川区,1202,6421,6109,1446,969,1193,1104,1373,1470,1584,1708,1681,1690,1754
目黒区,1293,5769,4981,1489,1065,1344,1286,1500,1585,1697,1826,1814,1797,1884
大田区,897,3600,3589,891,599,666,654,778,807,850,904,896,905,940
世田谷区,818,3399,2976,898,659,759,726,816,874,951,1032,1018,1029,1065
渋谷区,2603,15930,15042,3390,2636,4169,3814,5308,5944,6600,7298,7088,7078,7248
中野区,953,3897,3350,1095,841,892,843,951,1018,1104,1215,1211,1245,1318
杉並区,977,3225,3602,963,640,711,662,766,822,894,992,973,978,1018
豊島区,2245,9115,9975,2258,1294,1394,1412,1738,1885,2066,2239,2178,2174,2268
北区,736,2792,2428,1010,643,669,666,743,807,887,990,967,983,1037
荒川区,674,2460,2462,876,580,619,613,682,730,802,889,870,888,936
板橋区,804,2700,2517,866,586,579,544,592,624,668,718,706,714,745
練馬区,798,2984,2818,769,564,607,593,656,689,726,762,749,760,796
足立区,522,1859,1895,605,376,425,441,474,506,547,594,594,603,630
葛飾区,831,2341,2350,768,434,421,447,446,466,494,521,512,513,546
江戸川区,679,3100,3283,958,538,579,549,545,572,612,652,637,648,675
区部,1496,8238,8195,1913,1651,2111,1973,2603,2800,3010,3208,3104,3066,3125
八王子市,658,2851,2805,826,449,418,416,436,443,451,463,452,450,459
立川市,1037,4550,4813,896,641,841,950,1180,1240,1291,1341,1314,1320,1349
武蔵野市,1514,6265,5763,1487,1044,1151,1278,1550,1651,1793,1950,1919,1955,2022
三鷹市,900,4750,4630,958,659,688,689,760,763,799,835,830,840,866
青梅市,375,1100,1071,431,261,215,198,192,192,193,193,188,188,189
府中市,557,2650,2241,648,453,428,462,507,524,541,555,553,560,578
昭島市,406,1460,1450,465,318,260,250,299,305,312,318,315,317,321
調布市,685,3435,3840,968,552,534,585,673,702,733,770,763,769,805
町田市,767,3830,3756,996,688,667,692,682,698,716,738,725,724,738
小金井市,1220,4600,4200,853,578,576,580,618,631,663,702,696,702,721
小平市,380,1535,1545,592,377,352,315,315,319,321,324,320,320,323
日野市,649,2970,2550,580,417,393,364,393,402,415,425,421,421,439
東村山市,679,1935,1800,631,375,329,317,297,300,303,306,301,301,304
国分寺市,738,3350,3350,804,566,533,528,564,580,594,600,590,601,623
国立市,840,3830,3900,758,547,549,563,588,601,621,635,629,638,663
福生市,371,2090,2100,642,384,307,277,287,291,293,295,288,284,287
狛江市,610,2360,2450,802,533,476,452,456,458,467,480,476,479,497
東大和市,468,1290,1160,371,232,216,191,195,197,198,198,196,196,198
清瀬市,560,2470,2350,900,402,358,329,344,348,351,354,348,348,351
東久留米市,600,2330,2200,604,343,308,294,278,281,284,286,282,284,287
武蔵村山市,276,465,434,328,201,164,147,148,149,149,150,146,145,147
多摩市,478,2700,2400,633,406,386,387,392,394,397,402,396,396,423
稲城市,242,740,723,440,304,231,222,237,242,250,261,259,262,268
羽村市,315,800,770,386,269,238,174,178,178,179,181,177,177,181
あきる野市,136,,,295,193,156,171,171,171,171,171,167,166,166
西東京市,666,2105,2035,674,401,369,362,388,399,416,435,434,436,455
瑞穂町,146,380,383,281,163,132,117,119,120,121,123,122,122,124
日の出町,,,,,,,,92,92,93,93,92,92,
檜原村,,,,,,,,,,,,,,
奥多摩町,,,,,,,,,,,,,,
多摩地域,680,3013,2911,788,519,517,523,560,577,600,625,616,621,640
大島町,,,,102,97,84,61,45,45,44,44,42,41,40
新島村,,,,10,10,10,10,9,9,9,9,9,9,9
神津島村,,,,10,10,10,10,10,10,10,10,10,10,10
三宅村,,,,13,,12,12,11,11,11,11,11,11,11
八丈町,,,,40,38,38,34,31,31,31,31,31,31,30
小笠原村,,,,69,69,69,69,75,75,75,75,75,75,75
島しょ,,,,40,45,37,32,30,30,30,30,30,29,29
東京都,1349,7449,7400,1651,1432,1798,1676,2181,2341,2513,2675,2590,2563,2613
