年中(平成・令和),8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,元,2,S58.1.1～R3.1.1
100m2未満(千m2),2,0,-19,-12,-12,-9,-15,-5,-1,19,9,4,-7,-21,13,11,19,8,14,30,45,40,123,34,41,598
200m2未満(千m2),-5,6,-17,-31,-21,-23,-34,-36,14,11,30,27,-21,-40,25,-2,53,38,59,98,111,99,283,98,67,1578
300m2未満(千m2),12,11,-35,-12,-10,-6,-44,-8,-10,6,31,29,-7,-54,2,8,38,18,70,70,71,5,173,74,38,1167
500m2未満(千m2),-10,23,-26,-68,-4,-59,-66,-42,-45,45,64,13,-11,-78,-37,0,68,19,313,113,122,-284,258,65,34,1491
1000m2未満(千m2),-46,-5,-62,-102,-12,-115,-60,-118,7,72,30,152,-124,-155,-256,26,18,60,981,114,166,-984,383,125,-17,1656
2000m2未満(千m2),36,48,-121,-106,-186,-85,-176,-208,-89,243,-33,72,-20,-155,-365,16,46,-19,1395,82,126,-1446,287,14,-22,862
5000m2未満(千m2),-27,-85,-105,-25,-129,-9,-287,-90,-150,470,-40,-107,-8,-117,-679,-22,-70,-14,2023,-12,28,-1987,290,83,-42,102
10000m2未満(千m2),-110,-118,-31,-141,87,-259,-142,-29,-75,278,26,71,-285,-287,-109,13,-69,83,1053,-114,-120,-1110,271,26,22,-250
10000m2以上(千m2),-311,41,-388,373,-838,116,103,-115,260,-1113,-186,-862,-204,-150,765,-88,46,-128,-5738,-230,-111,5999,-1370,18,417,-3470
計(千m2),-457,-80,-802,-125,-1125,-450,-722,-651,-89,31,-69,-601,-685,-1059,-642,-39,150,65,169,152,436,332,699,538,538,3735
