区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
練馬区／150m2未満,28,3,4,0,0,0,0,0,28,3,4,0
練馬区／200m2未満,32,4,6,0,0,0,0,0,32,4,6,0
練馬区／300m2未満,56,7,14,1,0,0,0,0,56,7,14,1
練馬区／500m2未満,59,7,23,1,0,0,0,0,59,7,23,1
練馬区／1000m2未満,134,16,94,5,0,0,0,0,134,16,94,5
練馬区／2000m2未満,166,20,237,12,1,25,1,93,167,20,238,12
練馬区／5000m2未満,206,25,665,34,0,0,0,0,206,25,665,34
練馬区／10000m2未満,93,11,633,33,0,0,0,0,93,11,633,33
練馬区／10000m2以上,18,2,264,14,0,0,0,0,18,2,264,14
練馬区／計,832,100,1942,100,4,100,1,100,836,100,1943,100
足立区／50m2未満,9,2,0,0,0,0,0,0,9,2,0,0
足立区／100m2未満,7,2,1,0,0,0,0,0,7,2,1,0
足立区／150m2未満,21,5,3,1,0,0,0,0,21,5,3,1
足立区／200m2未満,22,5,4,1,1,50,0,36,23,6,4,1
足立区／300m2未満,37,9,9,2,0,0,0,0,37,9,9,2
足立区／500m2未満,78,19,30,6,1,50,0,64,79,19,30,7
足立区／1000m2未満,97,24,69,15,0,0,0,0,97,24,69,15
足立区／2000m2未満,74,18,107,23,0,0,0,0,74,18,107,23
足立区／5000m2未満,53,13,165,35,0,0,0,0,53,13,165,35
足立区／10000m2未満,12,3,80,17,0,0,0,0,12,3,80,17
足立区／10000m2以上,0,0,0,0,0,0,0,0,0,0,0,0
足立区／計,410,100,467,100,2,100,1,100,412,100,467,100
葛飾区／50m2未満,4,2,0,0,1,50,0,1,5,3,0,0
葛飾区／100m2未満,5,3,0,0,0,0,0,0,5,3,0,0
葛飾区／150m2未満,6,3,1,0,0,0,0,0,6,3,1,0
葛飾区／200m2未満,10,5,2,1,0,0,0,0,10,5,2,1
葛飾区／300m2未満,22,11,5,2,0,0,0,0,22,11,5,2
葛飾区／500m2未満,24,12,9,3,1,50,0,99,25,13,9,3
葛飾区／1000m2未満,42,22,29,9,0,0,0,0,42,21,29,9
葛飾区／2000m2未満,38,20,55,17,0,0,0,0,38,19,55,17
葛飾区／5000m2未満,27,14,83,26,0,0,0,0,27,14,83,26
葛飾区／10000m2未満,13,7,88,28,0,0,0,0,13,7,88,28
葛飾区／10000m2以上,3,2,46,14,0,0,0,0,3,2,46,14
葛飾区／計,194,100,318,100,2,100,0,100,196,100,319,100
江戸川区／50m2未満,7,2,0,0,1,25,0,0,8,2,0,0
江戸川区／100m2未満,6,2,0,0,0,0,0,0,6,2,0,0
江戸川区／150m2未満,22,7,3,1,0,0,0,0,22,7,3,1
江戸川区／200m2未満,10,3,2,0,0,0,0,0,10,3,2,0
江戸川区／300m2未満,32,10,8,2,0,0,0,0,32,10,8,2
江戸川区／500m2未満,34,11,13,3,2,50,1,21,36,11,14,3
江戸川区／1000m2未満,79,25,56,13,0,0,0,0,79,25,56,13
江戸川区／2000m2未満,51,16,75,17,0,0,0,0,51,16,75,17
江戸川区／5000m2未満,66,21,205,47,1,25,3,79,67,21,208,47
江戸川区／10000m2未満,10,3,65,15,0,0,0,0,10,3,65,15
江戸川区／10000m2以上,1,0,12,3,0,0,0,0,1,0,12,3
江戸川区／計,318,100,440,100,4,100,4,100,322,100,443,100
区部計／50m2未満,54,2,1,0,5,24,0,0,59,2,1,0
区部計／100m2未満,59,2,4,0,2,10,0,1,61,2,5,0
区部計／150m2未満,114,4,14,0,2,10,0,2,116,4,15,0
区部計／200m2未満,106,4,19,0,1,5,0,2,107,4,19,0
区部計／300m2未満,206,8,51,1,1,5,0,3,207,8,51,1
区部計／500m2未満,285,11,111,2,4,19,2,14,289,11,112,2
区部計／1000m2未満,552,21,394,8,2,10,2,16,554,20,396,8
区部計／2000m2未満,565,21,820,18,3,14,4,34,568,21,824,18
区部計／5000m2未満,555,21,1743,37,1,5,3,28,556,20,1746,37
区部計／10000m2未満,170,6,1131,24,0,0,0,0,170,6,1131,24
区部計／10000m2以上,26,1,395,8,0,0,0,0,26,1,395,8
区部計／計,2692,100,4683,100,21,100,11,100,2713,100,4694,100
