順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,中央－5－22,東京都,銀座４丁目２番４,53800000,1.5
2,中央－5－41,東京都,銀座５丁目１０３番１６,46000000,1.1
3,中央－5－29,東京都,銀座２丁目２番１９外,39500000,1
4,中央－5－23,東京都,銀座７丁目１番２外,38600000,1
5,千代田－5－2,東京都,丸の内２丁目２番１外,36700000,0
6,新宿－5－35,東京都,新宿３丁目８０７番１外,36600000,0.8
7,新宿－5－24,東京都,新宿３丁目３０番１３外,35000000,1.4
8,千代田－5－21,東京都,大手町２丁目４番２外,28800000,0
9,中央－5－18,東京都,銀座４丁目１０３番１外,28600000,1.4
10,中央－5－2,東京都,銀座６丁目４番１３外,28500000,1.1
10,渋谷－5－22,東京都,宇田川町７７番１４外,28500000,2.5
