区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
府中市／10000m2以上,0,0,0,0,11,6,833,95,11,1,833,89
府中市／計,1682,100,61,100,173,100,875,100,1855,100,937,100
昭島市／100m2未満,89,75,2,11,36,78,1,0,125,76,2,0
昭島市／200m2未満,8,7,1,8,0,0,0,0,8,5,1,0
昭島市／300m2未満,5,4,1,8,1,2,0,0,6,4,1,0
昭島市／500m2未満,9,8,3,23,3,7,1,0,12,7,4,1
昭島市／1000m2未満,6,5,4,29,1,2,1,0,7,4,5,1
昭島市／2000m2未満,2,2,3,21,2,4,3,0,4,2,6,1
昭島市／5000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
昭島市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
昭島市／10000m2以上,0,0,0,0,3,7,747,99,3,2,747,97
昭島市／計,119,100,15,100,46,100,753,100,165,100,767,100
調布市／100m2未満,153,43,10,7,23,47,12,4,176,44,22,5
調布市／200m2未満,62,17,20,12,8,16,13,5,70,17,33,8
調布市／300m2未満,33,9,23,14,5,10,10,3,38,9,32,7
調布市／500m2未満,46,13,39,25,3,6,19,7,49,12,59,14
調布市／1000m2未満,49,14,53,33,5,10,43,15,54,13,95,22
調布市／2000m2未満,12,3,15,9,0,0,40,15,12,3,56,13
調布市／5000m2未満,0,0,0,0,1,2,39,14,1,0,39,9
調布市／10000m2未満,0,0,0,0,1,2,40,14,1,0,40,9
調布市／10000m2以上,0,0,0,0,3,6,59,22,3,1,59,14
調布市／計,355,100,160,100,49,100,275,100,404,100,435,100
町田市／100m2未満,1185,50,33,4,218,43,5,0,1403,49,39,1
町田市／200m2未満,404,17,58,7,59,12,9,0,463,16,67,2
町田市／300m2未満,175,7,43,5,34,7,8,0,209,7,51,2
町田市／500m2未満,184,8,72,8,44,9,17,1,228,8,89,3
町田市／1000m2未満,190,8,131,15,50,10,36,2,240,8,166,6
町田市／2000m2未満,128,5,174,20,43,8,63,3,171,6,237,9
町田市／5000m2未満,72,3,224,26,33,6,98,5,105,4,321,12
町田市／10000m2未満,13,1,90,10,7,1,51,3,20,1,141,5
町田市／10000m2以上,4,0,52,6,21,4,1597,85,25,1,1649,60
町田市／計,2355,100,877,100,509,100,1884,100,2864,100,2761,100
小金井市／100m2未満,98,86,2,35,24,71,0,0,122,82,2,1
小金井市／200m2未満,8,7,1,19,0,0,0,0,8,5,1,1
小金井市／300m2未満,5,4,1,20,1,3,0,0,6,4,1,1
小金井市／500m2未満,2,2,1,12,1,3,0,0,3,2,1,1
小金井市／1000m2未満,1,1,1,15,1,3,1,0,2,1,1,1
小金井市／2000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
小金井市／5000m2未満,0,0,0,0,4,12,10,5,4,3,10,5
小金井市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
小金井市／10000m2以上,0,0,0,0,3,9,180,94,3,2,180,91
小金井市／計,114,100,6,100,34,100,191,100,148,100,197,100
小平市／100m2未満,296,73,5,4,45,37,20,2,341,65,25,2
小平市／200m2未満,27,7,4,3,15,12,46,5,42,8,50,5
小平市／300m2未満,18,4,5,4,10,8,48,5,28,5,53,5
小平市／500m2未満,19,5,9,7,13,11,61,7,32,6,70,7
小平市／1000m2未満,28,7,21,17,11,9,113,13,39,7,134,13
小平市／2000m2未満,13,3,27,22,7,6,169,19,20,4,196,19
小平市／5000m2未満,3,1,23,19,12,10,260,29,15,3,283,28
小平市／10000m2未満,1,0,16,13,5,4,93,10,6,1,109,11
小平市／10000m2以上,1,0,11,9,4,3,88,10,5,1,99,10
小平市／計,406,100,122,100,122,100,898,100,528,100,1020,100
日野市／100m2未満,335,30,13,3,63,37,1,0,398,31,15,1
日野市／200m2未満,225,20,33,7,28,16,4,1,253,20,37,3
日野市／300m2未満,146,13,36,8,13,8,3,0,159,12,39,3
日野市／500m2未満,167,15,64,14,23,13,9,1,190,15,73,6
日野市／1000m2未満,130,12,92,20,12,7,8,1,142,11,101,9
日野市／2000m2未満,81,7,112,25,14,8,18,3,95,7,130,11
日野市／5000m2未満,29,3,79,17,6,3,16,2,35,3,96,8
日野市／10000m2未満,4,0,25,5,6,3,40,6,10,1,65,6
日野市／10000m2以上,0,0,0,0,7,4,582,85,7,1,582,51
日野市／計,1117,100,455,100,172,100,683,100,1289,100,1138,100
東村山市／100m2未満,114,31,3,1,10,21,0,0,124,30,3,1
東村山市／200m2未満,64,18,10,5,7,15,1,0,71,17,11,2
東村山市／300m2未満,40,11,10,5,2,4,0,0,42,10,10,2
東村山市／500m2未満,38,10,15,7,3,6,1,0,41,10,16,3
東村山市／1000m2未満,54,15,41,21,8,17,5,1,62,15,46,8
東村山市／2000m2未満,29,8,41,21,8,17,11,3,37,9,52,9
東村山市／5000m2未満,25,7,69,35,6,13,17,4,31,8,86,14
東村山市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
東村山市／10000m2以上,1,0,10,5,3,6,366,91,4,1,377,63
東村山市／計,365,100,199,100,47,100,402,100,412,100,601,100
国分寺市／100m2未満,48,55,2,5,10,38,0,0,58,51,2,1
国分寺市／200m2未満,13,15,2,7,5,19,1,0,18,16,3,1
国分寺市／300m2未満,3,3,1,2,1,4,0,0,4,4,1,0
国分寺市／500m2未満,8,9,3,11,1,4,0,0,9,8,4,2
国分寺市／1000m2未満,11,13,8,26,1,4,1,0,12,11,8,4
国分寺市／2000m2未満,2,2,2,8,2,8,2,1,4,4,4,2
国分寺市／5000m2未満,2,2,7,22,2,8,7,3,4,4,14,6
国分寺市／10000m2未満,1,1,6,19,1,4,7,3,2,2,13,5
国分寺市／10000m2以上,0,0,0,0,3,12,191,91,3,3,191,80
国分寺市／計,88,100,30,100,26,100,209,100,114,100,239,100
国立市／100m2未満,74,67,2,8,11,50,0,0,85,64,2,2
国立市／200m2未満,13,12,2,11,1,5,0,0,14,11,2,2
国立市／300m2未満,10,9,2,14,3,14,1,1,13,10,3,3
国立市／500m2未満,8,7,3,17,1,5,0,0,9,7,3,3
国立市／1000m2未満,4,4,3,16,1,5,1,1,5,4,4,3
国立市／2000m2未満,0,0,0,0,2,9,3,4,2,2,3,3
国立市／5000m2未満,2,2,6,34,2,9,7,8,4,3,13,12
国立市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
国立市／10000m2以上,0,0,0,0,1,5,75,86,1,1,75,71
国立市／計,111,100,18,100,22,100,88,100,133,100,106,100
福生市／100m2未満,18,46,0,3,4,40,0,0,22,45,0,0
福生市／200m2未満,9,23,1,9,0,0,0,0,9,18,1,1
福生市／300m2未満,2,5,0,3,1,10,0,0,3,6,1,0
福生市／500m2未満,3,8,1,8,0,0,0,0,3,6,1,1
福生市／1000m2未満,1,3,1,6,1,10,1,0,2,4,1,1
福生市／2000m2未満,5,13,7,48,1,10,1,1,6,12,8,6
福生市／5000m2未満,1,3,3,23,2,20,6,4,3,6,9,6
福生市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
福生市／10000m2以上,0,0,0,0,1,10,119,94,1,2,119,85
福生市／計,39,100,14,100,10,100,127,100,49,100,141,100
狛江市／100m2未満,204,42,15,15,20,34,2,3,224,41,17,11
狛江市／200m2未満,130,27,23,22,21,36,6,10,151,28,28,18
狛江市／300m2未満,64,13,17,16,5,8,1,2,69,13,18,11
狛江市／500m2未満,51,11,21,21,5,8,2,4,56,10,23,15
狛江市／1000m2未満,29,6,20,20,2,3,4,8,31,6,24,15
狛江市／2000m2未満,5,1,6,6,3,5,13,24,8,1,20,13
狛江市／5000m2未満,0,0,0,0,2,3,22,39,2,0,22,14
狛江市／10000m2未満,0,0,0,0,1,2,5,10,1,0,5,3
狛江市／10000m2以上,0,0,0,0,0,0,0,0,0,0,0,0
狛江市／計,483,100,101,100,59,100,55,100,542,100,156,100
東大和市／100m2未満,49,58,1,4,17,53,0,0,66,56,1,1
東大和市／200m2未満,9,11,1,5,1,3,0,0,10,9,1,1
東大和市／300m2未満,3,4,1,3,0,0,0,0,3,3,1,1
東大和市／500m2未満,6,7,2,9,1,3,0,0,7,6,3,3
東大和市／1000m2未満,12,14,8,33,2,6,2,2,14,12,10,10
東大和市／2000m2未満,4,5,7,27,5,16,7,10,9,8,14,14
東大和市／5000m2未満,2,2,5,19,4,13,14,20,6,5,19,20
東大和市／10000m2未満,0,0,0,0,1,3,5,7,1,1,5,5
東大和市／10000m2以上,0,0,0,0,1,3,44,60,1,1,44,44
東大和市／計,85,100,26,100,32,100,73,100,117,100,98,100
清瀬市／100m2未満,121,40,2,2,25,52,0,0,146,41,3,1
清瀬市／200m2未満,33,11,5,4,3,6,0,0,36,10,5,2
清瀬市／300m2未満,27,9,7,5,3,6,1,0,30,8,7,2
清瀬市／500m2未満,38,12,15,12,3,6,1,1,41,12,16,5
清瀬市／1000m2未満,50,16,35,28,3,6,2,1,53,15,38,11
清瀬市／2000m2未満,29,9,39,31,2,4,3,1,31,9,41,13
清瀬市／5000m2未満,8,3,22,17,3,6,11,5,11,3,33,10
清瀬市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
清瀬市／10000m2以上,0,0,0,0,6,13,183,91,6,2,183,56
清瀬市／計,306,100,125,100,48,100,202,100,354,100,327,100
東久留米市／100m2未満,457,84,10,15,40,45,9,8,497,79,19,11
東久留米市／200m2未満,27,5,5,8,10,11,12,10,37,6,16,9
東久留米市／300m2未満,15,3,4,6,7,8,11,10,22,3,15,9
東久留米市／500m2未満,16,3,9,15,8,9,13,12,24,4,23,13
東久留米市／1000m2未満,16,3,13,20,11,12,20,18,27,4,33,19
東久留米市／2000m2未満,8,1,13,20,9,10,20,18,17,3,33,19
東久留米市／5000m2未満,2,0,10,16,3,3,11,10,5,1,22,12
東久留米市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
東久留米市／10000m2以上,0,0,0,0,1,1,14,13,1,0,14,8
東久留米市／計,541,100,63,100,89,100,112,100,630,100,175,100
武蔵村山市／100m2未満,336,28,14,3,51,30,1,0,387,29,15,1
武蔵村山市／200m2未満,274,23,39,8,25,15,4,1,299,22,43,4
武蔵村山市／300m2未満,162,14,40,8,13,8,3,0,175,13,43,4
武蔵村山市／500m2未満,161,14,62,13,23,14,9,1,184,14,71,6
武蔵村山市／1000m2未満,132,11,96,20,29,17,22,3,161,12,118,10
武蔵村山市／2000m2未満,83,7,115,24,14,8,20,3,97,7,135,12
武蔵村山市／5000m2未満,31,3,88,18,10,6,33,5,41,3,121,10
武蔵村山市／10000m2未満,2,0,11,2,1,1,5,1,3,0,17,1
武蔵村山市／10000m2以上,1,0,11,2,2,1,593,86,3,0,603,52
武蔵村山市／計,1182,100,476,100,168,100,690,100,1350,100,1166,100
多摩市／100m2未満,137,26,4,2,37,45,1,0,174,28,5,0
多摩市／200m2未満,85,16,13,5,6,7,1,0,91,15,14,1
多摩市／300m2未満,71,13,18,7,9,11,2,0,80,13,20,2
多摩市／500m2未満,90,17,35,15,3,4,1,0,93,15,37,3
多摩市／1000m2未満,93,17,66,27,10,12,7,1,103,17,73,6
多摩市／2000m2未満,40,8,54,22,4,5,6,1,44,7,59,5
多摩市／5000m2未満,13,2,34,14,7,8,23,2,20,3,57,5
多摩市／10000m2未満,3,1,17,7,3,4,21,2,6,1,38,3
多摩市／10000m2以上,0,0,0,0,4,5,946,94,4,1,946,76
多摩市／計,532,100,241,100,83,100,1008,100,615,100,1249,100
稲城市／100m2未満,219,50,6,4,27,32,1,0,246,47,6,0
稲城市／200m2未満,66,15,10,6,9,11,1,0,75,14,11,1
稲城市／300m2未満,36,8,9,6,8,10,2,0,44,8,11,1
稲城市／500m2未満,44,10,17,11,6,7,2,0,50,10,19,1
稲城市／1000m2未満,35,8,25,17,6,7,4,0,41,8,30,2
稲城市／2000m2未満,23,5,33,22,6,7,8,0,29,6,42,2
稲城市／5000m2未満,15,3,45,30,6,7,19,1,21,4,65,3
稲城市／10000m2未満,1,0,6,4,5,6,36,2,6,1,42,2
稲城市／10000m2以上,0,0,0,0,11,13,1736,96,11,2,1736,88
稲城市／計,439,100,152,100,84,100,1810,100,523,100,1962,100
羽村市／100m2未満,90,46,3,5,12,32,0,0,102,44,4,2
羽村市／200m2未満,54,27,8,10,9,24,1,2,63,27,9,6
羽村市／300m2未満,12,6,3,4,1,3,0,0,13,6,3,2
羽村市／500m2未満,14,7,5,7,4,11,2,2,18,8,7,5
羽村市／1000m2未満,13,7,8,10,6,16,4,6,19,8,12,8
羽村市／2000m2未満,8,4,11,14,3,8,4,6,11,5,15,10
羽村市／5000m2未満,4,2,13,17,1,3,2,3,5,2,15,10
羽村市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
羽村市／10000m2以上,2,1,25,33,1,3,59,80,3,1,84,56
羽村市／計,197,100,76,100,37,100,73,100,234,100,149,100
あきる野市／100m2未満,841,31,33,1,79,26,2,0,920,31,35,1
あきる野市／200m2未満,553,21,82,3,44,15,6,0,597,20,88,2
あきる野市／300m2未満,307,11,76,3,29,10,7,0,336,11,83,1
あきる野市／500m2未満,331,12,131,5,30,10,12,0,361,12,143,3
あきる野市／1000m2未満,330,12,230,8,46,15,33,1,376,13,263,5
あきる野市／2000m2未満,179,7,249,9,24,8,35,1,203,7,284,5
あきる野市／5000m2未満,73,3,219,8,28,9,88,3,101,3,307,5
あきる野市／10000m2未満,27,1,196,7,6,2,43,2,33,1,240,4
あきる野市／10000m2以上,43,2,1638,57,16,5,2543,92,59,2,4181,74
あきる野市／計,2684,100,2855,100,302,100,2771,100,2986,100,5626,100
西東京市／100m2未満,120,53,4,6,299,45,13,5,419,47,17,5
西東京市／200m2未満,37,16,6,8,107,16,16,6,144,16,21,7
西東京市／300m2未満,19,8,5,7,67,10,16,7,86,10,21,7
西東京市／500m2未満,19,8,7,10,70,11,26,11,89,10,33,10
西東京市／1000m2未満,16,7,11,15,88,13,59,24,104,12,70,22
西東京市／2000m2未満,10,4,15,21,24,4,30,12,34,4,46,14
西東京市／5000m2未満,3,1,10,14,5,1,15,6,8,1,25,8
西東京市／10000m2未満,2,1,14,20,0,0,0,0,2,0,14,4
西東京市／10000m2以上,0,0,0,0,2,0,74,30,2,0,74,23
西東京市／計,226,100,71,100,662,100,249,100,888,100,320,100
市部計／100m2未満,10704,42,329,2,1741,38,86,0,12445,42,415,1
市部計／200m2未満,4375,17,655,5,589,13,155,1,4964,17,810,2
市部計／300m2未満,2542,10,643,5,342,8,147,1,2884,10,790,2
市部計／500m2未満,2684,11,1071,8,443,10,257,1,3127,10,1327,3
市部計／1000m2未満,2559,10,1818,13,536,12,545,2,3095,10,2362,6
市部計／2000m2未満,1431,6,2012,14,320,7,661,2,1751,6,2673,6
市部計／5000m2未満,690,3,2088,15,271,6,1108,4,961,3,3195,8
市部計／10000m2未満,165,1,1134,8,79,2,636,2,244,1,1770,4
市部計／10000m2以上,135,1,4448,31,228,5,23902,87,363,1,28350,68
市部計／計,25285,100,14196,100,4549,100,27497,100,29834,100,41694,100
