区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
八王子市／100m2未満,336 ,6 ,19 ,0 ,12 ,15 ,1 ,1 ,348 ,6 ,19 ,0 
八王子市／200m2未満,636 ,12 ,96 ,1 ,7 ,9 ,1 ,1 ,643 ,12 ,97 ,1 
八王子市／300m2未満,512 ,10 ,128 ,2 ,10 ,12 ,2 ,3 ,522 ,10 ,131 ,2 
八王子市／500m2未満,665 ,13 ,261 ,3 ,15 ,19 ,6 ,7 ,680 ,13 ,266 ,3 
八王子市／1000m2未満,1025 ,19 ,731 ,9 ,19 ,23 ,14 ,17 ,1044 ,19 ,745 ,9 
八王子市／2000m2未満,894 ,17 ,1267 ,16 ,7 ,9 ,8 ,10 ,901 ,17 ,1275 ,15 
八王子市／5000m2未満,831 ,16 ,2603 ,32 ,9 ,11 ,29 ,35 ,840 ,16 ,2632 ,32 
八王子市／10000m2未満,306 ,6 ,2036 ,25 ,1 ,1 ,8 ,10 ,307 ,6 ,2044 ,25 
八王子市／10000m2以上,70 ,1 ,1019 ,12 ,1 ,1 ,12 ,14 ,71 ,1 ,1031 ,13 
八王子市／計,5275 ,100 ,8159 ,100 ,81 ,100 ,82 ,100 ,5356 ,100 ,8241 ,100 
立川市／100m2未満,26 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,26 ,4 ,1 ,0 
立川市／200m2未満,40 ,6 ,6 ,0 ,1 ,17 ,0 ,2 ,41 ,6 ,6 ,0 
立川市／300m2未満,38 ,5 ,10 ,0 ,0 ,0 ,0 ,0 ,38 ,5 ,10 ,0 
立川市／500m2未満,65 ,9 ,26 ,1 ,2 ,33 ,1 ,17 ,67 ,9 ,27 ,1 
立川市／1000m2未満,92 ,13 ,68 ,3 ,1 ,17 ,1 ,21 ,93 ,13 ,69 ,3 
立川市／2000m2未満,108 ,15 ,157 ,6 ,2 ,33 ,3 ,60 ,110 ,15 ,160 ,6 
立川市／5000m2未満,155 ,22 ,505 ,19 ,0 ,0 ,0 ,0 ,155 ,22 ,505 ,19 
立川市／10000m2未満,117 ,17 ,843 ,33 ,0 ,0 ,0 ,0 ,117 ,16 ,843 ,33 
立川市／10000m2以上,68 ,10 ,973 ,38 ,0 ,0 ,0 ,0 ,68 ,10 ,973 ,38 
立川市／計,709 ,100 ,2588 ,100 ,6 ,100 ,5 ,100 ,715 ,100 ,2593 ,100 
武蔵野市／100m2未満,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,5 ,0 ,0 
武蔵野市／200m2未満,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,0 
武蔵野市／300m2未満,3 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,1 ,0 
武蔵野市／500m2未満,4 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,4 ,4 ,2 ,1 
武蔵野市／1000m2未満,21 ,18 ,14 ,5 ,0 ,0 ,0 ,0 ,21 ,18 ,14 ,5 
武蔵野市／2000m2未満,22 ,19 ,32 ,11 ,0 ,0 ,0 ,0 ,22 ,19 ,32 ,11 
武蔵野市／5000m2未満,38 ,33 ,127 ,43 ,0 ,0 ,0 ,0 ,38 ,33 ,127 ,43 
武蔵野市／10000m2未満,16 ,14 ,110 ,37 ,0 ,0 ,0 ,0 ,16 ,14 ,110 ,37 
武蔵野市／10000m2以上,1 ,1 ,11 ,4 ,0 ,0 ,0 ,0 ,1 ,1 ,11 ,4 
武蔵野市／計,114 ,100 ,296 ,100 ,0 ,0 ,0 ,0 ,114 ,100 ,296 ,100 
三鷹市／100m2未満,15 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,15 ,3 ,1 ,0 
三鷹市／200m2未満,43 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,43 ,8 ,6 ,0 
三鷹市／300m2未満,28 ,5 ,7 ,0 ,0 ,0 ,0 ,0 ,28 ,5 ,7 ,0 
三鷹市／500m2未満,46 ,9 ,18 ,1 ,2 ,67 ,1 ,50 ,48 ,9 ,19 ,1 
三鷹市／1000m2未満,60 ,11 ,42 ,3 ,1 ,33 ,1 ,50 ,61 ,12 ,42 ,3 
三鷹市／2000m2未満,109 ,21 ,155 ,10 ,0 ,0 ,0 ,0 ,109 ,21 ,155 ,10 
三鷹市／5000m2未満,123 ,24 ,407 ,27 ,0 ,0 ,0 ,0 ,123 ,23 ,407 ,27 
三鷹市／10000m2未満,80 ,15 ,555 ,37 ,0 ,0 ,0 ,0 ,80 ,15 ,555 ,37 
三鷹市／10000m2以上,19 ,4 ,298 ,20 ,0 ,0 ,0 ,0 ,19 ,4 ,298 ,20 
三鷹市／計,523 ,100 ,1488 ,100 ,3 ,100 ,2 ,100 ,526 ,100 ,1490 ,100 
青梅市／100m2未満,218 ,6 ,12 ,0 ,4 ,8 ,0 ,0 ,222 ,6 ,13 ,0 
青梅市／200m2未満,367 ,11 ,56 ,1 ,8 ,16 ,1 ,3 ,375 ,11 ,57 ,1 
青梅市／300m2未満,346 ,10 ,84 ,2 ,8 ,16 ,2 ,4 ,354 ,10 ,86 ,2 
青梅市／500m2未満,542 ,16 ,212 ,5 ,8 ,16 ,3 ,7 ,550 ,16 ,215 ,5 
青梅市／1000m2未満,676 ,20 ,487 ,11 ,10 ,20 ,7 ,14 ,686 ,20 ,494 ,11 
青梅市／2000m2未満,587 ,17 ,828 ,18 ,8 ,16 ,12 ,24 ,595 ,17 ,840 ,18 
青梅市／5000m2未満,471 ,14 ,1445 ,32 ,2 ,4 ,5 ,10 ,473 ,14 ,1450 ,31 
青梅市／10000m2未満,150 ,4 ,1002 ,22 ,1 ,2 ,5 ,11 ,151 ,4 ,1007 ,22 
青梅市／10000m2以上,34 ,1 ,446 ,10 ,1 ,2 ,14 ,28 ,35 ,1 ,460 ,10 
青梅市／計,3391 ,100 ,4572 ,100 ,50 ,100 ,49 ,100 ,3441 ,100 ,4621 ,100 
府中市／100m2未満,37 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,37 ,5 ,2 ,0 
府中市／200m2未満,64 ,9 ,10 ,1 ,1 ,20 ,0 ,5 ,65 ,9 ,10 ,1 
府中市／300m2未満,55 ,7 ,14 ,1 ,0 ,0 ,0 ,0 ,55 ,7 ,14 ,1 
府中市／500m2未満,92 ,12 ,35 ,3 ,2 ,40 ,1 ,24 ,94 ,13 ,36 ,3 
府中市／1000m2未満,143 ,19 ,104 ,8 ,1 ,20 ,1 ,23 ,144 ,19 ,105 ,8 
