区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
千代田区／50m2未満,0,0 ,0 ,0 ,7,15 ,0 ,0 ,7,15 ,0 ,0 
千代田区／100m2未満,0,0 ,0 ,0 ,4,9 ,0 ,0 ,4,9 ,0 ,0 
千代田区／150m2未満,0,0 ,0 ,0 ,3,7 ,0 ,0 ,3,7 ,0 ,0 
千代田区／200m2未満,0,0 ,0 ,0 ,3,7 ,1 ,0 ,3,7 ,1 ,0 
千代田区／300m2未満,0,0 ,0 ,0 ,2,4 ,0 ,0 ,2,4 ,0 ,0 
千代田区／500m2未満,0,0 ,0 ,0 ,0,0 ,0 ,0 ,0,0 ,0 ,0 
千代田区／1000m2未満,0,0 ,0 ,0 ,4,9 ,2 ,1 ,4,9 ,2 ,1 
千代田区／2000m2未満,0,0 ,0 ,0 ,1,2 ,1 ,0 ,1,2 ,1 ,0 
千代田区／5000m2未満,0,0 ,0 ,0 ,4,9 ,11 ,3 ,4,9 ,11 ,3 
千代田区／10000m2未満,0,0 ,0 ,0 ,6,13 ,46 ,13 ,6,13 ,46 ,13 
千代田区／10000m2以上,0,0 ,0 ,0 ,12,26 ,301 ,83 ,12,26 ,301 ,83 
千代田区／計,0,0 ,0 ,0 ,46,100 ,364 ,100 ,46,100 ,364 ,100 
中央区／50m2未満,0,0 ,0 ,0 ,4,29 ,0 ,2 ,4,29 ,0 ,2 
中央区／100m2未満,0,0 ,0 ,0 ,4,29 ,0 ,4 ,4,29 ,0 ,4 
中央区／150m2未満,0,0 ,0 ,0 ,1,7 ,0 ,2 ,1,7 ,0 ,2 
中央区／200m2未満,0,0 ,0 ,0 ,1,7 ,0 ,3 ,1,7 ,0 ,3 
中央区／300m2未満,0,0 ,0 ,0 ,2,14 ,0 ,7 ,2,14 ,0 ,7 
中央区／500m2未満,0,0 ,0 ,0 ,0,0 ,0 ,0 ,0,0 ,0 ,0 
中央区／1000m2未満,0,0 ,0 ,0 ,1,7 ,1 ,11 ,1,7 ,1 ,11 
中央区／2000m2未満,0,0 ,0 ,0 ,0,0 ,0 ,0 ,0,0 ,0 ,0 
中央区／5000m2未満,0,0 ,0 ,0 ,0,0 ,0 ,0 ,0,0 ,0 ,0 
中央区／10000m2未満,0,0 ,0 ,0 ,1,7 ,5 ,72 ,1,7 ,5 ,72 
中央区／10000m2以上,0,0 ,0 ,0 ,0,0 ,0 ,0 ,0,0 ,0 ,0 
中央区／計,0,0 ,0 ,0 ,14,100 ,7 ,100 ,14,100 ,7 ,100 
港区／50m2未満,0,0 ,0 ,0 ,9,22 ,0 ,0 ,9,22 ,0 ,0 
港区／100m2未満,0,0 ,0 ,0 ,4,10 ,0 ,0 ,4,10 ,0 ,0 
港区／150m2未満,0,0 ,0 ,0 ,5,12 ,1 ,0 ,5,12 ,1 ,0 
港区／200m2未満,0,0 ,0 ,0 ,1,2 ,0 ,0 ,1,2 ,0 ,0 
港区／300m2未満,0,0 ,0 ,0 ,1,2 ,0 ,0 ,1,2 ,0 ,0 
港区／500m2未満,0,0 ,0 ,0 ,3,7 ,1 ,0 ,3,7 ,1 ,0 
港区／1000m2未満,0,0 ,0 ,0 ,2,5 ,2 ,0 ,2,5 ,2 ,0 
港区／2000m2未満,0,0 ,0 ,0 ,0,0 ,0 ,0 ,0,0 ,0 ,0 
港区／5000m2未満,0,0 ,0 ,0 ,3,7 ,8 ,1 ,3,7 ,8 ,1 
