順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,大田－9－2,東京都,東海２丁目７番１,740000,3.6
2,江東－9－4,東京都,辰巳３丁目１０番１,636000,2.1
3,江東－9－3,東京都,佐賀２丁目１４番１,553000,3.8
4,江東－9－2,東京都,東雲２丁目９番４２,500000,3.1
5,品川－9－1,東京都,八潮２丁目７番,452000,4.1
6,大田－9－3,東京都,南六郷３丁目１６番２９,400000,3.4
7,江戸川－9－4,東京都,臨海町３丁目６番２５,379000,4.4
8,江戸川－9－1,東京都,松江５丁目１１２６番１,372000,3
9,大田－9－1,東京都,東糀谷６丁目１３３５番１外,365000,5.2
10,足立－9－1,東京都,綾瀬６丁目４５５番１外,326000,2.5
