SAMPLEID,ANSWERDATE,SEX,AGE,AGEID,PREFECTURE,AREA,JOB,SQ1,SQ2,SQ3_1,SQ3_2,SQ3_3,SQ3_4,SQ3_5,SQ3_6,SQ3_7,SQ3_8,SQ4,SQ5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_8FA,Q3,Q4,Q5,Q5_20FA,Q6,Q6_11FA,Q7S1,Q7S2,Q7S3,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_11FA,Q13,Q14,Q15S1,Q15S2,Q15S3,Q15S4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_5FA,Q17S1,Q17S2,Q17S3,Q17S4,Q17S5,Q18,Q19,Q20
14215160,2020/11/7 18:07,1,51,9,13,3,3,2,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,,,,5,,2,,1,3,2,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,2,,,,,0,0,0,0,0,1,,3,3,3,3,3,3,3,2
14223333,2020/11/7 13:30,1,61,11,11,3,4,4,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,,3,,8,,2,3,2,2,6,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,1,2,2,3,2,4,4,2
14230632,2020/11/7 18:16,2,43,7,13,3,5,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,9,,1,,1,5,1,2,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,1,1,0,0,,2,2,2,1,1,2,2,1
14237829,2020/11/7 18:51,2,39,6,13,3,3,5,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,1,1,10,,2,,2,2,2,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,1,2,2,1,1,2,2,1
14242922,2020/11/7 18:10,1,37,6,12,3,4,2,1,1,0,0,0,0,1,0,0,2,2,2,1,0,0,1,0,1,1,0,0,,,,3,,8,,1,3,2,1,2,1,2,1,0,0,1,1,0,1,1,0,0,0,0,,1,3,1,1,1,1,0,1,1,0,0,0,,1,1,1,1,1,1,1,1
14265586,2020/11/7 0:00,2,27,4,11,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,1,,9,,1,,1,4,1,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,3,3,3,0,0,1,0,0,0,,1,1,1,1,1,2,2,1
14284488,2020/11/7 20:08,1,58,10,14,3,3,3,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,1,8,,2,,1,4,3,1,6,1,5,1,0,0,0,0,0,1,0,0,0,0,0,,3,1,,,,,1,0,0,0,0,0,,1,2,2,1,1,2,2,1
14308535,2020/11/7 19:59,1,56,10,12,3,3,4,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,2,,5,,2,,2,3,1,3,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,,1,2,4,4,4,4,0,1,1,1,0,0,,1,1,2,1,1,3,2,1
14328501,2020/11/7 20:31,2,53,9,14,3,3,1,1,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,2,,10,,5,5,5,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,3,4,0,0,1,1,0,0,,,,,,,2,3,1
14437858,2020/11/7 6:20,1,56,10,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,4,,2,,1,3,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,1,1,1,0,0,0,0,0,1,,1,2,2,2,2,3,3,2
14551448,2020/11/7 0:32,1,45,8,13,3,4,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,6,,2,5,4,2,4,1,4,1,1,0,0,0,0,0,1,0,0,0,0,,1,1,1,2,3,2,0,1,1,0,0,0,,1,2,2,1,2,2,2,1
14559338,2020/11/7 15:22,2,28,4,13,3,3,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,2,,1,6,4,1,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,3,,,,,0,1,0,0,0,0,,1,2,2,1,2,2,4,2
14572151,2020/11/6 22:35,1,49,8,12,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,2,6,6,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,1,0,1,0,0,0,,,,,,,2,1,1
14996692,2020/11/7 13:43,1,68,11,11,3,5,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,9,,3,,2,2,2,1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,3,3,1,1,1,1,0,1,1,0,0,0,,1,2,1,1,2,2,5,3
15075727,2020/11/6 22:12,1,52,9,13,3,4,5,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,4,4,7,,6,,1,3,1,3,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,,3,2,,,,,0,0,0,0,0,1,,1,1,2,1,2,2,5,3
15107702,2020/11/7 17:38,1,65,11,14,3,4,5,1,1,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,1,9,,8,,2,2,2,2,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,3,2,2,4,0,0,0,0,0,1,,3,3,3,1,1,2,5,3
15191579,2020/11/7 20:51,2,29,4,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,0,0,0,,2,1,8,,2,,1,6,1,2,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,1,0,0,0,0,0,,3,3,3,3,1,2,2,1
15217166,2020/11/7 12:50,1,50,9,12,3,5,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,19,,3,,2,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,1,1,3,3,0,0,0,0,0,1,,1,1,2,1,2,2,3,3
15231037,2020/11/7 13:12,1,33,5,12,3,4,3,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,1,1,0,0,,,1,3,,8,,2,4,3,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,4,1,3,3,3,3,0,0,0,0,1,0,東京都の一極集中をやめる,2,2,2,2,2,4,4,2
15238650,2020/11/6 22:08,1,55,10,13,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,,1,8,,1,,2,3,2,2,2,2,5,0,1,0,0,0,0,1,0,0,0,0,0,,3,1,,,,,1,0,0,0,0,0,,2,2,2,2,2,2,1,1
15245699,2020/11/7 15:40,1,39,6,12,3,3,2,1,1,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,,,,2,,2,,1,1,5,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,1,0,0,,3,3,3,3,3,5,5,3
15339093,2020/11/7 11:28,1,52,9,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,,2,,8,,1,,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,1,0,0,0,0,0,,1,2,2,2,1,3,3,3
15339143,2020/11/7 19:49,1,51,9,13,3,4,5,1,1,1,0,1,0,0,0,0,3,1,1,,,,,,,,,,,4,4,6,,3,,6,6,6,2,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,4,4,0,0,1,0,0,0,,3,3,3,3,3,3,3,3
15405521,2020/11/7 19:56,2,59,10,13,3,5,4,1,1,0,0,0,0,1,0,0,2,2,2,0,1,1,0,0,0,0,0,0,,2,,8,,1,,1,4,1,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,,,0,1,0,1,0,0,,1,2,1,1,1,2,2,2
15485959,2020/11/7 17:33,1,49,8,11,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,7,,2,,2,3,2,2,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,,1,3,2,2,2,4,0,0,0,0,0,1,,1,2,1,1,1,3,4,2
15585922,2020/11/7 15:46,1,44,7,13,3,4,5,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,4,3,2,,5,,2,3,2,2,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,,,,,0,1,0,1,0,0,,1,1,1,1,1,2,3,1
15592424,2020/11/7 18:27,2,24,3,13,3,1,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,4,1,20,公務員,2,,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,ヤフー乗り換え,1,1,3,3,3,4,1,0,0,0,0,0,,1,1,1,1,1,1,1,1
15632660,2020/11/7 11:53,1,44,7,11,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,,4,1,7,,2,,2,2,2,2,2,2,4,1,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,1,1,4,0,0,0,0,0,1,,2,2,2,2,2,5,2,1
15727425,2020/11/7 8:37,1,44,7,12,3,4,3,1,1,1,0,0,0,1,0,0,2,2,2,0,1,0,0,1,0,1,0,0,,,1,2,,5,,1,3,3,2,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,,1,2,2,1,2,3,0,1,0,0,0,0,,1,1,2,1,1,2,1,1
15756324,2020/11/7 18:25,2,47,8,13,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,4,4,7,,1,,1,2,1,2,2,2,4,1,1,0,0,0,0,0,0,1,0,0,0,,3,1,2,2,3,3,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
15839609,2020/11/7 20:31,1,31,5,13,3,4,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,1,,20,建設コンサルタント,8,,2,3,2,2,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,,1,1,1,2,1,5,0,0,0,1,0,0,,1,2,2,1,2,2,3,1
15878585,2020/11/7 17:37,1,46,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,1,6,,2,,2,2,2,1,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,,3,2,1,2,3,2,0,0,1,0,0,0,,1,1,2,1,1,2,2,1
15938683,2020/11/7 19:45,2,47,8,12,3,3,4,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,,1,,8,,2,,2,2,2,2,2,2,5,0,1,0,0,0,0,0,1,1,0,0,0,,3,2,,,,,1,0,0,0,0,0,,1,1,1,1,1,1,2,1
16200532,2020/11/7 0:14,1,34,5,14,3,5,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,11,,9,,2,6,3,2,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,2,1,1,2,3,4,0,1,1,0,0,0,,1,1,1,1,1,5,2,1
16231302,2020/11/7 18:30,1,36,6,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,2,4,3,2,6,1,4,1,0,0,0,0,0,1,0,0,0,0,0,,1,1,2,1,1,1,0,0,1,0,0,0,,,,,,,5,5,3
16240947,2020/11/7 20:21,1,35,6,13,3,3,4,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,2,,20,士業,2,,1,3,2,2,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,5,5,0,0,0,0,0,1,,1,1,1,1,3,5,3,3
16246988,2020/11/7 14:28,2,52,9,14,3,5,5,1,1,1,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,,4,4,20,ビル管理サービス,3,,2,2,2,2,2,2,5,0,1,0,0,0,0,0,0,1,0,0,0,,2,1,,,,,0,1,0,0,0,0,,1,1,2,1,1,2,3,1
16261632,2020/11/6 23:35,1,49,8,14,3,4,5,1,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,,1,1,20,ソフトウェア業,5,,1,4,1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,,2,2,2,2,2,3,1,0,0,0,0,0,,1,2,2,1,2,2,3,1
16336333,2020/11/7 13:11,1,29,4,14,3,5,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,,,4,4,,1,,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,0,1,0,0,0,0,,1,2,1,1,2,2,2,1
16351268,2020/11/7 19:12,2,30,5,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,1,1,0,0,0,0,,4,2,14,,10,,1,1,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,1,2,2,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
16387550,2020/11/7 15:45,2,32,5,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,,1,20,旅行,1,,1,5,3,2,6,2,5,0,0,0,0,0,0,0,0,1,1,0,0,,2,1,,,,,0,1,0,0,0,0,,1,1,1,1,2,2,2,3
16493306,2020/11/6 23:29,2,32,5,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,1,6,6,2,6,2,5,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,,,,,,1,5,1
16497346,2020/11/7 17:21,1,43,7,11,3,1,3,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,1,20,行政機関,2,,2,3,2,2,6,1,3,0,1,1,1,0,0,0,0,0,0,0,0,,2,2,2,1,1,4,0,1,1,1,0,0,,1,1,3,3,1,1,3,1
16508856,2020/11/7 17:14,1,29,4,12,3,3,2,1,1,1,1,1,1,1,0,0,2,1,1,,,,,,,,,,,,,4,,2,,1,4,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,2,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
16542962,2020/11/7 13:08,1,30,5,13,3,5,4,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,2,,7,,1,,1,4,1,3,1,2,5,1,0,0,0,0,0,0,0,1,1,0,0,,3,1,,,,,1,0,0,0,0,0,,2,2,1,1,1,2,3,1
16551695,2020/11/7 16:15,2,28,4,12,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,,1,4,13,,4,,2,6,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,2,4,1
16563201,2020/11/6 22:08,1,39,6,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,,4,1,8,,2,,1,3,1,1,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,,2,1,2,2,3,2,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
16563384,2020/11/7 20:50,1,39,6,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,,,20,IT,2,,1,4,3,2,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,,1,2,1,2,2,2,1,0,1,1,0,0,,1,1,1,1,1,1,1,1
16568354,2020/11/7 18:55,1,40,7,13,3,5,5,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,,4,4,6,,11,物流,1,1,1,1,1,2,4,0,1,0,0,0,1,0,0,1,1,0,0,,2,1,3,3,3,3,1,0,1,0,0,0,,1,2,2,2,1,3,2,3
16572977,2020/11/7 20:47,2,53,9,14,3,4,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,4,,1,,1,6,6,2,6,2,3,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,2,3,3,2,0,0,1,0,0,0,,1,1,1,1,1,3,4,1
16587667,2020/11/7 13:19,1,38,6,13,3,4,2,1,1,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,10,,3,,1,3,3,1,3,1,1,1,1,0,1,0,0,1,0,1,0,0,0,,1,2,4,5,5,5,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
16625071,2020/11/7 17:12,1,38,6,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,,4,4,9,,1,,1,1,1,1,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,3,1,,,,,1,0,0,0,0,0,,2,2,2,2,2,3,2,3
16638310,2020/11/7 15:51,1,66,11,13,3,5,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,16,,1,,1,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
16685660,2020/11/7 17:43,1,44,7,13,3,4,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,6,,6,,2,3,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,3,3,3,3,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
16734431,2020/11/7 17:56,2,31,5,13,3,3,1,1,1,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,11,,2,,1,5,3,2,6,1,5,0,0,0,0,0,0,0,0,0,0,1,0,yahoo乗り換え案内,1,1,,,,,1,0,0,0,0,0,,,,,,,1,1,1
16742019,2020/11/6 21:58,1,37,6,13,3,5,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,20,サービス,2,,2,4,3,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,,2,2,3,3,2,2,0,1,0,0,0,0,,1,1,2,2,2,2,2,1
16747303,2020/11/7 18:17,1,45,8,11,3,3,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,4,4,6,,9,,2,2,2,1,6,3,4,1,0,0,0,0,0,1,0,0,0,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,1,2,3,3,3,4,4,3
16791285,2020/11/7 14:14,2,45,8,13,3,4,2,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,,,,2,,10,,3,4,4,3,4,2,5,0,0,0,0,0,0,1,0,0,0,0,0,,4,1,,,,,0,1,1,0,0,0,,1,2,2,1,2,1,1,1
16829664,2020/11/7 17:01,1,53,9,13,3,4,1,1,1,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,20,その他サービス,2,,6,6,6,2,6,3,5,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,,,,,,4,4,2
16837541,2020/11/6 23:19,2,29,4,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,0,0,0,,4,4,11,,2,,1,5,1,2,2,3,5,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,,,,,0,1,1,1,0,0,,1,2,2,2,1,3,3,1
16844039,2020/11/7 9:08,1,43,7,11,3,4,1,1,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,17,,5,,2,5,6,3,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,3,,,,,0,0,0,0,0,1,,,,,,,4,4,2
16865473,2020/11/7 17:07,1,63,11,11,3,3,5,1,1,0,1,0,0,0,0,0,3,2,1,,,,,,,,,,,3,3,7,,1,,2,4,4,1,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,2,3,2
17613057,2020/11/7 13:33,2,33,5,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,18,,2,,1,4,4,2,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,,2,1,3,4,3,1,1,0,0,0,0,0,,1,2,3,2,2,2,2,2
17647977,2020/11/7 18:18,1,34,5,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,,4,1,4,,1,,2,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,yahoo乗り換え,2,1,3,3,3,3,0,0,0,0,0,1,,1,1,1,1,1,5,4,3
17653767,2020/11/7 13:07,1,54,9,11,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,4,,1,,2,3,3,1,4,1,1,0,0,1,1,0,0,1,0,1,0,0,0,,2,1,3,3,3,3,0,0,0,1,0,0,,1,1,1,1,1,1,4,1
17712797,2020/11/7 13:07,1,46,8,14,3,5,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,2,14,,10,,1,6,1,3,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,,,,,1,0,1,0,0,0,,1,1,2,1,1,3,1,1
17736003,2020/11/7 20:25,2,34,5,13,3,5,5,1,1,1,0,0,0,1,1,0,2,1,1,,,,,,,,,,,4,4,4,,3,,2,6,4,1,6,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,1,3,,,,,1,0,1,1,0,0,,1,1,1,1,3,4,5,1
17763770,2020/11/7 17:31,1,56,10,14,3,3,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,0,1,1,1,0,0,,4,4,13,,1,,2,2,2,2,2,2,4,0,0,0,0,0,1,0,0,1,1,0,0,,2,1,3,3,3,2,0,1,1,0,0,0,,1,1,1,1,1,2,3,3
17875456,2020/11/7 20:41,2,24,3,11,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,2,,1,,2,6,2,2,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,1,0,1,1,0,0,,1,1,1,1,3,2,3,3
17888457,2020/11/7 19:52,2,47,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,8,,2,,2,2,2,2,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,1,1,2,2,1,4,4,3
18011298,2020/11/7 17:26,1,36,6,13,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,,,4,7,,1,,1,4,2,2,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,2,3,3,0,0,0,0,0,1,,1,2,1,2,1,2,1,1
18048211,2020/11/7 16:47,1,48,8,13,3,4,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,2,,5,,1,6,3,2,3,3,4,1,0,0,0,0,0,0,0,1,1,0,0,,3,1,5,5,5,1,0,0,1,1,0,0,,,,,,,3,4,2
18129293,2020/11/7 19:47,2,43,7,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,1,1,1,0,0,,4,1,8,,2,,1,2,1,2,2,3,4,1,1,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,0,0,0,1,0,0,,1,1,3,3,1,3,3,3
18153113,2020/11/6 23:28,1,46,8,13,3,3,2,1,1,0,0,1,0,0,0,0,2,1,1,,,,,,,,,,,,,8,,1,,1,5,3,2,6,1,3,1,0,0,0,0,0,0,0,0,0,1,0,Yahoo乗り換え案内,2,2,3,3,3,3,0,0,0,0,0,1,,1,1,2,1,1,2,3,3
18196885,2020/11/6 23:08,2,52,9,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,20,クリエイティブ,4,,1,4,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo乗換案内,2,1,1,1,1,2,1,0,0,0,0,0,,,,,,,3,1,1
18215573,2020/11/7 20:55,1,38,6,14,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,,4,4,4,,1,,1,1,1,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,2,,,,,1,0,0,0,0,0,,1,1,1,1,1,2,2,1
18236202,2020/11/7 17:10,1,36,6,13,3,5,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,2,,2,,2,6,6,1,6,2,2,1,1,0,0,0,1,1,0,0,1,0,0,,3,3,2,4,4,4,0,0,0,0,0,1,,,,,,,3,4,2
18255260,2020/11/7 18:52,1,39,6,12,3,4,1,1,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,2,,5,,2,6,6,1,6,2,4,1,0,0,0,0,0,1,0,0,1,0,0,,1,1,1,3,4,4,0,0,0,0,0,1,,,,,,,1,1,1
18256531,2020/11/7 17:36,2,36,6,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1,0,1,0,世間的に時差通勤が広がっているので、多少の時間差ではあまり意味を感じられない,1,1,7,,1,,1,2,2,2,4,2,3,1,0,0,0,0,0,0,0,0,0,1,0,Yahoo!乗換案内,1,3,2,2,4,4,1,0,0,0,0,0,,1,2,2,1,1,1,3,1
18260463,2020/11/7 17:10,2,33,5,11,3,3,2,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,,,,8,,1,,1,4,3,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,0,0,1,0,0,0,,1,1,1,3,3,2,2,1
18261565,2020/11/7 9:25,2,28,4,13,3,5,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,7,,3,,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,,3,2,1,2,1,1,1,1,0,1,0,0,,,,,,,1,2,1
18300568,2020/11/7 18:45,1,66,11,13,3,1,4,1,1,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,13,,10,,2,5,2,2,3,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,1,1,2,2,2,2,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
18304088,2020/11/7 17:48,2,31,5,13,3,5,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,20,営業代行,1,,2,6,6,2,6,2,4,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,3,3,3,0,1,0,1,0,0,,,,,,,2,2,1
18418293,2020/11/6 22:19,1,46,8,12,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,4,1,4,,2,,2,2,2,1,2,3,5,1,1,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,4,2
18437956,2020/11/7 6:32,2,52,9,13,3,3,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,3,,2,,1,6,6,2,6,2,3,0,1,0,0,0,1,0,0,0,1,0,0,,2,3,4,4,5,5,0,0,1,0,0,0,,,,,,,3,2,3
18449880,2020/11/7 17:34,1,21,3,13,3,5,3,1,1,1,1,1,0,1,0,0,2,1,1,,,,,,,,,,,,2,4,,6,,3,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,Apple maps,1,2,3,2,3,3,1,1,1,0,0,0,,1,1,1,1,1,1,3,1
18512458,2020/11/7 20:15,2,27,4,11,3,5,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,,4,4,9,,3,,1,2,1,2,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,Yahoo!乗換案内,2,1,3,2,2,2,1,0,1,0,0,0,,1,1,3,1,1,2,2,1
