"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20240301","1","虎ノ門いきいきプラザ","1349","1569","2918"
"20240301","2","南桜公園管理棟","891","868","1759"
"20240301","3","生涯学習センター","393","357","750"
"20240301","4","福祉プラザさくら川","2169","2071","4240"
"20240301","5","エコプラザ","2745","2625","5370"
"20240301","6","障害保健福祉センター","2682","2994","5676"
"20240301","7","芝小学校","3017","3340","6357"
"20240301","8","芝コミュニティはうす（芝区民協働スペース）","1015","1441","2456"
"20240301","9","芝浦港南地区総合支所","3569","3829","7398"
"20240301","10","三田中学校","786","885","1671"
"20240301","11","赤羽小学校","2342","3059","5401"
"20240301","12","豊岡いきいきプラザ","2960","3786","6746"
"20240301","13","御田小学校","1206","1546","2752"
"20240301","14","白金の丘学園","5164","6689","11853"
"20240301","15","神応いきいきプラザ","2433","2946","5379"
"20240301","16","白金小学校","3563","4839","8402"
"20240301","17","高輪台小学校","3477","4770","8247"
"20240301","18","シティハイツ桂坂","2007","2491","4498"
"20240301","19","国民生活センタ－","2253","2573","4826"
"20240301","20","港南小学校","3724","4318","8042"
"20240301","21","六本木中学校","1679","1715","3394"
"20240301","22","麻布小学校","2610","2925","5535"
"20240301","23","飯倉いきいきプラザ","2492","2908","5400"
"20240301","24","南山小学校","2071","2491","4562"
"20240301","25","南麻布いきいきプラザ","4540","5800","10340"
"20240301","26","本村小学校","2326","3133","5459"
"20240301","27","笄　小学校","2356","2976","5332"
"20240301","28","西麻布いきいきプラザ","1618","1677","3295"
"20240301","29","高陵中学校","1639","2104","3743"
"20240301","30","赤坂地区総合支所","1554","1545","3099"
"20240301","31","赤坂子ども中高生プラザ","3186","3421","6607"
"20240301","32","赤坂小学校","2733","3130","5863"
"20240301","33","赤坂図書館","1145","1425","2570"
"20240301","34","青山小学校","1293","1682","2975"
"20240301","35","青南小学校","2803","3484","6287"
"20240301","36","赤坂こども中高生プラザ青山館","491","656","1147"
"20240301","37","お台場学園","1998","2216","4214"
"20240301","38","芝浦港南区民センター","3496","3781","7277"
"20240301","39","品川インターシティB棟","1115","1247","2362"
"20240301","40","芝浦アイランド児童高齢者交流プラザ","3953","3969","7922"
"20240301","41","シティハイツ港南","2535","2810","5345"

"選挙人名簿登録者数　令和6年3月1日時点","Ver202403",,,,
