年月日[西暦],0歳男[人],0歳女[人],1歳男[人],1歳女[人],2歳男[人],2歳女[人],3歳男[人],3歳女[人],4歳男[人],4歳女[人],5歳男[人],5歳女[人],6歳男[人],6歳女[人],7歳男[人],7歳女[人],8歳男[人],8歳女[人],9歳男[人],9歳女[人],10歳男[人],10歳女[人],11歳男[人],11歳女[人],12歳男[人],12歳女[人],13歳男[人],13歳女[人],14歳男[人],14歳女[人],15歳男[人],15歳女[人],16歳男[人],16歳女[人],17歳男[人],17歳女[人],18歳男[人],18歳女[人],19歳男[人],19歳女[人],20歳男[人],20歳女[人],21歳男[人],21歳女[人],22歳男[人],22歳女[人],23歳男[人],23歳女[人],24歳男[人],24歳女[人],25歳男[人],25歳女[人],26歳男[人],26歳女[人],27歳男[人],27歳女[人],28歳男[人],28歳女[人],29歳男[人],29歳女[人],30歳男[人],30歳女[人],31歳男[人],31歳女[人],32歳男[人],32歳女[人],33歳男[人],33歳女[人],34歳男[人],34歳女[人],35歳男[人],35歳女[人],36歳男[人],36歳女[人],37歳男[人],37歳女[人],38歳男[人],38歳女[人],39歳男[人],39歳女[人],40歳男[人],40歳女[人],41歳男[人],41歳女[人],42歳男[人],42歳女[人],43歳男[人],43歳女[人],44歳男[人],44歳女[人],45歳男[人],45歳女[人],46歳男[人],46歳女[人],47歳男[人],47歳女[人],48歳男[人],48歳女[人],49歳男[人],49歳女[人],50歳男[人],50歳女[人],51歳男[人],51歳女[人],52歳男[人],52歳女[人],53歳男[人],53歳女[人],54歳男[人],54歳女[人],55歳男[人],55歳女[人],56歳男[人],56歳女[人],57歳男[人],57歳女[人],58歳男[人],58歳女[人],59歳男[人],59歳女[人],60歳男[人],60歳女[人],61歳男[人],61歳女[人],62歳男[人],62歳女[人],63歳男[人],63歳女[人],64歳男[人],64歳女[人],65歳男[人],65歳女[人],66歳男[人],66歳女[人],67歳男[人],67歳女[人],68歳男[人],68歳女[人],69歳男[人],69歳女[人],70歳男[人],70歳女[人],71歳男[人],71歳女[人],72歳男[人],72歳女[人],73歳男[人],73歳女[人],74歳男[人],74歳女[人],75歳男[人],75歳女[人],76歳男[人],76歳女[人],77歳男[人],77歳女[人],78歳男[人],78歳女[人],79歳男[人],79歳女[人],80歳男[人],80歳女[人],81歳男[人],81歳女[人],82歳男[人],82歳女[人],83歳男[人],83歳女[人],84歳男[人],84歳女[人],85歳男[人],85歳女[人],86歳男[人],86歳女[人],87歳男[人],87歳女[人],88歳男[人],88歳女[人],89歳男[人],89歳女[人],90歳男[人],90歳女[人],91歳男[人],91歳女[人],92歳男[人],92歳女[人],93歳男[人],93歳女[人],94歳男[人],94歳女[人],95～99歳男[人],95～99歳女[人],100歳男[人]以上,100歳女[人]以上
20190101,1507,1368,1503,1451,1552,1494,1547,1397,1432,1364,1241,1282,1241,1276,1175,1082,1112,1079,1059,992,1067,961,1002,912,872,915,797,804,826,801,761,744,740,702,662,686,710,699,747,724,838,787,810,822,901,951,1098,1224,1363,1474,1470,1496,1512,1611,1725,1781,1731,1879,1901,2019,1891,2113,1991,2202,2043,2345,2045,2422,2227,2612,2250,2512,2299,2597,2235,2635,2385,2643,2375,2726,2467,2652,2447,2680,2428,2653,2406,2753,2506,2700,2432,2823,2419,2704,2324,2744,2250,2527,2276,2359,2226,2295,2239,2406,1688,1780,2040,2118,1934,1876,1709,1716,1520,1692,1446,1508,1423,1471,1315,1346,1269,1273,1133,1108,1087,1145,988,1091,947,1076,890,1020,932,1090,1001,1178,1026,1239,1214,1485,1220,1414,1249,1501,839,1040,711,872,747,1042,767,1072,747,1096,744,998,640,1011,530,824,516,772,550,831,495,806,471,874,384,704,394,681,339,683,266,568,266,500,188,478,153,437,116,354,93,298,71,272,77,223,112,558,16,99
20190201,1514,1371,1504,1456,1536,1498,1562,1401,1444,1382,1238,1274,1271,1282,1172,1085,1116,1067,1056,1022,1073,965,1003,911,887,911,795,802,846,803,761,745,751,699,660,694,685,701,760,708,835,784,803,811,881,939,1098,1195,1328,1478,1479,1498,1521,1616,1742,1796,1751,1872,1874,2017,1925,2125,2004,2218,2015,2335,2092,2434,2223,2596,2242,2524,2319,2598,2264,2627,2359,2650,2398,2719,2464,2664,2451,2670,2440,2691,2396,2756,2490,2673,2468,2822,2406,2738,2363,2709,2232,2560,2270,2343,2201,2327,2263,2373,1741,1862,2021,2074,1926,1907,1758,1735,1512,1670,1433,1544,1453,1466,1298,1339,1279,1267,1134,1124,1102,1140,975,1089,973,1107,896,988,910,1071,988,1151,1029,1255,1188,1443,1199,1423,1266,1494,886,1101,699,878,733,1010,772,1096,726,1037,757,1039,647,1006,541,836,513,767,535,816,511,840,468,877,396,698,387,667,337,702,273,573,263,504,201,469,151,445,111,357,100,299,74,277,74,214,118,573,16,102
20190301,1501,1375,1509,1449,1505,1482,1601,1424,1428,1377,1256,1257,1261,1279,1169,1120,1114,1078,1077,1018,1070,945,997,931,911,902,809,822,818,797,772,761,748,672,668,694,664,706,795,712,818,783,805,826,870,908,1101,1207,1329,1475,1479,1519,1528,1602,1761,1805,1757,1890,1843,1994,1943,2138,2010,2232,1982,2357,2080,2424,2238,2550,2248,2546,2326,2614,2252,2600,2374,2647,2387,2707,2458,2688,2454,2653,2417,2684,2380,2772,2499,2686,2499,2826,2363,2723,2396,2684,2230,2582,2270,2360,2229,2343,2218,2332,1819,1940,1965,2034,1945,1936,1756,1727,1534,1686,1456,1537,1442,1454,1305,1364,1296,1256,1128,1148,1103,1137,997,1116,964,1096,904,981,893,1052,994,1158,998,1237,1148,1422,1222,1402,1292,1528,912,1150,700,842,729,998,768,1115,715,1013,744,1061,674,1004,548,857,512,758,530,820,502,829,472,865,419,706,368,686,346,698,281,582,252,509,208,454,149,458,114,359,103,291,66,274,80,219,117,573,17,99

年齢（各歳）別人口（住民基本台帳に基づく） 2019年3月以前,Ver201903
