"名称","経度","緯度","分類"
"避難経路","139.67850939686","35.6919917225749","避難経路"
"避難経路","139.680677836045","35.6915622571069","避難経路"
"避難経路","139.672492218014","35.6935873739698","避難経路"
"避難経路","139.672734342461","35.6935201252837","避難経路"
"避難経路","139.670368518129","35.6943635432439","避難経路"
"避難経路","139.671769963057","35.6941475897774","避難経路"
"避難経路","139.668756272253","35.6885740092112","避難経路"
"避難経路","139.667375367708","35.6883705987061","避難経路"
"避難経路","139.661508922727","35.6856397967917","避難経路"
"避難経路","139.657322729364","35.6835372194185","避難経路"
"避難経路","139.659820029458","35.6841716110547","避難経路"
"避難経路","139.66582809753","35.6857721242129","避難経路"
"避難経路","139.664214562553","35.6855773530275","避難経路"
"避難経路","139.685503115861","35.6996523922876","避難経路"
"避難経路","139.68185740208","35.6987252887383","避難経路"
"避難経路","139.672258288125","35.719914747951","避難経路"
"避難経路","139.672431805732","35.7203137785114","避難経路"
"避難経路","139.670098690895","35.723260060288","避難経路"
"避難経路","139.673925433196","35.7171550861281","避難経路"
"避難経路","139.672188194518","35.7198995456026","避難経路"
"避難経路","139.676682430055","35.7176284715132","避難経路"
"避難経路","139.67701246792","35.7175043556953","避難経路"
"避難経路","139.679123846162","35.7136475299373","避難経路"
"避難経路","139.674784929029","35.7165843507907","避難経路"
"避難経路","139.677625926949","35.7139251312802","避難経路"
"避難経路","139.683651131119","35.6991017182286","避難経路"
"避難経路","139.684363349433","35.6989639818321","避難経路"
