"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20200901","1","虎ノ門いきいきプラザ","24","503","501","522","472","264","503","2789"
"20200901","2","南桜公園管理棟","6","287","411","299","174","105","205","1487"
"20200901","3","生涯学習センター","4","83","119","120","85","94","207","712"
"20200901","4","福祉プラザさくら川","33","885","901","717","516","336","627","4015"
"20200901","5","エコプラザ","58","673","1180","1131","935","530","707","5214"
"20200901","6","障害保健福祉センター","76","765","1646","1377","905","397","418","5584"
"20200901","7","芝小学校","79","1009","1598","1343","945","617","856","6447"
"20200901","8","港勤労福祉会館","15","339","378","326","313","242","873","2486"
"20200901","9","芝浦港南地区総合支所","59","1144","1886","1340","983","563","805","6780"
"20200901","10","三田中学校","22","246","325","317","231","138","301","1580"
"20200901","11","赤羽小学校","86","667","1142","1297","1018","601","1019","5830"
"20200901","12","豊岡いきいきプラザ","86","817","1329","1434","1083","721","1058","6528"
"20200901","13","御田小学校","29","302","472","584","460","323","537","2707"
"20200901","14","旧三光小学校（三光学童クラブ）","152","1218","1915","2374","1911","1101","1684","10355"
"20200901","15","旧神応小学校","63","650","1026","1233","882","578","1119","5551"
"20200901","16","白金小学校","136","922","1484","1819","1484","1009","1644","8498"
"20200901","17","高輪台小学校","112","881","1374","1755","1516","869","1567","8074"
"20200901","18","シティハイツ桂坂","62","545","892","998","782","526","862","4667"
"20200901","19","国民生活センタ－","84","586","667","1014","942","576","994","4863"
"20200901","20","港南小学校","145","572","1047","2300","1563","776","1506","7909"
"20200901","21","六本木中学校","41","476","723","768","557","380","674","3619"
"20200901","22","麻布小学校","78","657","1040","1264","1091","571","840","5541"
"20200901","23","飯倉いきいきプラザ","65","853","1365","1269","807","407","659","5425"
"20200901","24","南山小学校","61","599","895","1076","886","527","818","4862"
"20200901","25","南麻布いきいきプラザ","101","1531","2490","2519","1575","882","1192","10290"
"20200901","26","本村小学校","84","658","910","1244","917","544","1092","5449"
"20200901","27","笄小学校","82","567","998","1279","1034","607","1025","5592"
"20200901","28","西麻布いきいきプラザ","40","543","716","732","539","313","537","3420"
"20200901","29","高陵中学校","51","377","536","790","655","381","639","3429"
"20200901","30","赤坂地区総合支所","40","494","577","619","552","338","465","3085"
"20200901","31","赤坂子ども中高生プラザ","67","969","1547","1398","1081","625","886","6573"
"20200901","32","赤坂小学校","60","645","1050","1313","1023","703","1125","5919"
"20200901","33","赤坂図書館","43","244","390","579","459","317","661","2693"
"20200901","34","青山小学校","45","228","377","592","544","370","858","3014"
"20200901","35","青南小学校","97","613","1056","1341","1148","809","1342","6406"
"20200901","36","赤坂子ども中高生プラザ青山館","11","73","107","141","160","156","331","979"
"20200901","37","お台場学園","97","428","571","1037","1158","434","476","4201"
"20200901","38","芝浦港南区民センター","89","755","1589","1661","1180","633","879","6786"
"20200901","39","品川インターシティB棟","31","185","428","546","532","296","280","2298"
"20200901","40","芝浦アイランド児童高齢者交流プラザ","102","790","1734","2256","1478","578","708","7646"
"20200901","41","シティハイツ港南","106","460","932","1494","1205","545","741","5483"
"20200901",,"在外選挙人名簿","1","28","144","358","341","140","163","1175"

"投票区別年代別名簿登録者数　令和2年9月1日時点","Ver202009",,,,,,,,,
