,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,北アメリカ,,,,,,,,,,,,,,,,,,品種,,,,,,
,,モンテネグロ,,計,カナダ,,,,,,,,,,,アメリカ,,,,,,,,,,,,
,,小計,バル,,小計,ハリファクス,ケベック,モントリオール,トロント,ハミルトン,"プリンス
ルーパート",バンクーバー,ビクトリア,コーンウオール,諸港(カナダ),小計,"ポートランド,
メーン州",ボストン,ニューヨーク,フィラデルフィア,ボルチモア,,,,,,,
合計,,1,1,"3,229,362","129,870","5,595",213,"1,199","8,137",181,418,"110,500",2,14,"3,611","3,073,753",4,"4,357","90,159",66,"1,144",合計,,,,,,
農水産品,,-,-,"17,848","6,876","5,081",-,-,11,-,2,"1,751",-,-,31,"10,772",-,105,297,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,"1,935",206,-,-,-,-,-,2,204,-,-,-,"1,729",-,-,251,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,74,15,-,-,-,-,-,-,15,-,-,-,59,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,730,71,-,-,-,-,-,-,71,-,-,-,659,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,"2,340",151,-,-,-,11,-,-,139,-,-,1,"2,189",-,-,1,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,792,45,-,-,-,-,-,-,15,-,-,30,747,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,"11,977","6,388","5,081",-,-,-,-,-,"1,307",-,-,-,"5,389",-,105,45,-,-,11,水産品,,,,,
林産品,,-,-,"1,544",41,7,-,-,4,-,-,-,-,-,30,"1,503",-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,"1,537",37,7,-,-,-,-,-,-,-,-,30,"1,500",-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,7,4,-,-,-,4,-,-,-,-,-,-,3,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,"2,617",5,-,-,-,1,-,-,4,-,-,-,"2,612",-,-,269,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,27,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,518,-,-,-,-,-,-,-,-,-,-,-,518,-,-,5,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,4,4,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,"2,067",1,-,-,-,1,-,-,-,-,-,-,"2,066",-,-,264,-,-,27,非金属鉱物,,,,,
金属機械工業品,,1,1,"2,293,864","73,952",233,213,517,"4,245",-,-,"66,357",-,-,"2,387","2,209,441",-,359,"31,238",13,122,金属機械工業品,,,,,,
28,鉄鋼,-,-,"2,703",5,-,-,-,-,-,-,5,-,-,-,"2,698",-,-,3,-,-,28,鉄鋼,,,,,
29,鋼材,1,1,"37,468","3,475",-,213,-,-,-,-,"3,262",-,-,-,"33,829",-,-,248,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,"25,753","1,228",-,-,-,2,-,-,"1,226",-,-,-,"24,519",-,18,139,-,30,30,非鉄金属,,,,,
31,金属製品,-,-,"78,357","2,823",38,-,137,272,-,-,"2,078",-,-,298,"75,309",-,80,"1,901",-,-,31,金属製品,,,,,
32,鉄道車両,-,-,270,1,-,-,-,1,-,-,-,-,-,-,269,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,"8,127","3,340",-,-,-,10,-,-,"3,330",-,-,-,"4,787",-,-,9,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,543,320,-,-,-,-,-,-,320,-,-,-,223,-,-,1,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,"19,206",6,-,-,-,-,-,-,6,-,-,-,"19,192",-,-,3,-,15,35,二輪自動車,,,,,
36,自動車部品,-,-,"1,016,578","23,339",-,-,24,485,-,-,"22,797",-,-,33,"991,963",-,-,"4,128",-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,"54,481",145,-,-,-,16,-,-,123,-,-,6,"54,311",-,-,15,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,"764,930","35,574",195,-,301,"2,782",-,-,"30,344",-,-,"1,952","722,812",-,28,"20,496",13,17,38,産業機械,,,,,
39,電気機械,-,-,"216,870","2,164",-,-,10,619,-,-,"1,496",-,-,39,"212,762",-,43,"1,158",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,"61,427","1,513",-,-,42,55,-,-,"1,365",-,-,51,"59,709",-,190,"2,854",-,60,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,"5,696",17,-,-,1,3,-,-,5,-,-,8,"5,605",-,-,119,-,-,41,事務用機器,,,,,
42,その他機械,-,-,"1,455",2,-,-,2,-,-,-,-,-,-,-,"1,453",-,-,164,-,-,42,その他機械,,,,,
化学工業品,,-,-,"355,020","14,827",63,-,536,"1,056",1,37,"12,797",2,-,335,"331,833",4,"3,488","31,325",20,377,化学工業品,,,,,,
