44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,-,-,44,セメント,,,,,
45,ガラス類,15,-,15,-,-,-,-,-,-,-,752,-,690,-,3,59,"2,296","1,907",-,2,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,57,57,-,-,-,"1,983",-,"1,972",-,-,11,"10,816","10,750",-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,1,1,-,-,-,-,-,-,-,-,6,-,6,-,-,-,47,46,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,1,-,-,-,1,-,-,-,-,-,2,-,2,-,-,-,10,10,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,11,-,-,-,11,59,30,-,29,-,"1,775",-,"1,069",-,-,706,"4,582","3,804",45,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,750,458,114,45,133,"2,377",105,194,"1,995",83,"4,808",60,"4,224",2,-,522,"32,979","31,675",317,26,57,その他化学工業品,,,,,
軽工業品,,309,297,12,-,-,104,102,-,2,-,"7,000",-,"6,023",6,-,971,"7,155","6,922",-,-,軽工業品,,,,,,
58,紙・パルプ,24,12,12,-,-,43,43,-,-,-,438,-,438,-,-,-,"2,934","2,817",-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,9,231,230,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,105,105,-,-,-,4,2,-,2,-,259,-,128,6,-,125,830,830,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,150,150,-,-,-,45,45,-,-,-,"2,583",-,"2,032",-,-,551,"2,775","2,705",-,-,62,製造食品,,,,,
63,飲料,30,30,-,-,-,12,12,-,-,-,"3,711",-,"3,425",-,-,286,385,340,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,812,441,333,-,38,"1,033",127,904,-,2,"8,853",-,"7,898",7,-,948,"26,999","24,575",-,"1,181",雑工業品,,,,,,
67,がん具,-,-,-,-,-,33,31,-,-,2,219,-,129,-,-,90,145,121,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,30,30,-,-,-,3,3,-,-,-,327,-,167,-,-,160,672,595,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,286,15,237,-,34,28,28,-,-,-,"3,293",-,"3,165",3,-,125,"4,515","3,679",-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,40,40,-,-,-,30,30,-,-,-,615,-,271,3,-,341,"1,081","1,058",-,-,70,家具装備品,,,,,
71,その他日用品,198,198,-,-,-,7,7,-,-,-,442,-,420,1,-,21,"6,654","5,330",-,"1,181",71,その他日用品,,,,,
72,ゴム製品,230,151,76,-,3,927,23,904,-,-,"3,866",-,"3,696",-,-,170,"12,788","12,648",-,-,72,ゴム製品,,,,,
73,木製品,5,-,5,-,-,-,-,-,-,-,2,-,2,-,-,-,532,532,-,-,73,木製品,,,,,
74,その他製造工業品,23,7,15,-,1,5,5,-,-,-,89,-,48,-,-,41,612,612,-,-,74,その他製造工業品,,,,,
特殊品,,310,-,290,-,20,1,1,-,-,-,"4,920",-,"3,417",-,-,"1,503","5,124","4,755",-,13,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,60,-,60,-,-,-,850,794,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,48,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,295,-,290,-,5,-,-,-,-,-,"3,733",-,"3,079",-,-,654,"2,588","2,422",-,-,80,輸送用容器,,,,,
81,取合せ品,15,-,-,-,15,1,1,-,-,-,"1,127",-,278,-,-,849,"1,635","1,488",-,13,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
