33,完成自動車,"26,722","24,034","2,688",-,-,-,"68,369","51,188","17,181","68,369","51,188","17,181",-,-,-,-,-,-,33,完成自動車,,,,,,,
34,その他輸送用車両,"10,256",636,"9,620","9,407",-,"9,407","32,778","1,293","31,485","32,778","1,293","31,485",-,-,-,-,-,-,34,その他輸送用車両,,,,,,,
35,二輪自動車,"2,885",235,"2,650",-,-,-,"70,587","23,682","46,905","70,587","23,682","46,905",-,-,-,-,-,-,35,二輪自動車,,,,,,,
36,自動車部品,"211,452","121,614","89,838","1,359","1,359",-,"1,779,049","1,283,867","495,182","1,779,049","1,283,867","495,182",-,-,-,-,-,-,36,自動車部品,,,,,,,
37,その他輸送機械,"82,635","1,016","81,619",108,108,-,"173,745","56,345","117,400","173,745","56,345","117,400",-,-,-,-,-,-,37,その他輸送機械,,,,,,,
38,産業機械,"325,576","141,473","184,103",437,407,30,"2,126,608","1,379,123","747,485","2,126,608","1,379,123","747,485",-,-,-,-,-,-,38,産業機械,,,,,,,
39,電気機械,"543,334","64,813","478,521",617,5,612,"1,739,860","510,199","1,229,661","1,739,860","510,199","1,229,661",-,-,-,-,-,-,39,電気機械,,,,,,,
40,測量・光学・医療用機械,"80,075","25,351","54,724","19,217","5,551","13,666","330,355","163,683","166,672","330,355","163,683","166,672",-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,,,
41,事務用機器,"23,374","3,080","20,294",-,-,-,"97,143","24,057","73,086","97,143","24,057","73,086",-,-,-,-,-,-,41,事務用機器,,,,,,,
42,その他機械,"5,433","2,673","2,760",-,-,-,"20,089","5,809","14,280","20,089","5,809","14,280",-,-,-,-,-,-,42,その他機械,,,,,,,
化学工業品,,"811,056","349,320","461,736","4,593",397,"4,196","3,247,527","1,374,010","1,873,517","3,247,527","1,374,010","1,873,517",-,-,-,-,-,-,化学工業品,,,,,,,,
43,陶磁器,"16,975",577,"16,398",-,-,-,"97,523","7,665","89,858","97,523","7,665","89,858",-,-,-,-,-,-,43,陶磁器,,,,,,,
44,セメント,639,114,525,-,-,-,"11,737",245,"11,492","11,737",245,"11,492",-,-,-,-,-,-,44,セメント,,,,,,,
45,ガラス類,"46,083","31,306","14,777",-,-,-,"111,436","33,614","77,822","111,436","33,614","77,822",-,-,-,-,-,-,45,ガラス類,,,,,,,
46,窯業品,"54,415","14,765","39,650",720,-,720,"173,972","76,147","97,825","173,972","76,147","97,825",-,-,-,-,-,-,46,窯業品,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,
48,揮発油,-,-,-,-,-,-,339,-,339,339,-,339,-,-,-,-,-,-,48,揮発油,,,,,,,
49,その他の石油,"6,507","3,900","2,607",15,15,-,"27,352","15,636","11,716","27,352","15,636","11,716",-,-,-,-,-,-,49,その他の石油,,,,,,,
50,LNG/液化天然ガス,15,-,15,-,-,-,45,-,45,45,-,45,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,,,
52,その他石油製品,"3,780",817,"2,963",-,-,-,"13,300","4,330","8,970","13,300","4,330","8,970",-,-,-,-,-,-,52,その他石油製品,,,,,,,
53,コークス,"4,320",-,"4,320",-,-,-,"1,125",-,"1,125","1,125",-,"1,125",-,-,-,-,-,-,53,コークス,,,,,,,
54,石炭製品,482,-,482,-,-,-,"6,255","6,114",141,"6,255","6,114",141,-,-,-,-,-,-,54,石炭製品,,,,,,,
55,化学薬品,"122,222","35,727","86,495","3,611",135,"3,476","479,635","186,636","292,999","479,635","186,636","292,999",-,-,-,-,-,-,55,化学薬品,,,,,,,
56,化学肥料,"6,560",157,"6,403",-,-,-,"20,391","1,650","18,741","20,391","1,650","18,741",-,-,-,-,-,-,56,化学肥料,,,,,,,
57,その他化学工業品,"549,058","261,957","287,101",247,247,-,"2,304,417","1,041,973","1,262,444","2,304,417","1,041,973","1,262,444",-,-,-,-,-,-,57,その他化学工業品,,,,,,,
軽工業品,,"873,280","87,600","785,680","3,760",37,"3,723","3,124,820","427,843","2,696,977","3,124,820","427,843","2,696,977",-,-,-,-,-,-,軽工業品,,,,,,,,
58,紙・パルプ,"164,174","26,594","137,580","3,393",-,"3,393","555,443","151,516","403,927","555,443","151,516","403,927",-,-,-,-,-,-,58,紙・パルプ,,,,,,,
59,糸及び紡績半製品,"8,966",749,"8,217",-,-,-,"26,755","4,772","21,983","26,755","4,772","21,983",-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,,
60,その他繊維工業品,"53,455","6,635","46,820",-,-,-,"156,408","34,185","122,223","156,408","34,185","122,223",-,-,-,-,-,-,60,その他繊維工業品,,,,,,,
61,砂糖,"6,319",30,"6,289",-,-,-,"33,741",347,"33,394","33,741",347,"33,394",-,-,-,-,-,-,61,砂糖,,,,,,,
62,製造食品,"495,128","44,238","450,890",157,37,120,"1,534,795","190,697","1,344,098","1,534,795","190,697","1,344,098",-,-,-,-,-,-,62,製造食品,,,,,,,
63,飲料,"62,726","8,192","54,534",-,-,-,"521,262","39,525","481,737","521,262","39,525","481,737",-,-,-,-,-,-,63,飲料,,,,,,,
64,水,"61,580",631,"60,949",-,-,-,"117,568","6,408","111,160","117,568","6,408","111,160",-,-,-,-,-,-,64,水,,,,,,,
65,たばこ,"4,302",86,"4,216",-,-,-,"67,191",147,"67,044","67,191",147,"67,044",-,-,-,-,-,-,65,たばこ,,,,,,,
66,その他食料工業品,"16,630",445,"16,185",210,-,210,"111,657",246,"111,411","111,657",246,"111,411",-,-,-,-,-,-,66,その他食料工業品,,,,,,,
雑工業品,,"1,718,712","182,634","1,536,078","1,093",340,753,"5,144,841","759,315","4,385,526","5,144,841","759,315","4,385,526",-,-,-,-,-,-,雑工業品,,,,,,,,
67,がん具,"135,527","4,391","131,136",-,-,-,"264,037","17,330","246,707","264,037","17,330","246,707",-,-,-,-,-,-,67,がん具,,,,,,,
68,衣服・身廻品・はきもの,"578,931","59,781","519,150",-,-,-,"2,070,871","59,698","2,011,173","2,070,871","59,698","2,011,173",-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,,,
69,文房具・運動娯楽用品・楽器,"97,747","17,140","80,607",26,1,25,"373,128","73,055","300,073","373,128","73,055","300,073",-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,,,
70,家具装備品,"402,869","18,474","384,395",48,48,-,"912,094","52,609","859,485","912,094","52,609","859,485",-,-,-,-,-,-,70,家具装備品,,,,,,,
71,その他日用品,"78,767","11,236","67,531",87,87,-,"254,182","92,230","161,952","254,182","92,230","161,952",-,-,-,-,-,-,71,その他日用品,,,,,,,
72,ゴム製品,"75,968","24,788","51,180",204,204,-,"569,174","324,464","244,710","569,174","324,464","244,710",-,-,-,-,-,-,72,ゴム製品,,,,,,,
73,木製品,"267,408",565,"266,843",720,-,720,"438,878","5,062","433,816","438,878","5,062","433,816",-,-,-,-,-,-,73,木製品,,,,,,,
74,その他製造工業品,"81,495","46,259","35,236",8,-,8,"262,477","134,867","127,610","262,477","134,867","127,610",-,-,-,-,-,-,74,その他製造工業品,,,,,,,
特殊品,,"721,899","348,871","373,028","613,128","539,375","73,753","2,438,745","1,141,579","1,297,166","2,438,695","1,141,529","1,297,166",50,50,-,-,-,-,特殊品,,,,,,,,
75,金属くず,"26,252","15,215","11,037","539,112","539,112",-,"68,887","32,034","36,853","68,887","32,034","36,853",-,-,-,-,-,-,75,金属くず,,,,,,,
76,再利用資材,"283,605","268,506","15,099",-,-,-,"886,358","865,032","21,326","886,358","865,032","21,326",-,-,-,-,-,-,76,再利用資材,,,,,,,
77,動植物性製造飼肥料,"229,885","6,643","223,242","6,000",-,"6,000","707,625","8,276","699,349","707,575","8,226","699,349",50,50,-,-,-,-,77,動植物性製造飼肥料,,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,,
80,輸送用容器,"145,235","30,144","115,091","67,526",15,"67,511","585,859","119,309","466,550","585,859","119,309","466,550",-,-,-,-,-,-,80,輸送用容器,,,,,,,
81,取合せ品,"36,922","28,363","8,559",490,248,242,"190,016","116,928","73,088","190,016","116,928","73,088",-,-,-,-,-,-,81,取合せ品,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,
