,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,ロシア,,,,オランダ,,ベルギー,,,,ギリシャ,,,ルーマニア,,ブルガリア,,,エストニア,,,,,,,,
,,ボストーチヌイ,ウラジオストック,ポシェト,諸港(ロシア),小計,ロッテルダム,小計,アントワープ,ゼーブルッゲ,諸港(ベルギー),小計,テサロニキ,ピレエフス,小計,コンスタンツア,小計,バルナ,ブルガス,小計,タリン,,,,,,,
合計,,"57,681","9,147","10,450",884,"484,866","484,866","71,187","60,694","6,225","4,268","3,373","2,176","1,197","12,601","12,601",880,677,203,"5,402",613,合計,,,,,,
農水産品,,-,"2,007",-,-,"48,346","48,346","7,734","7,704",-,30,181,16,165,-,-,213,189,24,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,60,60,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,"2,050","2,050",752,722,-,30,91,16,75,-,-,140,140,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,"8,798","8,798","6,862","6,862",-,-,90,-,90,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,45,45,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,"13,263","13,263",15,15,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,"2,007",-,-,"24,235","24,235",-,-,-,-,-,-,-,-,-,73,49,24,-,-,11,水産品,,,,,
林産品,,"13,549","4,500",-,480,"35,673","35,673",69,69,-,-,29,29,-,"4,521","4,521",-,-,-,953,173,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"13,549","4,500",-,480,"34,988","34,988",69,69,-,-,29,29,-,"4,521","4,521",-,-,-,900,120,13,製材,,,,,
14,樹脂類,-,-,-,-,105,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,360,360,-,-,-,-,-,-,-,-,-,-,-,-,53,53,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,220,220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"43,645",-,"10,450",-,"2,771","2,771",101,101,-,-,221,161,60,-,-,-,-,-,139,139,鉱産品,,,,,,
18,石炭,"43,600",-,"10,450",-,"2,370","2,370",-,-,-,-,-,-,-,-,-,-,-,-,139,139,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,45,45,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,150,150,15,15,-,-,221,161,60,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,45,-,-,-,176,176,41,41,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,-,15,"63,182","63,182","4,686","4,686",-,-,417,-,417,307,307,-,-,-,95,5,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,"4,922","4,922",120,120,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,638,638,60,60,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,15,"1,324","1,324",105,105,-,-,312,-,312,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,"12,203","12,203","1,980","1,980",-,-,30,-,30,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,506,506,1,1,-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,615,615,11,11,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,"11,248","11,248",35,35,-,-,-,-,-,127,127,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,244,244,11,11,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,"18,436","18,436","1,027","1,027",-,-,60,-,60,180,180,-,-,-,5,5,38,産業機械,,,,,
39,電気機械,-,-,-,-,"7,332","7,332",60,60,-,-,15,-,15,-,-,-,-,-,90,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,"5,021","5,021","1,276","1,276",-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,689,689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,157,-,-,-,"104,955","104,955","15,462","15,319",45,98,116,15,101,251,251,176,176,-,7,-,化学工業品,,,,,,
