,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,城南島,,,,,,,,,中央防波堤,,,,,,,,,品種,
,,合計,,,大井建材ふ頭,,,城南島建設発生土ふ頭,,,合計,,,中央防波堤内側ばら物ふ頭,,,中央防波堤内側建設発生土ふ頭,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,
合計,,"2,238,722","874,550","1,364,172","1,364,772",600,"1,364,172","873,950","873,950",-,"1,264,991","727,560","537,431","58,603","20,343","38,260","183,222","183,222",-,合計,
農水産品,,-,-,-,-,-,-,-,-,-,"67,810","10,460","57,350",-,-,-,-,-,-,農水産品,
1,麦,-,-,-,-,-,-,-,-,-,"6,930","5,135","1,795",-,-,-,-,-,-,1,麦
2,米,-,-,-,-,-,-,-,-,-,"14,755",170,"14,585",-,-,-,-,-,-,2,米
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし
4,豆類,-,-,-,-,-,-,-,-,-,"4,475","2,055","2,420",-,-,-,-,-,-,4,豆類
5,その他雑穀,-,-,-,-,-,-,-,-,-,595,130,465,-,-,-,-,-,-,5,その他雑穀
6,野菜・果物,-,-,-,-,-,-,-,-,-,"36,320","1,975","34,345",-,-,-,-,-,-,6,野菜・果物
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花
8,その他農産品,-,-,-,-,-,-,-,-,-,"2,520",890,"1,630",-,-,-,-,-,-,8,その他農産品
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛
10,その他畜産品,-,-,-,-,-,-,-,-,-,"1,555",15,"1,540",-,-,-,-,-,-,10,その他畜産品
11,水産品,-,-,-,-,-,-,-,-,-,660,90,570,-,-,-,-,-,-,11,水産品
林産品,,-,-,-,-,-,-,-,-,-,"10,750","4,910","5,840",-,-,-,-,-,-,林産品,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木
13,製材,-,-,-,-,-,-,-,-,-,"5,585",765,"4,820",-,-,-,-,-,-,13,製材
14,樹脂類,-,-,-,-,-,-,-,-,-,"4,055","3,830",225,-,-,-,-,-,-,14,樹脂類
15,木材チップ,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,15,木材チップ
16,その他林産品,-,-,-,-,-,-,-,-,-,850,75,775,-,-,-,-,-,-,16,その他林産品
17,薪炭,-,-,-,-,-,-,-,-,-,230,210,20,-,-,-,-,-,-,17,薪炭
鉱産品,,"1,776,640",600,"1,776,040","1,364,772",600,"1,364,172",-,-,-,"13,693","8,783","4,910","8,890","4,800","4,090",-,-,-,鉱産品,
18,石炭,-,-,-,-,-,-,-,-,-,"2,540",-,"2,540","2,540",-,"2,540",-,-,-,18,石炭
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石
20,金属鉱,-,-,-,-,-,-,-,-,-,75,75,-,-,-,-,-,-,-,20,金属鉱
21,砂利・砂,"945,827",600,"945,227","587,669",600,"587,069",-,-,-,"2,863",838,"2,025","1,550",-,"1,550",-,-,-,21,砂利・砂
22,石材,"675,597",-,"675,597","621,887",-,"621,887",-,-,-,"1,235","1,050",185,-,-,-,-,-,-,22,石材
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石
25,石灰石,"155,216",-,"155,216","155,216",-,"155,216",-,-,-,725,710,15,-,-,-,-,-,-,25,石灰石
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩
27,非金属鉱物,-,-,-,-,-,-,-,-,-,"6,255","6,110",145,"4,800","4,800",-,-,-,-,27,非金属鉱物
金属機械工業品,,-,-,-,-,-,-,-,-,-,"69,880","32,830","37,050",90,30,60,-,-,-,金属機械工業品,
28,鉄鋼,-,-,-,-,-,-,-,-,-,"7,245",575,"6,670",-,-,-,-,-,-,28,鉄鋼
29,鋼材,-,-,-,-,-,-,-,-,-,"3,920","2,815","1,105",-,-,-,-,-,-,29,鋼材
30,非鉄金属,-,-,-,-,-,-,-,-,-,265,-,265,-,-,-,-,-,-,30,非鉄金属
31,金属製品,-,-,-,-,-,-,-,-,-,"15,450","11,185","4,265",-,-,-,-,-,-,31,金属製品
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両
33,完成自動車,-,-,-,-,-,-,-,-,-,"2,609","2,132",477,-,-,-,-,-,-,33,完成自動車
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,217,112,105,-,-,-,-,-,-,34,その他輸送用車両
35,二輪自動車,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,-,-,-,35,二輪自動車
36,自動車部品,-,-,-,-,-,-,-,-,-,"25,175","7,200","17,975",-,-,-,-,-,-,36,自動車部品
37,その他輸送機械,-,-,-,-,-,-,-,-,-,43,1,42,-,-,-,-,-,-,37,その他輸送機械
38,産業機械,-,-,-,-,-,-,-,-,-,"4,531","2,855","1,676",90,30,60,-,-,-,38,産業機械
39,電気機械,-,-,-,-,-,-,-,-,-,"3,095","2,375",720,-,-,-,-,-,-,39,電気機械
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,45,5,40,-,-,-,-,-,-,40,測量・光学・医療用機械
41,事務用機器,-,-,-,-,-,-,-,-,-,"2,650","1,615","1,035",-,-,-,-,-,-,41,事務用機器
42,その他機械,-,-,-,-,-,-,-,-,-,"4,630","1,960","2,670",-,-,-,-,-,-,42,その他機械
化学工業品,,-,-,-,-,-,-,-,-,-,"124,542","82,802","41,740","49,470","15,513","33,957",-,-,-,化学工業品,
43,陶磁器,-,-,-,-,-,-,-,-,-,20,-,20,-,-,-,-,-,-,43,陶磁器
44,セメント,-,-,-,-,-,-,-,-,-,995,680,315,-,-,-,-,-,-,44,セメント
45,ガラス類,-,-,-,-,-,-,-,-,-,"11,000","10,905",95,-,-,-,-,-,-,45,ガラス類
46,窯業品,-,-,-,-,-,-,-,-,-,"1,105","1,095",10,-,-,-,-,-,-,46,窯業品
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油
49,その他の石油,-,-,-,-,-,-,-,-,-,"8,560","8,445",115,-,-,-,-,-,-,49,その他の石油
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,-,-,-,50,LNG/液化天然ガス
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,70,60,10,-,-,-,-,-,-,51,LPG/液化石油ガス
52,その他石油製品,-,-,-,-,-,-,-,-,-,"2,485","2,335",150,-,-,-,-,-,-,52,その他石油製品
53,コークス,-,-,-,-,-,-,-,-,-,"49,470","15,513","33,957","49,470","15,513","33,957",-,-,-,53,コークス
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品
55,化学薬品,-,-,-,-,-,-,-,-,-,"42,897","37,624","5,273",-,-,-,-,-,-,55,化学薬品
56,化学肥料,-,-,-,-,-,-,-,-,-,"3,415","1,725","1,690",-,-,-,-,-,-,56,化学肥料
57,その他化学工業品,-,-,-,-,-,-,-,-,-,"4,520","4,420",100,-,-,-,-,-,-,57,その他化学工業品
軽工業品,,-,-,-,-,-,-,-,-,-,"369,075","180,380","188,695",-,-,-,-,-,-,軽工業品,
58,紙・パルプ,-,-,-,-,-,-,-,-,-,"108,980","18,745","90,235",-,-,-,-,-,-,58,紙・パルプ
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,59,糸及び紡績半製品
60,その他繊維工業品,-,-,-,-,-,-,-,-,-,905,905,-,-,-,-,-,-,-,60,その他繊維工業品
61,砂糖,-,-,-,-,-,-,-,-,-,"59,390","3,305","56,085",-,-,-,-,-,-,61,砂糖
62,製造食品,-,-,-,-,-,-,-,-,-,"70,940","41,015","29,925",-,-,-,-,-,-,62,製造食品
63,飲料,-,-,-,-,-,-,-,-,-,"117,150","108,890","8,260",-,-,-,-,-,-,63,飲料
64,水,-,-,-,-,-,-,-,-,-,"3,950",490,"3,460",-,-,-,-,-,-,64,水
65,たばこ,-,-,-,-,-,-,-,-,-,"5,120","5,110",10,-,-,-,-,-,-,65,たばこ
66,その他食料工業品,-,-,-,-,-,-,-,-,-,"2,630","1,910",720,-,-,-,-,-,-,66,その他食料工業品
雑工業品,,-,-,-,-,-,-,-,-,-,"205,632","165,917","39,715",-,-,-,-,-,-,雑工業品,
67,がん具,-,-,-,-,-,-,-,-,-,20,20,-,-,-,-,-,-,-,67,がん具
68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,590,545,45,-,-,-,-,-,-,68,衣服・身廻品・はきもの
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,80,70,10,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器
70,家具装備品,-,-,-,-,-,-,-,-,-,"11,605","11,350",255,-,-,-,-,-,-,70,家具装備品
71,その他日用品,-,-,-,-,-,-,-,-,-,"119,531","114,391","5,140",-,-,-,-,-,-,71,その他日用品
72,ゴム製品,-,-,-,-,-,-,-,-,-,"3,530","3,140",390,-,-,-,-,-,-,72,ゴム製品
73,木製品,-,-,-,-,-,-,-,-,-,15,5,10,-,-,-,-,-,-,73,木製品
74,その他製造工業品,-,-,-,-,-,-,-,-,-,"70,261","36,396","33,865",-,-,-,-,-,-,74,その他製造工業品
特殊品,,"873,950","873,950",-,-,-,-,"873,950","873,950",-,"403,609","241,478","162,131",153,-,153,"183,222","183,222",-,特殊品,
75,金属くず,-,-,-,-,-,-,-,-,-,"2,705",555,"2,150",-,-,-,-,-,-,75,金属くず
76,再利用資材,-,-,-,-,-,-,-,-,-,"12,165","1,760","10,405",-,-,-,-,-,-,76,再利用資材
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,"14,130","10,225","3,905",-,-,-,-,-,-,77,動植物性製造飼肥料
78,廃棄物,-,-,-,-,-,-,-,-,-,"3,168","3,015",153,153,-,153,-,-,-,78,廃棄物
79,廃土砂,"873,950","873,950",-,-,-,-,"873,950","873,950",-,"183,222","183,222",-,-,-,-,"183,222","183,222",-,79,廃土砂
80,輸送用容器,-,-,-,-,-,-,-,-,-,"173,557","37,805","135,752",-,-,-,-,-,-,80,輸送用容器
81,取合せ品,-,-,-,-,-,-,-,-,-,"14,662","4,896","9,766",-,-,-,-,-,-,81,取合せ品
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,
