27,非金属鉱物,"190,809","97,298","2,745",45,-,"1,725",-,945,30,-,-,"52,242","5,091","6,015",-,-,"1,572",42,780,-,27,非金属鉱物,,,,,
金属機械工業品,,"8,443,658","7,659,323","357,985","21,102","4,961","277,251","21,340","29,358","2,311",-,"1,662","5,079,217","504,849","237,986","2,234",30,"167,856","15,136","1,245,436","2,344",金属機械工業品,,,,,,
28,鉄鋼,"37,057","17,418",533,-,-,533,-,-,-,-,-,"4,613",71,180,-,30,949,537,195,-,28,鉄鋼,,,,,
29,鋼材,"157,517","141,677","66,733","1,849","4,815","30,241","16,364","11,869",-,-,"1,595","38,361",463,"1,683",-,-,"9,685",-,"8,869",30,29,鋼材,,,,,
30,非鉄金属,"160,678","134,377","12,591",685,-,"9,610",-,9,"2,287",-,-,"66,377","5,332","1,341",-,-,"3,246",262,"36,260",-,30,非鉄金属,,,,,
31,金属製品,"1,446,297","1,234,520","57,564","3,850",146,"46,787","4,976","1,805",-,-,-,"713,654","34,821","61,930",69,-,"18,504","1,294","164,922",45,31,金属製品,,,,,
32,鉄道車両,"3,805",546,-,-,-,-,-,-,-,-,-,450,-,163,-,-,-,-,30,-,32,鉄道車両,,,,,
33,完成自動車,"24,623","10,446","2,268",246,-,"2,022",-,-,-,-,-,"1,646",136,61,-,-,82,-,529,-,33,完成自動車,,,,,
34,その他輸送用車両,"100,677","96,782","2,629",114,-,"2,515",-,-,-,-,-,"84,952","2,190","2,630",-,-,"15,978",255,"20,386",-,34,その他輸送用車両,,,,,
35,二輪自動車,"54,193","40,443",57,-,-,57,-,-,-,-,-,"33,609",431,-,-,-,375,-,"2,356",-,35,二輪自動車,,,,,
36,自動車部品,"809,949","665,129","43,003",279,-,"42,724",-,-,-,-,-,"280,697","20,530","3,721","2,165",-,"16,167","3,555","86,484",-,36,自動車部品,,,,,
37,その他輸送機械,"339,104","330,842",224,-,-,224,-,-,-,-,-,"315,795","2,251",60,-,-,146,-,"18,904",-,37,その他輸送機械,,,,,
38,産業機械,"1,500,785","1,319,093","84,158","8,106",-,"63,173",-,"12,788",24,-,67,"828,586","73,909","60,226",-,-,"15,150","3,742","254,483",122,38,産業機械,,,,,
39,電気機械,"3,263,460","3,171,998","77,345","4,390",-,"70,068",-,"2,887",-,-,-,"2,385,241","287,296","103,517",-,-,"82,392","5,491","559,284","2,135",39,電気機械,,,,,
40,測量・光学・医療用機械,"354,564","308,612","9,347","1,583",-,"7,764",-,-,-,-,-,"178,908","30,255","2,213",-,-,"3,178",-,"61,039",-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"166,377","165,643",826,-,-,826,-,-,-,-,-,"135,218","45,508",129,-,-,"1,788",-,"29,010",12,41,事務用機器,,,,,
42,その他機械,"24,572","21,797",707,-,-,707,-,-,-,-,-,"11,110","1,656",132,-,-,216,-,"2,685",-,42,その他機械,,,,,
化学工業品,,"3,495,451","2,695,231","294,699","21,208",210,"238,786",-,"24,535","5,100",-,"4,860","942,917","106,477","37,594","3,030",15,"107,012","16,036","256,018","1,356",化学工業品,,,,,,
43,陶磁器,"142,122","128,271","2,042",41,-,"2,001",-,-,-,-,-,"70,596","10,598",105,-,-,"6,134",825,"5,916","1,056",43,陶磁器,,,,,
44,セメント,"16,593","11,056",420,-,-,420,-,-,-,-,-,"2,116",390,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"181,775","153,360","7,017","1,230",-,"5,703",-,84,-,-,-,"100,905","5,917","4,482",-,-,"6,497",161,"49,384",-,45,ガラス類,,,,,
46,窯業品,"202,118","142,959","11,845",111,-,"8,545",-,"3,189",-,-,-,"86,330","3,324","5,211",-,15,"16,253",60,"8,399",-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,354,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"18,632","8,952","2,657",163,-,"2,484",-,-,10,-,-,"1,269",975,-,-,-,-,-,69,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,120,60,30,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,"1,680","1,680","1,680",-,-,"1,680",-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"14,435","6,399",380,-,-,200,-,120,60,-,-,"2,817",342,235,-,-,150,-,692,-,52,その他石油製品,,,,,
53,コークス,"21,913","16,126",-,-,-,-,-,-,-,-,-,"10,621",-,-,-,-,930,"1,140",-,-,53,コークス,,,,,
54,石炭製品,"1,057",637,5,-,-,5,-,-,-,-,-,617,45,-,-,-,75,-,497,-,54,石炭製品,,,,,
55,化学薬品,"594,558","426,339","40,927",420,195,"33,995",-,"4,843","1,474",-,-,"222,239","15,445","5,888",-,-,"37,985","7,847","49,521",-,55,化学薬品,,,,,
56,化学肥料,"51,933","45,726","5,066",-,-,"2,801",-,"1,605",660,-,-,"28,009",465,"1,485",-,-,"5,551","1,419","2,294",-,56,化学肥料,,,,,
57,その他化学工業品,"2,248,161","1,753,596","222,630","19,243",15,"180,922",-,"14,694","2,896",-,"4,860","417,398","68,976","20,188","3,030",-,"33,437","4,584","139,246",300,57,その他化学工業品,,,,,
軽工業品,,"4,767,812","2,933,880","433,289","21,152",-,"375,504",-,"13,713","22,920",-,-,"1,147,479","137,056","87,448","3,501",-,"186,276","14,106","143,669","1,050",軽工業品,,,,,,
58,紙・パルプ,"761,640","470,325","46,165",370,-,"45,273",-,522,-,-,-,"269,161","35,288","12,194",-,-,"5,255","4,934","26,747",-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,"49,128","47,217","7,045",115,-,"6,930",-,-,-,-,-,"3,324",130,-,-,-,364,-,"1,755",-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"296,473","267,704","29,949",720,-,"29,229",-,-,-,-,-,"124,538","3,468","2,550",-,-,"17,758",600,"47,136",-,60,その他繊維工業品,,,,,
61,砂糖,"44,870","6,720","1,341",52,-,"1,274",-,-,15,-,-,"3,021",555,-,60,-,400,-,90,-,61,砂糖,,,,,
62,製造食品,"2,544,219","1,732,991","200,319","7,453",-,"156,979",-,"12,982","22,905",-,-,"675,526","49,929","72,115","3,441",-,"159,288","8,572","54,246","1,050",62,製造食品,,,,,
63,飲料,"646,690","249,242","83,073","12,442",-,"70,422",-,209,-,-,-,"41,602","21,432",454,-,-,"3,106",-,"12,704",-,63,飲料,,,,,
64,水,"193,286","47,330","1,029",-,-,"1,029",-,-,-,-,-,"24,982","24,799",60,-,-,-,-,-,-,64,水,,,,,
65,たばこ,"96,720","82,991","63,681",-,-,"63,681",-,-,-,-,-,"2,103",743,-,-,-,-,-,8,-,65,たばこ,,,,,
66,その他食料工業品,"134,786","29,360",687,-,-,687,-,-,-,-,-,"3,222",712,75,-,-,105,-,983,-,66,その他食料工業品,,,,,
雑工業品,,"10,424,720","9,753,579","152,476","8,064","1,625","142,497",-,288,-,2,-,"5,992,423","601,449","253,113",710,-,"844,214","121,892","1,897,582","18,594",雑工業品,,,,,,
67,がん具,"615,966","605,990","2,635",35,-,"2,600",-,-,-,-,-,"477,226","188,075",370,96,-,"8,668",64,"55,037","10,812",67,がん具,,,,,
68,衣服・身廻品・はきもの,"4,747,050","4,662,044","21,220","1,385",-,"19,805",-,30,-,-,-,"3,039,113","201,388","85,392",614,-,"636,486","33,273","1,259,776",376,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"669,463","604,171","21,885","1,405",-,"20,450",-,30,-,-,-,"397,268","71,463","4,603",-,-,"23,342","2,023","89,174","6,567",69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"2,040,308","1,919,336","24,985","3,413",15,"21,557",-,-,-,-,-,"1,254,021","67,226","74,643",-,-,"74,277","11,254","304,124",749,70,家具装備品,,,,,
71,その他日用品,"420,818","354,055","19,298",600,-,"18,500",-,198,-,-,-,"217,294","29,463","1,589",-,-,"10,745","11,260","48,134",-,71,その他日用品,,,,,
72,ゴム製品,"428,174","357,817","21,009",653,-,"20,356",-,-,-,-,-,"125,611","13,791","10,098",-,-,"37,645",368,"31,937",-,72,ゴム製品,,,,,
73,木製品,"1,218,001","1,006,984","21,003",244,"1,610","19,119",-,30,-,-,-,"329,348","19,486","74,901",-,-,"41,429","61,955","57,357",-,73,木製品,,,,,
74,その他製造工業品,"284,940","243,182","20,441",329,-,"20,110",-,-,-,2,-,"152,542","10,557","1,517",-,-,"11,622","1,695","52,043",90,74,その他製造工業品,,,,,
特殊品,,"2,172,283","1,118,706","45,964","5,525",57,"39,207",-,294,540,341,-,"546,090","33,625","27,686",-,-,"59,012","2,780","137,386",401,特殊品,,,,,,
75,金属くず,"60,351","20,255",917,146,57,714,-,-,-,-,-,"3,892","1,999",474,-,-,90,-,469,-,75,金属くず,,,,,
76,再利用資材,"41,933","10,863","1,238",-,-,976,-,262,-,-,-,555,105,-,-,-,-,-,390,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"985,400","121,284","4,542",450,-,"3,552",-,-,540,-,-,"18,826","4,241","1,605",-,-,"5,212",105,"1,983",-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"980,518","886,960","36,880","4,385",-,"32,122",-,32,-,341,-,"465,967","20,061","24,437",-,-,"46,897","2,214","109,171",401,80,輸送用容器,,,,,
81,取合せ品,"104,081","79,344","2,387",544,-,"1,843",-,-,-,-,-,"56,850","7,219","1,170",-,-,"6,813",461,"25,373",-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
