 4-(2)カーフェリー乗降人員の月別・港別表,,,
,,,
,,,(単位：人）
月別,,合計,北九州(門司地区)
合計,計,"42,421","42,421"
,乗船,"22,891","22,891"
,降船,"19,530","19,530"
１月,乗船,986,986
,降船,"1,381","1,381"
２月,乗船,"1,018","1,018"
,降船,765,765
３月,乗船,"2,584","2,584"
,降船,"2,179","2,179"
４月,乗船,"2,133","2,133"
,降船,"1,754","1,754"
５月,乗船,"1,724","1,724"
,降船,"1,649","1,649"
６月,乗船,"1,403","1,403"
,降船,"1,165","1,165"
７月,乗船,"1,983","1,983"
,降船,"1,306","1,306"
８月,乗船,"3,402","3,402"
,降船,"2,858","2,858"
９月,乗船,"1,526","1,526"
,降船,"1,755","1,755"
１０月,乗船,"2,093","2,093"
,降船,"1,660","1,660"
１１月,乗船,"1,915","1,915"
,降船,"1,882","1,882"
１２月,乗船,"2,124","2,124"
,降船,"1,176","1,176"
