,,,,,,,,,,(単位：トン）,,,,,,,
品種,,移入合計,北海道,,,,,,,,,,,,,,
,,,計,北海道,,,,,,,,,,,,,
,,,,小計,函館,小樽,釧路,苫小牧,室蘭,十勝,,,,,,,
合計,,"24,257,880","1,753,594","1,753,594","215,782","1,500","159,150","1,252,809","122,203","2,150",,,,,,,
農水産品,,"217,298","61,000","61,000",-,"1,500",-,"57,350",-,"2,150",,,,,,,
1,麦,"79,172","5,445","5,445",-,"1,500",-,"1,795",-,"2,150",,,,,,,
2,米,"15,260","14,585","14,585",-,-,-,"14,585",-,-,,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,,,,,,,
4,豆類,"3,927","2,420","2,420",-,-,-,"2,420",-,-,,,,,,,
5,その他雑穀,485,465,465,-,-,-,465,-,-,,,,,,,
6,野菜・果物,"56,567","34,345","34,345",-,-,-,"34,345",-,-,,,,,,,
7,綿花,30,-,-,-,-,-,-,-,-,,,,,,,
8,その他農産品,"2,197","1,630","1,630",-,-,-,"1,630",-,-,,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,,,,,,,
10,その他畜産品,"27,195","1,540","1,540",-,-,-,"1,540",-,-,,,,,,,
11,水産品,"32,465",570,570,-,-,-,570,-,-,,,,,,,
林産品,,"32,154","5,840","5,840",-,-,-,"5,840",-,-,,,,,,,
12,原木,"1,060",-,-,-,-,-,-,-,-,,,,,,,
13,製材,"17,205","4,820","4,820",-,-,-,"4,820",-,-,,,,,,,
14,樹脂類,"4,405",225,225,-,-,-,225,-,-,,,,,,,
15,木材チップ,"6,532",-,-,-,-,-,-,-,-,,,,,,,
16,その他林産品,"2,827",775,775,-,-,-,775,-,-,,,,,,,
17,薪炭,125,20,20,-,-,-,20,-,-,,,,,,,
鉱産品,,"4,864,813","27,109","27,109","23,789",-,-,"3,320",-,-,,,,,,,
18,石炭,"2,560",-,-,-,-,-,-,-,-,,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,,,,,,,
21,砂利・砂,"3,708,268","26,764","26,764","23,789",-,-,"2,975",-,-,,,,,,,
22,石材,"821,302",185,185,-,-,-,185,-,-,,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,,,,,,,
25,石灰石,"222,711",15,15,-,-,-,15,-,-,,,,,,,
26,原塩,"3,780",-,-,-,-,-,-,-,-,,,,,,,
27,非金属鉱物,"106,192",145,145,-,-,-,145,-,-,,,,,,,
金属機械工業品,,"7,403,197","296,253","296,253",-,-,"4,790","169,260","122,203",-,,,,,,,
28,鉄鋼,"8,375","6,670","6,670",-,-,-,"6,670",-,-,,,,,,,
29,鋼材,"1,085,206","123,308","123,308",-,-,-,"1,105","122,203",-,,,,,,,
30,非鉄金属,"36,780",265,265,-,-,-,265,-,-,,,,,,,
31,金属製品,"34,056","4,265","4,265",-,-,-,"4,265",-,-,,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,,,,,,,
33,完成自動車,"5,966,230","130,107","130,107",-,-,300,"129,807",-,-,,,,,,,
34,その他輸送用車両,"2,165",105,105,-,-,-,105,-,-,,,,,,,
35,二輪自動車,199,5,5,-,-,-,5,-,-,,,,,,,
36,自動車部品,"36,523","17,975","17,975",-,-,-,"17,975",-,-,,,,,,,
37,その他輸送機械,"149,204","7,472","7,472",-,-,"4,490","2,982",-,-,,,,,,,
38,産業機械,"43,610","1,616","1,616",-,-,-,"1,616",-,-,,,,,,,
39,電気機械,"14,019",720,720,-,-,-,720,-,-,,,,,,,
40,測量・光学・医療用機械,"13,567",40,40,-,-,-,40,-,-,,,,,,,
41,事務用機器,"1,077","1,035","1,035",-,-,-,"1,035",-,-,,,,,,,
42,その他機械,"12,186","2,670","2,670",-,-,-,"2,670",-,-,,,,,,,
化学工業品,,"7,423,335","199,776","199,776","191,993",-,-,"7,783",-,-,,,,,,,
43,陶磁器,20,20,20,-,-,-,20,-,-,,,,,,,
44,セメント,"2,430,741","192,308","192,308","191,993",-,-,315,-,-,,,,,,,
45,ガラス類,412,95,95,-,-,-,95,-,-,,,,,,,
46,窯業品,"51,122",10,10,-,-,-,10,-,-,,,,,,,
47,重油,"249,478",-,-,-,-,-,-,-,-,,,,,,,
48,揮発油,"1,875",-,-,-,-,-,-,-,-,,,,,,,
49,その他の石油,"4,436,463",115,115,-,-,-,115,-,-,,,,,,,
50,LNG/液化天然ガス,5,5,5,-,-,-,5,-,-,,,,,,,
51,LPG/液化石油ガス,25,10,10,-,-,-,10,-,-,,,,,,,
52,その他石油製品,"83,127",150,150,-,-,-,150,-,-,,,,,,,
53,コークス,"33,957",-,-,-,-,-,-,-,-,,,,,,,
54,石炭製品,20,-,-,-,-,-,-,-,-,,,,,,,
55,化学薬品,"58,467","5,273","5,273",-,-,-,"5,273",-,-,,,,,,,
56,化学肥料,"3,485","1,690","1,690",-,-,-,"1,690",-,-,,,,,,,
57,その他化学工業品,"74,138",100,100,-,-,-,100,-,-,,,,,,,
軽工業品,,"1,693,038","815,031","815,031",-,-,"76,670","738,361",-,-,,,,,,,
58,紙・パルプ,"1,221,980","715,071","715,071",-,-,"76,670","638,401",-,-,,,,,,,
59,糸及び紡績半製品,60,-,-,-,-,-,-,-,-,,,,,,,
60,その他繊維工業品,309,-,-,-,-,-,-,-,-,,,,,,,
61,砂糖,"69,071","56,085","56,085",-,-,-,"56,085",-,-,,,,,,,
62,製造食品,"110,272","29,925","29,925",-,-,-,"29,925",-,-,,,,,,,
63,飲料,"122,357","8,260","8,260",-,-,-,"8,260",-,-,,,,,,,
64,水,"19,385","3,460","3,460",-,-,-,"3,460",-,-,,,,,,,
65,たばこ,"6,735",10,10,-,-,-,10,-,-,,,,,,,
66,その他食料工業品,"142,869","2,220","2,220",-,-,-,"2,220",-,-,,,,,,,
雑工業品,,"99,603","39,715","39,715",-,-,-,"39,715",-,-,,,,,,,
67,がん具,151,-,-,-,-,-,-,-,-,,,,,,,
68,衣服・身廻品・はきもの,"2,660",45,45,-,-,-,45,-,-,,,,,,,
69,文房具・運動娯楽用品・楽器,"1,244",10,10,-,-,-,10,-,-,,,,,,,
70,家具装備品,"7,902",255,255,-,-,-,255,-,-,,,,,,,
71,その他日用品,"29,909","5,140","5,140",-,-,-,"5,140",-,-,,,,,,,
72,ゴム製品,"13,278",390,390,-,-,-,390,-,-,,,,,,,
73,木製品,"1,144",10,10,-,-,-,10,-,-,,,,,,,
74,その他製造工業品,"43,315","33,865","33,865",-,-,-,"33,865",-,-,,,,,,,
特殊品,,"2,524,442","308,870","308,870",-,-,"77,690","231,180",-,-,,,,,,,
75,金属くず,"15,526","2,150","2,150",-,-,-,"2,150",-,-,,,,,,,
76,再利用資材,"24,241","10,405","10,405",-,-,-,"10,405",-,-,,,,,,,
77,動植物性製造飼肥料,"5,595","3,905","3,905",-,-,-,"3,905",-,-,,,,,,,
78,廃棄物,"9,122",-,-,-,-,-,-,-,-,,,,,,,
79,廃土砂,"11,847",-,-,-,-,-,-,-,-,,,,,,,
80,輸送用容器,"218,395","135,752","135,752",-,-,-,"135,752",-,-,,,,,,,
81,取合せ品,"2,239,716","156,658","156,658",-,-,"77,690","78,968",-,-,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
