,,,,,,,,,,,,,,,,,,(単位：トン）
航路別,合計,,,品川コンテナ,,,品川外貿,,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入
合計,"48,494,019","12,734,557","35,759,462","3,983,125","766,146","3,216,979","79,743","9,424","70,319","8,632,958","1,618,426","7,014,532","6,671,121","1,529,226","5,141,895","752,029","565,884","186,145"
定期航路計,"47,246,756","12,170,992","35,075,764","3,983,125","766,146","3,216,979","79,743","9,424","70,319","8,632,958","1,618,426","7,014,532","6,671,121","1,529,226","5,141,895","57,973","3,075","54,898"
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),"5,339,197","1,422,614","3,916,583",-,-,-,-,-,-,"166,303","127,977","38,326","961,515","24,804","936,711","51,358","2,857","48,501"
北米東岸(カリビア海含む),"1,573,910","684,349","889,561",-,-,-,-,-,-,-,-,-,"9,400",-,"9,400",218,218,-
北欧・地中海,"4,506,296","2,319,642","2,186,654",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米西岸,"463,836","58,240","405,596",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,"267,742","35,272","232,470",-,-,-,-,-,-,"7,801","1,009","6,792","79,901","10,879","69,022",-,-,-
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,"20,599,141","5,203,879","15,395,262","322,688","54,535","268,153",-,-,-,"3,915,503","793,011","3,122,492","4,783,852","1,396,877","3,386,975",-,-,-
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
韓国,"1,761,535","464,534","1,297,001","1,562,937","410,662","1,152,275",-,-,-,"1,972",500,"1,472","83,592","20,555","63,037",-,-,-
中国(香港含む),"12,735,099","1,982,462","10,752,637","2,097,500","300,949","1,796,551","79,743","9,424","70,319","4,541,379","695,929","3,845,450","752,861","76,111","676,750","6,397",-,"6,397"
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
不定期航路,"1,247,263","563,565","683,698",-,-,-,-,-,-,-,-,-,-,-,-,"694,056","562,809","131,247"
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,
