,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,四国,,,九州,,,,,,,,,,,,,,,品種,,,,,,
,,愛媛県,,,計,福岡県,,,,長崎県,,熊本県,,,大分県,,宮崎県,,,,,,,,,
,,小計,三島川之江,松山,,小計,北九州,博多,苅田,小計,若松,小計,八代,熊本,小計,大分,小計,細島,油津,,,,,,,
合計,,"4,118","3,763",355,"8,723,026","7,481,148","5,593,656","1,639,049","248,443","9,043","9,043",150,30,120,"4,035","4,035","225,650","25,170","200,480",合計,,,,,,
農水産品,,145,-,145,"73,700","22,975",-,"22,975",-,-,-,150,30,120,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,"1,370",755,-,755,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,"37,835","10,535",-,"10,535",-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,10,-,10,755,755,-,755,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,305,305,-,305,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,135,-,135,"31,375","8,835",-,"8,835",-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,740,740,-,740,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,655,655,-,655,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,665,395,-,395,-,-,-,150,30,120,-,-,-,-,-,11,水産品,,,,,
林産品,,20,-,20,"5,045","4,865",-,"4,865",-,-,-,-,-,-,180,180,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,975,975,-,975,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,20,-,20,"3,825","3,655",-,"3,655",-,-,-,-,-,-,170,170,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,245,235,-,235,-,-,-,-,-,-,10,10,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,"2,220","2,210",-,"2,210",-,-,-,-,-,-,10,10,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,455,455,-,455,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,"1,635","1,635",-,"1,635",-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,70,70,-,70,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,40,30,-,30,-,-,-,-,-,-,10,10,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,-,"7,105,359","6,719,175","5,566,510","1,137,775","14,890",-,-,-,-,-,80,80,"71,390","5,100","66,290",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,895,895,-,895,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,"37,500","37,500",-,"37,500",-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,"5,750","5,750",-,"5,750",-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,"8,560","8,560",-,"8,560",-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,"6,833,386","6,501,050","5,566,510","920,240","14,300",-,-,-,-,-,-,-,"56,530","3,140","53,390",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,"8,990","8,990",-,"8,990",-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,5,5,-,5,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,"11,315","11,315",-,"11,315",-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,"18,850","3,990",-,"3,400",590,-,-,-,-,-,-,-,"14,860","1,960","12,900",37,その他輸送機械,,,,,
38,産業機械,-,-,-,"116,825","116,755",-,"116,755",-,-,-,-,-,-,70,70,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,"12,835","12,835",-,"12,835",-,-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,"2,440","2,430",-,"2,430",-,-,-,-,-,-,10,10,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,"41,373","2,465",-,"2,465",-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,"6,635","6,635",-,"6,635",-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,30,-,30,"86,147","83,389",15,"83,374",-,-,-,-,-,-,"2,758","2,758",-,-,-,化学工業品,,,,,,
