,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,北アメリカ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,計,カナダ,,,,,,,,アメリカ,,,,,,,,,,,,,,,,,
,,,小計,ハリファクス,セントジョン,モントリオール,"プリンス
ルーパート",バンクーバー,ナナイモ,諸港(カナダ),小計,ボストン,ニューヨーク,フィラデルフィア,ボルチモア,チャールストン,サバンナ,ジャクソンビル,マイアミ,ノーフォーク,シカゴ,,,,,,,
合計,,"5,464,525","1,357,693","2,565",566,"6,770","50,601","1,263,262","13,930","19,999","3,948,094","1,619","16,309",44,"1,249","113,879","81,424","28,062",535,"263,514",105,合計,,,,,,
農水産品,,"1,773,773","537,094",105,-,"3,150","21,632","512,147",-,60,"1,137,423",324,53,-,-,"10,685","14,858","10,665",-,"35,931",-,農水産品,,,,,,
1,麦,"185,450","95,808",-,-,-,"20,793","75,015",-,-,"89,642",-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,"13,560",-,-,-,-,-,-,-,-,"13,560",-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,"8,773","1,190",-,-,-,-,"1,190",-,-,"7,583",-,-,-,-,-,-,-,-,915,-,3,とうもろこし,,,,,
4,豆類,"126,222","72,982",-,-,-,660,"72,322",-,-,"53,240",-,-,-,-,-,"4,740",-,-,"13,080",-,4,豆類,,,,,
5,その他雑穀,"5,770",75,-,-,-,-,75,-,-,"5,695",-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"292,208","4,217",30,-,-,-,"4,187",-,-,"217,329",-,-,-,-,-,-,"10,620",-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"50,616","2,676",-,-,-,89,"2,587",-,-,"44,988",-,-,-,-,"4,380","10,003",45,-,"11,428",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"1,048,483","354,150",-,-,"3,150",90,"350,910",-,-,"671,643",-,53,-,-,"6,305",115,-,-,"10,418",-,10,その他畜産品,,,,,
11,水産品,"42,691","5,996",75,-,-,-,"5,861",-,60,"33,743",324,-,-,-,-,-,-,-,90,-,11,水産品,,,,,
林産品,,"483,209","409,186",-,-,180,121,"375,286","13,930","19,669","73,957",153,346,-,233,210,55,60,-,"1,191",-,林産品,,,,,,
12,原木,893,626,-,-,-,-,626,-,-,267,-,-,-,-,-,25,-,-,92,-,12,原木,,,,,
13,製材,"481,067","408,227",-,-,180,121,"374,327","13,930","19,669","72,774",153,346,-,233,210,30,60,-,"1,099",-,13,製材,,,,,
14,樹脂類,270,-,-,-,-,-,-,-,-,270,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,641,324,-,-,-,-,324,-,-,317,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,338,9,-,-,-,-,9,-,-,329,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"84,109","49,187","1,650",566,"1,200","21,402","24,099",-,270,"33,919",-,145,-,209,"2,579","10,078",-,-,"2,956",-,鉱産品,,,,,,
18,石炭,"59,452","47,483","1,530",566,"1,170","21,402","22,545",-,270,"11,969",-,-,-,-,-,-,-,-,"2,070",-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,417,-,-,-,-,-,-,-,-,417,-,-,-,-,-,-,-,-,57,-,20,金属鉱,,,,,
21,砂利・砂,"5,137",290,-,-,-,-,290,-,-,"4,847",-,145,-,29,"2,400",105,-,-,379,-,21,砂利・砂,,,,,
22,石材,579,30,-,-,-,-,30,-,-,399,-,-,-,135,-,-,-,-,-,-,22,石材,,,,,
23,原油,"1,206",-,-,-,-,-,-,-,-,"1,206",-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,96,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,427,-,-,-,-,-,-,-,-,427,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"16,795","1,384",120,-,30,-,"1,234",-,-,"14,558",-,-,-,45,179,"9,973",-,-,450,-,27,非金属鉱物,,,,,
金属機械工業品,,"399,180","27,770",45,-,-,171,"27,554",-,-,"354,247",2,892,-,4,"15,149","7,141","1,095",207,"14,300",-,金属機械工業品,,,,,,
28,鉄鋼,467,15,-,-,-,-,15,-,-,452,-,144,-,-,-,-,-,-,133,-,28,鉄鋼,,,,,
29,鋼材,"4,396",387,-,-,-,-,387,-,-,"3,950",-,-,-,-,40,60,165,-,61,-,29,鋼材,,,,,
30,非鉄金属,"13,560","1,618",-,-,-,21,"1,597",-,-,"11,934",-,82,-,-,476,-,16,30,469,-,30,非鉄金属,,,,,
31,金属製品,"160,503","6,871",-,-,-,-,"6,871",-,-,"148,791",-,315,-,4,"8,646","3,045",45,-,"5,353",-,31,金属製品,,,,,
