32,鉄道車両,18,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"6,285","2,430",-,-,-,15,"2,415",-,-,"3,795",-,2,-,-,360,251,-,-,125,-,33,完成自動車,,,,,
34,その他輸送用車両,"1,922",180,-,-,-,-,180,-,-,"1,742",-,-,-,-,11,-,-,-,160,-,34,その他輸送用車両,,,,,
35,二輪自動車,"6,012",15,-,-,-,-,15,-,-,"5,967",-,-,-,-,-,97,30,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"57,779","6,615",-,-,-,-,"6,615",-,-,"45,567",-,-,-,-,"1,060",346,-,-,"2,953",-,36,自動車部品,,,,,
37,その他輸送機械,"4,592",233,-,-,-,-,233,-,-,"4,312",-,-,-,-,290,341,30,-,207,-,37,その他輸送機械,,,,,
38,産業機械,"66,867","5,187",45,-,-,60,"5,082",-,-,"58,048",2,115,-,-,"3,176","1,961",171,30,"2,875",-,38,産業機械,,,,,
39,電気機械,"49,898","1,208",-,-,-,75,"1,133",-,-,"47,424",-,30,-,-,81,451,638,147,287,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"25,306","3,011",-,-,-,-,"3,011",-,-,"20,672",-,180,-,-,979,589,-,-,952,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,168,-,-,-,-,-,-,-,-,168,-,-,-,-,30,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"1,407",-,-,-,-,-,-,-,-,"1,407",-,24,-,-,-,-,-,-,725,-,42,その他機械,,,,,
化学工業品,,"451,533","33,866",-,-,180,549,"33,137",-,-,"406,410",510,"6,752",14,174,"38,462","11,697",686,45,"43,647",105,化学工業品,,,,,,
43,陶磁器,"5,863",217,-,-,-,-,217,-,-,"5,631",-,197,-,-,90,45,-,-,"1,510",-,43,陶磁器,,,,,
44,セメント,435,-,-,-,-,-,-,-,-,435,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"15,233","1,271",-,-,-,-,"1,271",-,-,"13,212",-,15,-,6,873,129,-,-,357,-,45,ガラス類,,,,,
46,窯業品,"34,880","8,354",-,-,15,30,"8,309",-,-,"26,105",-,-,-,25,"1,877",9,-,-,174,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,60,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"5,635",590,-,-,-,-,590,-,-,"5,030",-,55,-,-,30,-,-,-,"1,995",-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"5,442",180,-,-,-,9,171,-,-,"5,262",-,65,-,42,11,-,-,-,"2,824",-,52,その他石油製品,,,,,
53,コークス,"5,787",-,-,-,-,-,-,-,-,"5,787",-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,300,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"91,505","6,825",-,-,165,180,"6,480",-,-,"83,969",-,"1,566",-,45,"10,106","3,028",251,-,"7,374",105,55,化学薬品,,,,,
56,化学肥料,"2,866",315,-,-,-,30,285,-,-,"2,551",-,28,-,-,-,-,-,-,13,-,56,化学肥料,,,,,
57,その他化学工業品,"283,527","16,114",-,-,-,300,"15,814",-,-,"258,068",510,"4,826",14,56,"25,475","8,486",435,45,"29,400",-,57,その他化学工業品,,,,,
軽工業品,,"1,006,962","109,801",-,-,420,398,"108,983",-,-,"883,507",513,"2,961",-,7,"25,251","30,739","10,541",60,"123,323",-,軽工業品,,,,,,
58,紙・パルプ,"235,871","19,076",-,-,-,240,"18,836",-,-,"216,795",195,"1,588",-,-,"19,476","26,319","9,658",-,"102,646",-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,"1,146",30,-,-,-,-,30,-,-,876,-,-,-,-,444,45,-,-,312,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"15,100",120,-,-,-,-,120,-,-,"14,950",-,30,-,-,155,243,30,-,"7,067",-,60,その他繊維工業品,,,,,
61,砂糖,"21,848","5,972",-,-,-,30,"5,942",-,-,"15,745",-,-,-,-,"1,559",270,-,-,"1,035",-,61,砂糖,,,,,
62,製造食品,"484,894","29,183",-,-,420,128,"28,635",-,-,"448,309",288,579,-,7,614,"1,953",150,60,"4,870",-,62,製造食品,,,,,
63,飲料,"90,131","6,970",-,-,-,-,"6,970",-,-,"77,724",30,375,-,-,"3,003","1,750",682,-,"7,393",-,63,飲料,,,,,
64,水,"106,950",735,-,-,-,-,735,-,-,"106,215",-,-,-,-,-,54,-,-,-,-,64,水,,,,,
65,たばこ,905,-,-,-,-,-,-,-,-,545,-,389,-,-,-,105,21,-,-,-,65,たばこ,,,,,
66,その他食料工業品,"50,117","47,715",-,-,-,-,"47,715",-,-,"2,348",-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"289,724","67,272",735,-,-,489,"66,048",-,-,"214,471",87,"1,910",-,2,"17,575","4,019","4,440",56,"24,433",-,雑工業品,,,,,,
67,がん具,"2,521",495,-,-,-,-,495,-,-,"1,882",30,-,-,-,15,-,-,-,60,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"52,664","3,248",-,-,-,54,"3,194",-,-,"46,353",12,30,-,-,936,"1,077",90,26,"9,153",-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"37,234","1,478",-,-,-,-,"1,478",-,-,"35,685",-,590,-,-,"1,597",108,"1,787",-,"6,019",-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"40,357","4,525",-,-,-,15,"4,510",-,-,"35,230",30,780,-,2,246,401,125,30,"1,160",-,70,家具装備品,,,,,
71,その他日用品,"47,836","5,532",-,-,-,-,"5,532",-,-,"42,220",-,255,-,-,-,"1,335",39,-,240,-,71,その他日用品,,,,,
72,ゴム製品,"20,701","1,188",735,-,-,-,453,-,-,"19,125",-,15,-,-,"12,483",581,210,-,836,-,72,ゴム製品,,,,,
73,木製品,"62,554","49,780",-,-,-,420,"49,360",-,-,"9,804",15,30,-,-,"2,010",360,"1,466",-,420,-,73,木製品,,,,,
74,その他製造工業品,"25,857","1,026",-,-,-,-,"1,026",-,-,"24,172",-,210,-,-,288,157,723,-,"6,545",-,74,その他製造工業品,,,,,
特殊品,,"976,035","123,517",30,-,"1,640","5,839","116,008",-,-,"844,160",30,"3,250",30,620,"3,968","2,837",575,167,"17,733",-,特殊品,,,,,,
75,金属くず,"36,571","5,481",-,-,"1,640",478,"3,363",-,-,"29,503",-,697,30,612,915,629,480,167,"4,901",-,75,金属くず,,,,,
76,再利用資材,"27,935",100,30,-,-,-,70,-,-,"27,775",-,"1,133",-,-,845,225,60,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"822,345","110,253",-,-,-,"5,308","104,945",-,-,"711,492",-,"1,200",-,8,15,264,-,-,"4,869",-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"71,439","7,242",-,-,-,-,"7,242",-,-,"58,375",30,220,-,-,"1,521",630,-,-,"4,252",-,80,輸送用容器,,,,,
81,取合せ品,"17,745",441,-,-,-,53,388,-,-,"17,015",-,-,-,-,672,"1,089",35,-,"3,711",-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
