,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,10号地その2,,,,,,,,,10号地その1,,,辰巳,,,13号地その2,,,品種,,,,,,,
,,10号西岸壁,,,10号東岸壁,,,東京港フェリーふ頭,,,多目的ふ頭,,,辰巳ふ頭,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"6,403,420","3,945,363","2,458,057","366,063","1,366","364,697","10,734,800","5,566,510","5,168,290",100,50,50,"385,744","155,350","230,394","505,240","303,653","201,587",合計,,,,,,,
農水産品,,"44,330","23,750","20,580",-,-,-,-,-,-,-,-,-,"1,557","1,517",40,"44,362","16,561","27,801",農水産品,,,,,,,
1,麦,"1,250",755,495,-,-,-,-,-,-,-,-,-,-,-,-,22,22,-,1,麦,,,,,,
2,米,"11,210","10,535",675,-,-,-,-,-,-,-,-,-,-,-,-,500,500,-,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"2,190",775,"1,415",-,-,-,-,-,-,-,-,-,-,-,-,"3,050","3,050",-,4,豆類,,,,,,
5,その他雑穀,325,305,20,-,-,-,-,-,-,-,-,-,-,-,-,"1,425","1,425",-,5,その他雑穀,,,,,,
6,野菜・果物,"16,580","10,070","6,510",-,-,-,-,-,-,-,-,-,"1,257","1,257",-,"2,006","1,126",880,6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,560,440,120,-,-,-,-,-,-,-,-,-,280,260,20,-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"11,880",535,"11,345",-,-,-,-,-,-,-,-,-,-,-,-,"14,322",462,"13,860",10,その他畜産品,,,,,,
11,水産品,335,335,-,-,-,-,-,-,-,-,-,-,20,-,20,"23,037","9,976","13,061",11,水産品,,,,,,
林産品,,"18,355","5,515","12,840",-,-,-,-,-,-,-,-,-,"11,259","8,484","2,775","45,485","45,485",-,林産品,,,,,,,
12,原木,"1,060",-,"1,060",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"7,510","1,105","6,405",-,-,-,-,-,-,-,-,-,"7,676","6,524","1,152","42,735","42,735",-,13,製材,,,,,,
14,樹脂類,"8,245","4,065","4,180",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,880,-,880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,555,345,210,-,-,-,-,-,-,-,-,-,"3,583","1,960","1,623","2,750","2,750",-,16,その他林産品,,,,,,
17,薪炭,105,-,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,,
鉱産品,,"7,710","2,290","5,420",800,-,800,-,-,-,-,-,-,876,20,856,"2,255","1,925",330,鉱産品,,,,,,,
18,石炭,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,"1,150",455,695,800,-,800,-,-,-,-,-,-,225,20,205,-,-,-,21,砂利・砂,,,,,,
22,石材,"1,690","1,665",25,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,670,90,580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,"3,800",20,"3,780",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,380,60,320,-,-,-,-,-,-,-,-,-,621,-,621,"2,255","1,925",330,27,非金属鉱物,,,,,,
金属機械工業品,,"2,101,299","1,525,924","575,375","173,361",-,"173,361","10,734,800","5,566,510","5,168,290",100,50,50,"228,861","44,560","184,301","106,894","66,318","40,576",金属機械工業品,,,,,,,
28,鉄鋼,"3,620","1,915","1,705",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,"60,085","37,500","22,585","173,361",-,"173,361",-,-,-,-,-,-,"177,765","10,934","166,831",844,-,844,29,鋼材,,,,,,
30,非鉄金属,"7,545","6,130","1,415",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"32,650","10,410","22,240",-,-,-,-,-,-,-,-,-,"11,616","8,751","2,865","2,566",225,"2,341",31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,"1,656,675","1,264,689","391,986",-,-,-,"10,734,800","5,566,510","5,168,290",-,-,-,"7,118","4,959","2,159",80,-,80,33,完成自動車,,,,,,
34,その他輸送用車両,"10,980","8,990","1,990",-,-,-,-,-,-,-,-,-,-,-,-,70,-,70,34,その他輸送用車両,,,,,,
35,二輪自動車,9,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,"24,950","11,910","13,040",-,-,-,-,-,-,-,-,-,-,-,-,"4,977",-,"4,977",36,自動車部品,,,,,,
37,その他輸送機械,"133,610","43,130","90,480",-,-,-,-,-,-,-,-,-,"9,900","8,540","1,360","3,512",640,"2,872",37,その他輸送機械,,,,,,
38,産業機械,"137,670","116,850","20,820",-,-,-,-,-,-,100,50,50,"22,248","11,246","11,002","3,988",-,"3,988",38,産業機械,,,,,,
39,電気機械,"15,910","12,835","3,075",-,-,-,-,-,-,-,-,-,214,130,84,"38,445","29,722","8,723",39,電気機械,,,,,,
40,測量・光学・医療用機械,"2,665","2,440",225,-,-,-,-,-,-,-,-,-,-,-,-,"40,419","27,464","12,955",40,測量・光学・医療用機械,,,,,,
41,事務用機器,"2,485","2,465",20,-,-,-,-,-,-,-,-,-,-,-,-,"1,105","1,105",-,41,事務用機器,,,,,,
42,その他機械,"12,445","6,655","5,790",-,-,-,-,-,-,-,-,-,-,-,-,"10,888","7,162","3,726",42,その他機械,,,,,,
化学工業品,,"163,560","84,705","78,855","38,441","1,366","37,075",-,-,-,-,-,-,"42,768","42,363",405,"27,059","6,436","20,623",化学工業品,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,"4,755",905,"3,850","36,100",-,"36,100",-,-,-,-,-,-,"20,359","20,329",30,-,-,-,44,セメント,,,,,,
45,ガラス類,"1,130","1,130",-,-,-,-,-,-,-,-,-,-,465,220,245,-,-,-,45,ガラス類,,,,,,
46,窯業品,"12,320","5,825","6,495",-,-,-,-,-,-,-,-,-,"14,435","14,375",60,-,-,-,46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,
48,揮発油,-,-,-,901,901,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,,
49,その他の石油,"4,145","3,785",360,84,84,-,-,-,-,-,-,-,"4,898","4,898",-,-,-,-,49,その他の石油,,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,
51,LPG/液化石油ガス,15,-,15,186,186,-,-,-,-,-,-,-,"2,436","2,436",-,-,-,-,51,LPG/液化石油ガス,,,,,,
52,その他石油製品,685,535,150,195,195,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,,
54,石炭製品,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,,
55,化学薬品,"13,055","3,650","9,405",975,-,975,-,-,-,-,-,-,75,5,70,"4,560",-,"4,560",55,化学薬品,,,,,,
56,化学肥料,"3,380","1,600","1,780",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,,
57,その他化学工業品,"124,055","67,275","56,780",-,-,-,-,-,-,-,-,-,100,100,-,"22,499","6,436","16,063",57,その他化学工業品,,,,,,
軽工業品,,"747,148","302,130","445,018","153,461",-,"153,461",-,-,-,-,-,-,"9,254","9,254",-,"160,415","76,867","83,548",軽工業品,,,,,,,
58,紙・パルプ,"326,537","58,539","267,998","153,461",-,"153,461",-,-,-,-,-,-,-,-,-,"68,924","3,850","65,074",58,紙・パルプ,,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,
60,その他繊維工業品,200,80,120,-,-,-,-,-,-,-,-,-,-,-,-,737,737,-,60,その他繊維工業品,,,,,,
61,砂糖,"7,935","6,300","1,635",-,-,-,-,-,-,-,-,-,-,-,-,"12,445","1,094","11,351",61,砂糖,,,,,,
62,製造食品,"173,626","111,346","62,280",-,-,-,-,-,-,-,-,-,"4,757","4,757",-,"26,879","19,801","7,078",62,製造食品,,,,,,
63,飲料,"211,480","121,365","90,115",-,-,-,-,-,-,-,-,-,"4,497","4,497",-,833,795,38,63,飲料,,,,,,
64,水,"16,380",455,"15,925",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,,
65,たばこ,"9,970","3,245","6,725",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,,
66,その他食料工業品,"1,020",800,220,-,-,-,-,-,-,-,-,-,-,-,-,"50,597","50,590",7,66,その他食料工業品,,,,,,
雑工業品,,"129,225","89,290","39,935",-,-,-,-,-,-,-,-,-,"23,023","21,563","1,460","35,253","29,237","6,016",雑工業品,,,,,,,
67,がん具,135,130,5,-,-,-,-,-,-,-,-,-,-,-,-,111,-,111,67,がん具,,,,,,
68,衣服・身廻品・はきもの,375,325,50,-,-,-,-,-,-,-,-,-,-,-,-,"12,210","9,680","2,530",68,衣服・身廻品・はきもの,,,,,,
69,文房具・運動娯楽用品・楽器,60,10,50,-,-,-,-,-,-,-,-,-,-,-,-,"5,118","3,979","1,139",69,文房具・運動娯楽用品・楽器,,,,,,
70,家具装備品,"9,335","1,935","7,400",-,-,-,-,-,-,-,-,-,-,-,-,"8,121","7,931",190,70,家具装備品,,,,,,
71,その他日用品,"58,600","46,775","11,825",-,-,-,-,-,-,-,-,-,"3,520","3,042",478,"3,802","3,617",185,71,その他日用品,,,,,,
72,ゴム製品,"20,990","10,030","10,960",-,-,-,-,-,-,-,-,-,60,-,60,"1,858",-,"1,858",72,ゴム製品,,,,,,
73,木製品,"1,060",850,210,-,-,-,-,-,-,-,-,-,"19,443","18,521",922,"4,030","4,030",-,73,木製品,,,,,,
74,その他製造工業品,"38,670","29,235","9,435",-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,74,その他製造工業品,,,,,,
特殊品,,"3,191,793","1,911,759","1,280,034",-,-,-,-,-,-,-,-,-,"68,146","27,589","40,557","83,517","60,824","22,693",特殊品,,,,,,,
75,金属くず,"1,550",390,"1,160",-,-,-,-,-,-,-,-,-,"9,469","1,001","8,468","16,815","16,129",686,75,金属くず,,,,,,
76,再利用資材,"8,918","7,138","1,780",-,-,-,-,-,-,-,-,-,"2,167",-,"2,167",125,-,125,76,再利用資材,,,,,,
77,動植物性製造飼肥料,"8,700","7,010","1,690",-,-,-,-,-,-,-,-,-,"1,510","1,510",-,"26,230","26,230",-,77,動植物性製造飼肥料,,,,,,
78,廃棄物,"1,050",560,490,-,-,-,-,-,-,-,-,-,"8,225",-,"8,225",-,-,-,78,廃棄物,,,,,,
79,廃土砂,50,40,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,
80,輸送用容器,"97,642","31,395","66,247",-,-,-,-,-,-,-,-,-,"11,380","2,117","9,263",-,-,-,80,輸送用容器,,,,,,
81,取合せ品,"3,073,883","1,865,226","1,208,657",-,-,-,-,-,-,-,-,-,"35,395","22,961","12,434","40,347","18,465","21,882",81,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
