,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,四国,,,,,,,,,九州,,,,,,,,,品種,,,,,,
,,香川県,,愛媛県,,,,,高知県,,計,福岡県,,,,,長崎県,,,,,,,,,
,,多度津,久通,小計,八幡浜,三島川之江,松山,新居浜,小計,須崎,,小計,北九州,博多,苅田,福岡県内諸港,小計,福江,崎戸,,,,,,,
合計,,"1,000","12,079","208,268","4,030","175,318","14,585","14,335","649,859","649,859","8,720,434","7,572,531","5,282,434","811,613","1,357,095","121,389","36,608",205,"31,030",合計,,,,,,
農水産品,,-,-,10,-,-,10,-,-,-,"31,785","18,110",-,"18,110",-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,"1,230","1,230",-,"1,230",-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,655,635,-,635,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,10,-,-,10,-,-,-,"1,365","1,365",-,"1,365",-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,"17,050","3,795",-,"3,795",-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,120,120,-,120,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,"11,345","10,945",-,"10,945",-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,"3,480",-,-,"3,480",-,-,-,"6,360","5,420",-,"5,420",-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,"1,060",960,-,960,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,750,-,-,750,-,-,-,"3,810","3,510",-,"3,510",-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,"2,680",-,-,"2,680",-,-,-,375,95,-,95,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,880,760,-,760,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,190,50,-,50,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,50,-,-,50,-,-,-,45,45,-,45,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,"12,079",570,-,-,570,-,"480,490","480,490","252,792","4,900","1,200","3,700",-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,"1,220","1,220","1,200",20,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,"12,079",570,-,-,570,-,"254,773","254,773","31,677",105,-,105,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,"225,717","225,717","107,285",25,-,25,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,"109,200",250,-,250,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,"3,100","3,100",-,"3,100",-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,310,200,-,200,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,"14,960",-,-,625,"14,335",-,-,"6,128,880","5,883,000","5,271,047","417,524","73,040","121,389",-,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,"1,705","1,675",-,"1,675",-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,10,-,-,10,-,-,-,"356,067","240,309","102,265","16,655",-,"121,389",-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,"14,335",-,-,-,"14,335",-,-,"1,245","1,225",-,"1,225",-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,-,-,-,-,"21,285","21,285",-,"21,285",-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,"5,588,336","5,498,700","5,168,290","313,040","17,370",-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,190,190,-,190,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,4,4,-,4,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,50,-,-,50,-,-,-,"12,950","12,910",-,"12,910",-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,"120,002","83,662",492,"27,500","55,670",-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,520,-,-,520,-,-,-,"19,206","15,670",-,"15,670",-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,-,-,-,"3,075","3,075",-,"3,075",-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,215,85,-,85,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,5,-,-,5,-,-,-,15,15,-,15,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,40,-,-,40,-,-,-,"4,585","4,195",-,"4,195",-,-,-,-,-,42,その他機械,,,,,
