,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,マレーシア,,シンガポール,,,インドネシア,,,,,,,,,,,,,,,,,,,,,
,,"タンジュン
ペレパス","諸港
(マレーシア)",小計,シンガポール,"諸港
(シンガポール)",小計,ビンタン,ウジュンパンダン,サマリンダ,バリクパパン,バンジャルマシン,ポンチアナ,スラバヤ,セマラン,ジャカルタ,ベラワン,ジャンビ,パレンバン,パダン,パンジャン,,,,,,,
合計,,"46,811","8,022","1,187,394","1,187,372",22,"889,899",360,120,"6,856","1,131","1,584","13,826","186,119","82,649","532,198","34,943","9,932","11,479",15,"3,238",合計,,,,,,
農水産品,,291,-,"162,230","162,230",-,"41,898",360,-,-,-,-,-,"29,146","3,544","6,701",323,-,-,-,"1,704",農水産品,,,,,,
1,麦,-,-,390,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,580,580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,225,225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,45,-,915,915,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,"15,347","15,347",-,"5,467",-,-,-,-,-,-,"3,657",295,-,217,-,-,-,"1,206",6,野菜・果物,,,,,
7,綿花,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,55,-,"19,428","19,428",-,"4,903",-,-,-,-,-,-,"2,114","1,748",935,106,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,22,-,"70,026","70,026",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,169,-,"55,274","55,274",-,"31,528",360,-,-,-,-,-,"23,375","1,501","5,766",-,-,-,-,498,11,水産品,,,,,
林産品,,"1,551",-,"13,219","13,219",-,"55,078",-,-,-,"1,131",-,"12,135","10,411",285,190,"16,034","5,085","9,060",-,57,林産品,,,,,,
12,原木,-,-,345,345,-,25,-,-,-,-,-,-,-,-,25,-,-,-,-,-,12,原木,,,,,
13,製材,21,-,"1,715","1,715",-,"2,190",-,-,-,"1,131",-,-,684,105,30,240,-,-,-,-,13,製材,,,,,
