14,樹脂類,"1,530",-,"9,389","9,389",-,"45,555",-,-,-,-,-,"11,355","7,560",180,90,"12,720","5,085","8,565",-,-,14,樹脂類,,,,,
15,木材チップ,-,-,150,150,-,119,-,-,-,-,-,-,60,-,15,44,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,"1,620","1,620",-,"7,189",-,-,-,-,-,780,"2,107",-,30,"3,030",-,495,-,57,17,薪炭,,,,,
鉱産品,,-,-,"13,667","13,667",-,"1,938",-,-,-,-,-,-,388,"1,205",315,30,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,"4,940","4,940",-,285,-,-,-,-,-,-,-,285,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,435,435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,450,450,-,255,-,-,-,-,-,-,225,-,-,30,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,"3,427","3,427",-,688,-,-,-,-,-,-,163,210,315,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,510,510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,870,870,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,"3,035","3,035",-,710,-,-,-,-,-,-,-,710,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"21,646","7,935","163,738","163,716",22,"169,010",-,-,-,-,-,-,"10,085","16,639","142,286",-,-,-,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,"2,299","2,520","2,520",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,"5,612","5,590",22,"1,420",-,-,-,-,-,-,855,-,565,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,"3,040","2,272","2,272",-,"2,238",-,-,-,-,-,-,15,210,"2,013",-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,983,"2,000","17,491","17,491",-,"27,122",-,-,-,-,-,-,"1,219",120,"25,783",-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,"5,289","5,289",-,147,-,-,-,-,-,-,-,-,147,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,"1,019","1,019",-,8,-,-,-,-,-,-,-,-,8,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,"1,060","1,060",-,124,-,-,-,-,-,-,-,-,124,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,8,-,"30,267","30,267",-,"52,953",-,-,-,-,-,-,"6,975","12,994","32,984",-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,478,478,-,204,-,-,-,-,-,-,30,-,174,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"5,086",-,"48,671","48,671",-,"58,335",-,-,-,-,-,-,42,-,"58,293",-,-,-,-,-,38,産業機械,,,,,
39,電気機械,"15,094",596,"24,773","24,773",-,"21,493",-,-,-,-,-,-,949,"3,315","17,229",-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,475,-,"23,101","23,101",-,"2,160",-,-,-,-,-,-,-,-,"2,160",-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,180,180,-,"2,806",-,-,-,-,-,-,-,-,"2,806",-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,"1,005","1,005",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"2,455",15,"192,217","192,217",-,"61,363",-,-,-,-,-,45,"9,941",105,"47,192","3,735",-,-,-,180,化学工業品,,,,,,
43,陶磁器,-,-,"16,918","16,918",-,"1,136",-,-,-,-,-,-,15,-,"1,121",-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,90,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,20,-,"1,696","1,696",-,599,-,-,-,-,-,-,15,-,584,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,90,-,"7,631","7,631",-,"2,087",-,-,-,-,-,-,240,-,"1,667",-,-,-,-,180,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,70,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,"3,261","3,261",-,15,-,-,-,-,-,-,-,-,15,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,240,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,30,-,-,-,-,-,-,-,-,30,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,497,-,"29,906","29,906",-,"14,370",-,-,-,-,-,45,"6,894",-,"5,916","1,380",-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,"1,629","1,629",-,195,-,-,-,-,-,-,-,60,105,30,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"1,848",15,"130,776","130,776",-,"42,931",-,-,-,-,-,-,"2,777",45,"37,754","2,325",-,-,-,-,57,その他化学工業品,,,,,
軽工業品,,"5,554",15,"311,968","311,968",-,"75,557",-,-,-,-,-,-,"33,097","3,110","37,777",306,-,-,15,"1,237",軽工業品,,,,,,
58,紙・パルプ,180,-,"21,651","21,651",-,"42,513",-,-,-,-,-,-,"18,389",-,"24,124",-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,"3,596","3,596",-,"3,811",-,-,-,-,-,-,172,150,"3,489",-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,15,-,"6,010","6,010",-,"10,015",-,-,-,-,-,-,"4,032",270,"5,713",-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,180,180,-,15,-,-,-,-,-,-,-,-,15,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"5,359",15,"157,335","157,335",-,"14,277",-,-,-,-,-,-,"7,265","1,940","3,649",186,-,-,15,"1,207",62,製造食品,,,,,
63,飲料,-,-,"86,293","86,293",-,270,-,-,-,-,-,-,180,-,60,-,-,-,-,30,63,飲料,,,,,
64,水,-,-,"16,320","16,320",-,15,-,-,-,-,-,-,15,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,"8,462","8,462",-,"3,231",-,-,-,-,-,-,"1,634",750,727,120,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,"12,121","12,121",-,"1,410",-,-,-,-,-,-,"1,410",-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"14,915",42,"288,040","288,040",-,"451,937",-,60,"6,856",-,"1,584","1,646","87,425","55,133","280,013","8,560","4,847","2,419",-,60,雑工業品,,,,,,
67,がん具,23,-,914,914,-,"4,118",-,-,-,-,-,-,105,60,"3,953",-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"7,089",-,"169,264","169,264",-,"182,604",-,-,-,-,-,-,"6,948","30,788","142,697","2,171",-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,404,-,"15,557","15,557",-,"5,815",-,-,-,-,-,-,"3,152",-,"2,663",-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"2,850",12,"27,193","27,193",-,"52,904",-,-,-,-,-,109,"6,910","12,604","32,261",990,-,30,-,-,70,家具装備品,,,,,
71,その他日用品,"3,362",-,"7,037","7,037",-,"54,606",-,-,-,-,-,-,"18,866",15,"33,235",-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,17,30,"34,196","34,196",-,"44,713",-,-,-,-,-,-,480,-,"44,233",-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,611,-,"27,212","27,212",-,"88,938",-,60,"6,856",-,"1,584","1,537","48,356","11,666","5,340","5,399","4,847","2,389",-,60,73,木製品,,,,,
74,その他製造工業品,559,-,"6,667","6,667",-,"18,239",-,-,-,-,-,-,"2,608",-,"15,631",-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,399,15,"42,315","42,315",-,"33,118",-,60,-,-,-,-,"5,626","2,628","17,724","5,955",-,-,-,-,特殊品,,,,,,
75,金属くず,-,-,"1,206","1,206",-,626,-,-,-,-,-,-,50,-,456,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,"1,369","1,369",-,22,-,-,-,-,-,-,22,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,"6,419","6,419",-,"3,055",-,60,-,-,-,-,"2,485",420,90,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,375,15,"30,636","30,636",-,"27,045",-,-,-,-,-,-,"1,035","2,208","16,842","5,955",-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,24,-,"2,685","2,685",-,"2,370",-,-,-,-,-,-,"2,034",-,336,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
