,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,大井,,,,,,若洲,,,,,,,,,,,,品種,,,,,,,
,,大井食品ふ頭（OL）,,,大井食品ふ頭（ON）,,,合計,,,若洲内貿ふ頭,,,15号地木材ふ頭,,,若洲建材ふ頭,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"76,282",-,"76,282","1,215",615,600,"1,391,677","528,122","863,555","627,864","457,822","170,042","6,102","2,376","3,726","757,711","67,924","689,787",合計,,,,,,,
農水産品,,"76,282",-,"76,282","1,215",615,600,"59,260","48,720","10,540","59,260","48,720","10,540",-,-,-,-,-,-,農水産品,,,,,,,
1,麦,"76,282",-,"76,282","1,215",615,600,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,,
2,米,-,-,-,-,-,-,"27,300","27,300",-,"27,300","27,300",-,-,-,-,-,-,-,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,-,-,-,-,-,-,"31,960","21,420","10,540","31,960","21,420","10,540",-,-,-,-,-,-,6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,,
林産品,,-,-,-,-,-,-,"6,102","2,376","3,726",-,-,-,"6,102","2,376","3,726",-,-,-,林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,-,-,-,-,-,-,"6,102","2,376","3,726",-,-,-,"6,102","2,376","3,726",-,-,-,13,製材,,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,,
鉱産品,,-,-,-,-,-,-,"706,099","59,911","646,188",-,-,-,-,-,-,"706,099","59,911","646,188",鉱産品,,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,-,-,-,-,-,-,"419,254","13,782","405,472",-,-,-,-,-,-,"419,254","13,782","405,472",21,砂利・砂,,,,,,
22,石材,-,-,-,-,-,-,"135,940",-,"135,940",-,-,-,-,-,-,"135,940",-,"135,940",22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,-,-,-,-,-,-,"150,905","46,129","104,776",-,-,-,-,-,-,"150,905","46,129","104,776",27,非金属鉱物,,,,,,
金属機械工業品,,-,-,-,-,-,-,"219,720","156,340","63,380","219,720","156,340","63,380",-,-,-,-,-,-,金属機械工業品,,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,,
31,金属製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,-,-,-,-,-,-,"150,592","117,432","33,160","150,592","117,432","33,160",-,-,-,-,-,-,33,完成自動車,,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,-,-,-,-,-,-,"30,220",-,"30,220","30,220",-,"30,220",-,-,-,-,-,-,37,その他輸送機械,,,,,,
