,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,6月,,7月,0,0,8月,0,0,9月,0,0,10月,0,0,11月,0,0,12月,0,0,品種,
,,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,
合計,,"1,322,104","2,057,117","3,556,238","1,402,449","2,153,789","3,048,161","1,180,303","1,867,858","3,097,619","1,227,506","1,870,113","3,211,509","1,260,752","1,950,757","3,255,769","1,259,624","1,996,145","3,156,794","1,226,433","1,930,361",合計,
農水産品,,"13,595","20,877","31,944","18,091","13,853","37,829","26,136","11,693","58,465","28,679","29,786","32,563","16,371","16,192","36,756","15,044","21,712","35,969","16,938","19,031",農水産品,
1,麦,852,"11,696","5,839","1,278","4,561","5,861","2,902","2,959","11,114","1,274","9,840","5,124",405,"4,719","11,018",980,"10,038","7,152",265,"6,887",1,麦
2,米,"2,735",955,"3,635","2,370","1,265","3,420","2,210","1,210","9,090","7,430","1,660","5,935","4,350","1,585","4,430","2,795","1,635","4,800","3,270","1,530",2,米
3,とうもろこし,30,-,-,-,-,-,-,-,15,15,-,-,-,-,73,73,-,-,-,-,3,とうもろこし
4,豆類,"2,460",575,"1,915","1,495",420,"2,920","2,660",260,"1,840","1,550",290,"1,492","1,200",292,"1,565","1,305",260,"1,780","1,555",225,4,豆類
5,その他雑穀,55,50,65,30,35,95,50,45,52,27,25,105,15,90,490,430,60,245,180,65,5,その他雑穀
6,野菜・果物,"4,955","2,356","11,427","9,063","2,364","16,204","12,764","3,440","18,744","12,033","6,711","14,190","6,435","7,755","11,928","5,676","6,252","13,452","7,552","5,900",6,野菜・果物
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花
8,その他農産品,391,75,793,698,95,"1,097",942,155,"1,585","1,170",415,"1,371","1,058",313,535,171,364,363,268,95,8,その他農産品
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛
10,その他畜産品,617,"2,708","4,077",977,"3,100","3,609","1,612","1,997","8,927","1,382","7,545","1,750","1,180",570,"1,544",889,655,"1,505",910,595,10,その他畜産品
11,水産品,"1,500","2,462","4,193","2,180","2,013","4,623","2,996","1,627","7,098","3,798","3,300","2,596","1,728",868,"5,173","2,725","2,448","6,672","2,938","3,734",11,水産品
林産業,,"6,528","1,528","11,510","10,317","1,193","6,975","5,795","1,180","12,680","6,176","6,504","9,788","6,725","3,063","11,261","7,833","3,428","7,836","6,515","1,321",林産業,
12,原木,-,-,-,-,-,-,-,-,960,-,960,20,-,20,-,-,-,-,-,-,12,原木
13,製材,"5,303",694,"9,501","8,887",614,"5,625","5,090",535,"7,127","5,021","2,106","7,016","5,835","1,181","7,696","6,338","1,358","6,508","5,650",858,13,製材
14,樹脂類,595,230,965,565,400,860,475,385,895,565,330,"1,030",735,295,"1,125",785,340,"1,075",720,355,14,樹脂類
15,木材チップ,-,69,60,-,60,126,-,126,"2,964",-,"2,964","1,331",-,"1,331","1,459",-,"1,459",4,-,4,15,木材チップ
16,その他林産品,620,530,939,835,104,334,200,134,714,580,134,376,150,226,956,695,261,234,130,104,16,その他林産品
17,薪炭,10,5,45,30,15,30,30,-,20,10,10,15,5,10,25,15,10,15,15,-,17,薪炭
鉱産品,,"11,589","418,677","444,193","4,861","439,332","366,933","5,991","360,942","334,418","6,536","327,882","400,257","6,052","394,205","394,842","12,395","382,447","351,880","6,964","344,916",鉱産品,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,"2,540",-,"2,540",-,-,-,-,-,-,18,石炭
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石
20,金属鉱,260,-,260,260,-,395,395,-,215,215,-,295,295,-,205,205,-,140,140,-,20,金属鉱
21,砂利・砂,"4,330","325,837","338,369",115,"338,254","292,654",61,"292,593","250,586","1,916","248,670","298,074","1,945","296,129","294,449","1,540","292,909","265,954","1,930","264,024",21,砂利・砂
