,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,北アメリカ,,,,,,,,南アメリカ,,,,,,,,,,,,品種,,,,,,
,,キューバ,,ドミニカ共和国,,プエルトリコ,,ベリーズ,,計,コロンビア,,エクアドル,,ペルー,,,,チリ,,,,,,,,,
,,小計,諸港(キューバ),小計,カウセード,小計,サンファン,小計,ベリーズ,,小計,カルタヘナ,小計,グァヤキル,小計,パイタ,カヤオ,イロ,小計,アリカ,イクイケ,,,,,,,
合計,,60,60,77,77,69,69,384,384,"452,355",455,455,855,855,"27,779",314,"27,435",30,"287,177",343,45,合計,,,,,,
農水産品,,60,60,-,-,-,-,-,-,"329,387",-,-,720,720,"12,473",284,"12,159",30,"193,820",204,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,351,-,-,-,-,351,-,351,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,510,-,-,-,-,450,-,450,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,112,-,-,-,-,112,-,112,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,"48,192",-,-,570,570,"9,171",24,"9,147",-,"38,451",9,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,"2,066",-,-,-,-,524,-,524,-,"1,527",-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,13,-,-,-,-,13,-,13,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,"134,336",-,-,-,-,-,-,-,-,"15,209",-,-,10,その他畜産品,,,,,
11,水産品,60,60,-,-,-,-,-,-,"143,807",-,-,150,150,"1,852",260,"1,562",30,"138,633",195,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,"1,751",-,-,-,-,-,-,-,-,"1,322",-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,"1,751",-,-,-,-,-,-,-,-,"1,322",-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,"4,215",-,-,-,-,30,-,30,-,"3,480",-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,"3,480",-,-,-,-,-,-,-,-,"3,480",-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,30,-,-,-,-,30,-,30,-,-,-,-,21,砂利・砂,,,,,
