,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,関東,,,中部,,,,,,,,,,近畿,,,,,品種,,,,,,
,,神奈川県,,,計,富山県,,静岡県,,,愛知県,,,,計,三重県,,,,,,,,,,
,,小計,川崎,横浜,,小計,伏木富山,小計,清水,御前崎,小計,衣浦,三河,名古屋,,小計,四日市,尾鷲,吉津,,,,,,,
合計,,"1,187,535","432,915","754,620","524,382","5,240","5,240","186,414","186,069",345,"332,728","65,417","1,531","265,780","1,514,894","569,772","409,421","2,253","140,400",合計,,,,,,
農水産品,,"91,883",95,"91,788",-,-,-,-,-,-,-,-,-,-,558,-,-,-,-,農水産品,,,,,,
1,麦,"68,880",-,"68,880",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,77,-,77,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,982,-,982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,7,綿花,,,,,
8,その他農産品,427,-,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"13,860",-,"13,860",-,-,-,-,-,-,-,-,-,-,450,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"7,657",95,"7,562",-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,11,水産品,,,,,
林産品,,"8,464",914,"7,550",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"3,726",914,"2,812",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,"4,738",-,"4,738",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"139,392","7,633","131,759","56,541",-,-,-,-,-,"56,541","54,039",952,"1,550","175,178","143,453",-,"2,253","140,400",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"139,392","7,633","131,759","2,502",-,-,-,-,-,"2,502",-,952,"1,550","40,178","8,453",-,"2,253","5,400",21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,"135,000","135,000",-,-,"135,000",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,"54,039",-,-,-,-,-,"54,039","54,039",-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"9,812","3,931","5,881","107,323",-,-,"1,745","1,440",305,"105,578",-,565,"105,013","513,105",90,90,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,"86,449",-,-,140,100,40,"86,309",-,551,"85,758","336,406",-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"1,298",747,551,60,-,-,60,60,-,-,-,-,-,542,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,"16,770",-,-,150,150,-,"16,620",-,-,"16,620","158,750",-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,70,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"3,271","1,401","1,870",76,-,-,76,56,20,-,-,-,-,475,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,"3,420",-,-,810,810,-,"2,610",-,-,"2,610","13,920",-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,372,50,322,135,-,-,135,130,5,-,-,-,-,"1,136",-,-,-,-,38,産業機械,,,,,
