15,木材チップ,-,-,-,-,-,-,-,-,-,120,90,-,-,30,"1,110",-,-,-,690,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,930,690,-,-,240,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,420,465,-,-,-,-,45,150,150,-,-,-,"5,687",-,"3,930",390,"1,211",-,17,薪炭,,,,,
鉱産品,,-,2,"20,694",-,-,-,-,-,"16,171","13,104","10,886",883,540,795,"15,492",599,"13,078",-,"1,275",225,鉱産品,,,,,,
18,石炭,-,-,"1,545",-,-,-,-,-,-,"4,063","3,150",763,-,150,"2,414",599,"1,815",-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,31,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,60,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,405,-,-,-,-,-,"2,241","2,055","1,230",105,255,465,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,2,"3,782",-,-,-,-,-,30,"1,113",888,15,135,75,"7,925",-,"7,100",-,555,225,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,90,-,-,-,90,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,930,-,930,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,"4,120",15,15,-,-,-,30,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,"14,871",-,-,-,-,-,"9,730","5,753","5,588",-,150,15,"4,193",-,"3,233",-,720,-,27,非金属鉱物,,,,,
金属機械工業品,,68,700,"319,437","38,454",402,-,"16,659","11,062","236,648","347,769","174,654","42,860","63,690","66,565","340,746",-,"162,603","14,867","85,473",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,"2,271",-,-,-,-,-,120,135,105,-,15,15,13,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,"11,612","1,005",-,-,-,30,370,"16,473","13,779",202,"1,271","1,221","5,617",-,46,-,"1,508",-,29,鋼材,,,,,
30,非鉄金属,-,-,"2,883",-,-,-,-,-,"1,516","16,024","6,499",757,"4,796","3,972","3,508",-,"1,595",-,"1,064",-,30,非鉄金属,,,,,
31,金属製品,68,570,"33,346","8,729",7,-,360,"8,725","14,209","110,109","66,791","6,973","17,624","18,721","103,504",-,"20,452","1,855","54,575",-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,15,-,-,-,15,36,-,15,-,21,-,32,鉄道車両,,,,,
33,完成自動車,-,-,67,-,-,-,-,-,60,518,191,30,11,286,33,-,33,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,15,-,-,-,-,-,"5,530","2,661",418,397,"1,133",713,"2,259",-,-,990,809,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,"1,635",660,-,-,-,-,535,607,397,15,45,150,393,-,393,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,130,"7,482",30,45,-,15,-,"6,418","41,313","30,943","3,704","3,367","3,299","71,997",-,"48,478","10,470","3,967",-,36,自動車部品,,,,,
37,その他輸送機械,-,-,"175,542",285,-,-,-,-,"58,082","8,464","1,653",555,"4,372","1,884","1,577",-,992,-,300,-,37,その他輸送機械,,,,,
38,産業機械,-,-,"53,807","4,414",348,-,"2,685","2,277","20,675","65,815","25,039","5,458","21,276","14,042","61,098",-,"51,881",880,"2,392",-,38,産業機械,,,,,
39,電気機械,-,-,"27,400","23,331",2,-,"13,599",30,"117,045","58,696","17,307","19,785","6,100","15,504","75,855",-,"32,433",672,"17,763",-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,"3,377",-,-,-,-,-,"12,088","20,995","11,339","1,592","2,820","5,244","12,826",-,"5,092",-,"2,468",-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,"5,179",178,"3,362",590,"1,049","1,188",-,541,-,441,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,765,15,30,270,450,842,-,652,-,165,-,42,その他機械,,,,,
化学工業品,,-,-,"82,214","1,138",-,"1,893","1,274","4,299","32,570","431,187","129,848","75,697","44,295","181,347","135,205",-,"24,989","1,463","41,157",30,化学工業品,,,,,,
43,陶磁器,-,-,"2,075",60,-,-,"1,274","3,939","1,248","4,663","2,099",-,"2,040",524,"14,612",-,"12,715",-,"1,035",-,43,陶磁器,,,,,
44,セメント,-,-,165,-,-,-,-,-,519,90,90,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,"3,853",-,-,-,-,15,711,"33,206","16,907","3,390","4,606","8,303","2,600",-,"2,223",-,85,-,45,ガラス類,,,,,
46,窯業品,-,-,"33,309",105,-,-,-,60,"12,820","6,637","5,381",880,163,213,"1,734",-,450,-,487,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,158,98,-,60,-,7,-,7,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,15,-,-,-,-,-,-,660,480,-,75,105,"1,755",-,-,-,"1,755",-,52,その他石油製品,,,,,
53,コークス,-,-,"4,903",-,-,"1,893",-,-,105,"5,400","1,680",-,"3,495",225,75,-,75,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,"18,766",58,-,-,-,-,"11,745","49,507","21,279","5,176","11,210","11,842","13,771",-,"2,401",930,"8,790",-,55,化学薬品,,,,,
56,化学肥料,-,-,"3,540",-,-,-,-,-,566,"4,410","2,805",105,105,"1,395",585,-,585,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,"15,588",915,-,-,-,285,"4,856","326,441","79,014","66,146","22,541","158,740","100,066",-,"6,533",533,"29,005",30,57,その他化学工業品,,,,,
軽工業品,,-,300,"65,618","1,635","13,860",-,-,-,"53,212","190,599","157,645","7,886","12,313","12,755","129,050",-,"19,346","5,315","36,389",-,軽工業品,,,,,,
58,紙・パルプ,-,-,"18,638",165,-,-,-,-,"26,705","67,643","64,149","1,045","1,329","1,120","10,323",-,"7,389",-,"1,795",-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,60,60,-,-,-,-,-,"10,590","7,037",210,195,"3,148",669,-,-,-,45,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,285,"13,659","1,410",300,-,-,-,"6,475","31,897","24,014","2,709","2,163","3,011","11,029",-,"4,249",624,"2,134",-,60,その他繊維工業品,,,,,
61,砂糖,-,-,226,-,-,-,-,-,150,570,180,60,15,315,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,15,"31,937",-,"13,539",-,-,-,"19,882","51,100","37,663","3,802","5,644","3,991","95,084",-,"6,353","4,676","26,749",-,62,製造食品,,,,,
63,飲料,-,-,75,-,21,-,-,-,-,"13,920","13,463",60,262,135,"10,910",-,"1,115",-,"5,531",-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,"4,494","4,494",-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,540,-,-,-,-,-,-,"3,615",255,-,"2,685",675,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,483,-,-,-,-,-,-,"6,770","6,390",-,20,360,"1,035",-,240,15,135,-,66,その他食料工業品,,,,,
雑工業品,,900,37,"138,167","54,440","21,687",-,"1,510",594,"56,973","382,675","199,749","22,736","85,490","74,700","1,253,442",-,"361,109","19,134","287,049","1,285",雑工業品,,,,,,
67,がん具,-,-,936,105,15,-,-,-,779,"4,797","1,855",713,"1,333",896,"85,363",-,"60,221",210,"2,672",-,67,がん具,,,,,
68,衣服・身廻品・はきもの,885,37,"52,813","24,111","21,372",-,385,28,"19,628","50,420","32,426","1,989","10,255","5,750","817,079",-,"234,217","15,866","198,180",40,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,"4,766","5,278",135,-,30,-,"5,777","62,111","12,001","11,379","15,209","23,522","77,751",-,"12,649","2,490","20,207",-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,"52,603","23,791",60,-,990,551,"18,624","129,504","57,829","3,124","48,746","19,805","223,481",-,"38,314",270,"46,856","1,230",70,家具装備品,,,,,
71,その他日用品,-,-,"12,357",315,-,-,-,-,"4,023","14,792","5,200","2,912","1,003","5,677","8,540",-,"5,114",240,"1,741",-,71,その他日用品,,,,,
72,ゴム製品,15,-,"4,603",120,-,-,-,-,"1,188","35,340","17,722",551,"4,503","12,564","6,194",-,"2,693",-,"1,715",-,72,ゴム製品,,,,,
73,木製品,-,-,"5,931",15,90,-,-,-,"5,716","69,768","68,199",45,804,720,"20,380",-,"6,708",-,"8,770",15,73,木製品,,,,,
74,その他製造工業品,-,-,"4,158",705,15,-,105,15,"1,238","15,943","4,517","2,023","3,637","5,766","14,654",-,"1,193",58,"6,908",-,74,その他製造工業品,,,,,
特殊品,,26,-,"14,812","12,900",-,-,-,-,"38,934","97,482","57,817","7,536","12,361","19,768","154,411",-,"112,679","2,940","20,970",-,特殊品,,,,,,
75,金属くず,-,-,78,-,-,-,-,-,-,"5,187","3,899",450,298,540,297,-,74,-,120,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,"1,620","1,365",-,90,165,630,-,-,-,60,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,417,-,-,-,-,-,-,"19,078","16,063",600,"2,145",270,"11,306",-,120,-,"9,311",-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,26,-,"13,011","12,900",-,-,-,-,"38,052","69,855","36,239","6,123","9,428","18,065","134,829",-,"109,965","2,940","10,145",-,80,輸送用容器,,,,,
81,取合せ品,-,-,"1,306",-,-,-,-,-,882,"1,742",251,363,400,728,"7,349",-,"2,520",-,"1,334",-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
