,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,,,,,,,,,台湾,,,,,ベトナム,,,,,,,,,,,,
,,揚州,肇慶,"新港,天津",乍浦,石島,興安,三山,三水,諸港(中国),小計,高雄,基隆,台中,諸港(台湾),小計,カムファー,ハイフォン,ダナン,"ホーチミン
及びカトライ",クイニヨン,,,,,,,
合計,,994,"1,054","651,733","109,032","46,070","1,893","19,443","15,955","478,089","1,595,400","849,900","157,998","227,867","359,635","2,203,295",599,"706,500","51,294","518,953","1,540",合計,,,,,,
農水産品,,-,15,"9,858",-,"10,121",-,-,-,"42,728","102,546","90,893",216,"9,178","2,259","164,446",-,"8,698","7,155","42,484",-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,"1,095","1,095",-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,30,-,-,-,-,-,15,105,45,-,-,60,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,"6,451",-,"1,294",-,-,-,"30,043","47,264","44,551",-,"2,533",180,"15,662",-,"3,954",-,"3,721",-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,120,105,105,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,15,"2,834",-,150,-,-,-,"5,251","15,916","8,932",-,"6,615",369,"26,872",-,45,-,"9,855",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,408,-,15,-,-,-,61,"11,651","11,591",-,-,60,60,-,-,-,26,-,10,その他畜産品,,,,,
11,水産品,-,-,105,-,"8,662",-,-,-,"7,238","26,395","24,574",201,30,"1,590","121,852",-,"4,699","7,155","28,882",-,11,水産品,,,,,
林産品,,-,-,933,465,-,-,-,-,853,"30,038","28,408",184,-,"1,446","10,503",-,"3,998",420,"4,156",-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,68,-,-,-,12,原木,,,,,
13,製材,-,-,513,-,-,-,-,-,808,"28,088","26,758",184,-,"1,146",579,-,-,-,516,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,750,720,-,-,30,"3,059",-,-,30,"1,739",-,14,樹脂類,,,,,
