,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
航路別,合計,,,ドルフィン,,,芝浦ふ頭,,,芝浦物揚場,,,日の出ふ頭,,,竹芝ふ頭,,,品川コンテナ,,,品川内貿,,,月島ふ頭,,,10号西岸壁,,,10号東岸壁,,,東京港フェリーふ頭,,,多目的ふ頭,,,辰巳ふ頭,,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,大井コンテナふ頭,,,大井水産物ふ頭,,,大井食品ふ頭（OL）,,,大井食品ふ頭（ON）,,,若洲内貿ふ頭,,,15号地木材ふ頭,,,若洲建材ふ頭,,,大井建材ふ頭,,,城南島建設発生土ふ頭,,,中央防波堤内側ばら物ふ頭,,,中央防波堤内側建設発生土ふ頭,,,中央防波堤内側内貿ふ頭,,,民間,,,航路別
,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,
合計,"39,312,245","15,054,365","24,257,880","89,242","89,242",-,"737,508","19,390","718,118","85,270","61,850","23,420","37,290",-,"37,290","83,437","57,184","26,253","7,013",690,"6,323","2,991,900","1,774,646","1,217,254","16,786","7,428","9,358","6,403,420","3,945,363","2,458,057","366,063","1,366","364,697","10,734,800","5,566,510","5,168,290",100,50,50,"385,744","155,350","230,394","213,007","126,783","86,224","170,833","147,716","23,117","121,400","29,154","92,246","1,089,685","414,842","674,843",50,50,-,"76,282",-,"76,282","1,215",615,600,"627,864","457,822","170,042","6,102","2,376","3,726","757,711","67,924","689,787","1,364,772",600,"1,364,172","873,950","873,950",-,"58,603","20,343","38,260","183,222","183,222",-,"1,023,166","523,995","499,171","10,805,810","525,904","10,279,906",合計
定期航路計,"23,575,352","13,001,626","10,573,726",-,-,-,-,-,-,-,-,-,-,-,-,"83,070","56,817","26,253",-,-,-,"2,991,900","1,774,646","1,217,254",-,-,-,"6,397,526","3,945,363","2,452,163",-,-,-,"10,734,800","5,566,510","5,168,290",-,-,-,"4,344","3,173","1,171","111,730","82,569","29,161","76,550","76,550",-,"99,260","13,240","86,020","807,357","217,336","590,021",-,-,-,-,-,-,-,-,-,"627,864","457,822","170,042",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,023,166","523,995","499,171","617,785","283,605","334,180",定期航路計
北海道,"4,248,840","2,387,924","1,860,916",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,991,900","1,774,646","1,217,254",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,397","9,892","4,505","16,520","16,520",-,"99,260","13,240","86,020","103,597","49,631","53,966",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,023,166","523,995","499,171",,,,北海道
東北,"403,945","215,553","188,392",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,403",-,"5,403",-,-,-,-,-,-,-,-,-,-,-,-,"72,220","55,198","17,022","45,705","45,705",-,-,-,-,"280,617","114,650","165,967",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,東北
関東,"619,011","283,735","335,276",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,784,130,654,-,-,-,-,-,-,442,-,442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"617,785","283,605","334,180",関東
伊豆諸島,"87,414","59,990","27,424",-,-,-,-,-,-,-,-,-,-,-,-,"83,070","56,817","26,253",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,344","3,173","1,171",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,伊豆諸島
中部,"259,937","54,770","205,167",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"22,526","15,676","6,850","14,325","14,325",-,-,-,-,"223,086","24,769","198,317",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,中部
近畿,"103,952","13,314","90,638",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,803","1,673",130,-,-,-,-,-,-,"102,149","11,641","90,508",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,近畿
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,中国
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,四国
九州,"16,469,982","8,956,845","7,513,137",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,637,716","3,373,690","2,264,026",-,-,-,"10,734,800","5,566,510","5,168,290",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"97,466","16,645","80,821",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,九州
沖縄,"1,382,271","1,029,495","352,776",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"754,407","571,673","182,734",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"627,864","457,822","170,042",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,沖縄
不定期航路,"15,736,893","2,052,739","13,684,154","89,242","89,242",-,"737,508","19,390","718,118","85,270","61,850","23,420","37,290",-,"37,290",367,367,-,"7,013",690,"6,323",-,-,-,"16,786","7,428","9,358","5,894",-,"5,894","366,063","1,366","364,697",-,-,-,100,50,50,"381,400","152,177","229,223","101,277","44,214","57,063","94,283","71,166","23,117","22,140","15,914","6,226","282,328","197,506","84,822",50,50,-,"76,282",-,"76,282","1,215",615,600,-,-,-,"6,102","2,376","3,726","757,711","67,924","689,787","1,364,772",600,"1,364,172","873,950","873,950",-,"58,603","20,343","38,260","183,222","183,222",-,-,-,-,"10,188,025","242,299","9,945,726",不定期航路
