,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,ポーランド,,,フィンランド,,,,,,,,フランス,,,,,ドイツ,,,,,,,,,,
,,グジニア,グダニスク,シュチェチン,小計,ケミ,オウル,ヘルシンキ,ラウマ,コトカ,コッコラ,"諸港
(フィンランド)",小計,ダンケルク,ルアーブル,ブレスト,諸港(フランス),小計,ハンブルグ,"ブレーメル
ハーフェン","ビルへルムス
ハーフェン",,,,,,,
合計,,"3,304","22,131",210,"72,355",75,"2,241","7,782","4,521","57,500",141,95,"327,399",105,"281,622",90,"45,582","554,245","537,166","13,884","2,595",合計,,,,,,
農水産品,,740,"2,117",-,165,-,-,165,-,-,-,-,"18,820",-,"18,495",90,235,"27,287","21,366","3,248","2,433",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,"1,470",-,"1,470",-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,38,-,38,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,150,21,-,-,-,-,-,-,-,-,-,"1,405",-,"1,230",-,175,440,440,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,"1,136",-,"1,136",-,-,"2,659","2,659",-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,30,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,300,"1,535",-,60,-,-,60,-,-,-,-,"14,351",-,"14,321",-,30,"20,222","14,541","3,008","2,433",10,その他畜産品,,,,,
11,水産品,290,561,-,105,-,-,105,-,-,-,-,375,-,285,90,-,"3,966","3,726",240,-,11,水産品,,,,,
林産品,,-,-,-,"26,996",-,-,"1,362","1,378","24,196",-,60,"2,122",-,"1,432",-,690,"48,044","47,294",720,30,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,"26,996",-,-,"1,362","1,378","24,196",-,60,720,-,30,-,690,"46,642","45,922",720,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,682,-,682,-,-,120,120,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,720,-,720,-,-,"1,282","1,252",-,30,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,60,24,-,715,-,-,-,715,-,-,-,"4,100",-,"4,100",-,-,"16,766","9,810","6,956",-,鉱産品,,,,,,
18,石炭,60,24,-,715,-,-,-,715,-,-,-,30,-,30,-,-,"12,796","5,881","6,915",-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,150,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,"3,891",-,"3,891",-,-,535,524,11,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,119,-,119,-,-,"1,815","1,815",-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,"1,470","1,440",30,-,27,非金属鉱物,,,,,
金属機械工業品,,330,711,210,889,-,57,367,173,251,6,35,"18,174",-,"17,039",-,"1,135","207,964","207,126",418,90,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,210","3,210",-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,35,-,-,-,-,-,-,35,373,-,349,-,24,"4,837","4,837",-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,353,-,353,-,-,"1,925","1,925",-,-,30,非鉄金属,,,,,
31,金属製品,60,-,-,132,-,-,15,117,-,-,-,797,-,707,-,90,"20,703","20,655",48,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,241","3,241",-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,55,-,55,-,-,"2,004","2,004",-,-,33,完成自動車,,,,,
34,その他輸送用車両,41,-,-,13,-,-,13,-,-,-,-,33,-,33,-,-,935,934,1,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,528","6,528",-,-,35,二輪自動車,,,,,
36,自動車部品,145,163,-,193,-,-,-,-,193,-,-,"4,173",-,"4,173",-,-,"59,459","59,330",129,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,"1,814",-,"1,769",-,45,768,768,-,-,37,その他輸送機械,,,,,
38,産業機械,84,383,-,309,-,36,164,45,58,6,-,"5,623",-,"5,424",-,199,"72,973","72,373",180,90,38,産業機械,,,,,
39,電気機械,-,165,-,207,-,21,175,11,-,-,-,"3,712",-,"3,085",-,627,"21,465","21,420",45,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,210,-,-,-,-,-,-,-,-,"1,241",-,"1,091",-,150,"8,895","8,880",15,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,431,431,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,590,590,-,-,42,その他機械,,,,,
