16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,16,その他林産品,,,,,
17,薪炭,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,949,555,"1,986",-,-,-,226,135,90,-,15,-,-,-,-,-,-,30,852,337,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,27,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,2,26,原塩,,,,,
27,非金属鉱物,949,555,"1,958",-,-,-,225,135,90,-,15,-,-,-,-,-,-,30,591,335,27,非金属鉱物,,,,,
金属機械工業品,,"58,949","48,273","18,749",-,-,268,"34,101","182,623","128,594","6,553","24,507",-,-,-,184,-,590,"22,195","343,214","21,214",金属機械工業品,,,,,,
28,鉄鋼,"8,089","2,440",-,-,-,-,-,80,-,5,15,-,-,-,-,-,-,60,"3,220",3,28,鉄鋼,,,,,
29,鋼材,"13,760","4,394","1,471",-,-,-,34,"60,922","38,185",108,"3,768",-,-,-,120,-,75,"18,666","18,548","3,488",29,鋼材,,,,,
30,非鉄金属,"2,446","1,881",266,-,-,-,111,"1,348",593,220,420,-,-,-,6,-,-,109,"6,489",868,30,非鉄金属,,,,,
31,金属製品,"6,470","3,798","2,440",-,-,61,"2,110","7,212","3,701",167,"2,261",-,-,-,16,-,5,"1,062","25,343","1,415",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,39,16,91,-,-,-,"19,842","10,004","10,004",-,-,-,-,-,-,-,-,-,989,17,33,完成自動車,,,,,
34,その他輸送用車両,36,93,358,-,-,-,-,120,83,1,36,-,-,-,-,-,-,-,251,17,34,その他輸送用車両,,,,,
35,二輪自動車,14,351,-,-,-,-,-,120,17,-,103,-,-,-,-,-,-,-,45,-,35,二輪自動車,,,,,
36,自動車部品,"4,484","1,463",523,-,-,-,"3,288","5,182","4,780",-,338,-,-,-,-,-,-,64,"151,973","1,645",36,自動車部品,,,,,
37,その他輸送機械,-,132,7,-,-,-,1,48,29,-,19,-,-,-,-,-,-,-,212,31,37,その他輸送機械,,,,,
38,産業機械,"3,980","8,848","3,211",-,-,-,"1,671","72,101","64,046",828,"5,998",-,-,-,2,-,-,"1,227","69,114","4,112",38,産業機械,,,,,
39,電気機械,"13,759","23,030","8,842",-,-,207,"5,775","21,471","5,502","4,936","10,030",-,-,-,11,-,504,488,"38,490","4,774",39,電気機械,,,,,
40,測量・光学・医療用機械,"5,746","1,262","1,095",-,-,-,159,"3,915","1,571",288,"1,502",-,-,-,29,-,6,519,"20,141","1,722",40,測量・光学・医療用機械,,,,,
41,事務用機器,-,311,9,-,-,-,-,84,68,-,16,-,-,-,-,-,-,-,"4,945",28,41,事務用機器,,,,,
42,その他機械,126,254,436,-,-,-,"1,110",16,15,-,1,-,-,-,-,-,-,-,"3,454","3,094",42,その他機械,,,,,
化学工業品,,"26,249","53,408","29,314",-,-,569,"28,012","88,891","26,745",665,"36,314",-,-,-,459,-,"2,560","22,148","136,844","27,022",化学工業品,,,,,,
43,陶磁器,15,814,672,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,281,11,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,162,135,120,-,-,-,-,-,-,-,-,15,-,-,44,セメント,,,,,
45,ガラス類,"5,625","1,005",120,-,-,17,"1,374",257,5,-,252,-,-,-,-,-,-,-,"1,126",545,45,ガラス類,,,,,
46,窯業品,"1,168","1,013","1,294",-,-,-,"2,441","17,256","10,411",91,422,-,-,-,-,-,176,"6,156","8,229","1,261",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,154,"1,963",120,-,-,-,45,945,265,-,586,-,-,-,-,-,-,94,"1,498",370,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,15,121,30,-,-,-,6,76,1,2,37,-,-,-,34,-,1,1,496,190,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,225,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"4,988","4,297","9,964",-,-,-,207,"5,718","1,089",30,"1,643",-,-,-,45,-,101,"2,810","36,233","2,225",55,化学薬品,,,,,
56,化学肥料,870,15,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"13,189","44,165","17,084",-,-,552,"23,733","64,504","14,854",542,"33,374",-,-,-,380,-,"2,282","13,072","88,981","22,420",57,その他化学工業品,,,,,
軽工業品,,"11,854","27,015","4,103",-,-,223,"10,616","26,758","7,545",51,"7,965",-,-,-,"1,102",-,313,"9,782","34,519","9,495",軽工業品,,,,,,
58,紙・パルプ,"10,112","5,789","2,484",-,-,-,"1,619","11,997","2,297",-,"3,496",-,-,-,"1,096",-,-,"5,108","22,175","4,029",58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,1,6,-,-,-,-,264,1,-,255,-,-,-,-,-,-,8,489,47,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,285,"1,026",148,-,-,-,"1,230","2,629","1,700",49,671,-,-,-,6,-,29,174,"3,036",558,60,その他繊維工業品,,,,,
61,砂糖,-,151,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,15,15,61,砂糖,,,,,
62,製造食品,"1,420","17,723","1,415",-,-,188,"5,295","9,178","2,941",2,"3,326",-,-,-,-,-,284,"2,625","8,060","4,345",62,製造食品,,,,,
63,飲料,37,"2,310",50,-,-,35,"2,457",874,582,-,217,-,-,-,-,-,-,75,651,423,63,飲料,,,,,
64,水,-,4,-,-,-,-,-,"1,816",24,-,-,-,-,-,-,-,-,"1,792",74,74,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,4,66,その他食料工業品,,,,,
雑工業品,,"5,140","28,473","12,555",-,30,6,"5,469","37,014","19,755",113,"12,838",30,-,-,121,1,81,"4,075","48,015","4,879",雑工業品,,,,,,
67,がん具,-,"2,251",-,-,-,-,47,108,95,-,13,-,-,-,-,-,-,-,326,31,67,がん具,,,,,
68,衣服・身廻品・はきもの,74,"3,234",571,-,-,6,399,941,366,-,416,-,-,-,-,1,-,158,"6,966",847,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,597,"3,122",449,-,-,-,210,"9,193","5,044",90,"2,327",-,-,-,30,-,26,"1,676","2,218","1,386",69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,490,"4,990",812,-,30,-,301,944,254,5,535,30,-,-,-,-,-,120,"15,184","1,516",70,家具装備品,,,,,
71,その他日用品,382,"2,474",66,-,-,-,165,"3,192","1,112",1,"1,258",-,-,-,-,-,-,821,"5,289",133,71,その他日用品,,,,,
72,ゴム製品,"1,908","2,014",74,-,-,-,165,"3,218","2,310",15,684,-,-,-,78,-,45,86,"8,154",183,72,ゴム製品,,,,,
73,木製品,-,5,36,-,-,-,14,215,-,-,7,-,-,-,-,-,-,208,165,75,73,木製品,,,,,
74,その他製造工業品,"1,689","10,383","10,547",-,-,-,"4,168","19,203","10,574",2,"7,598",-,-,-,13,-,10,"1,006","9,713",708,74,その他製造工業品,,,,,
特殊品,,"54,238","17,711","76,499","10,494",-,56,"38,804","749,673","275,121","3,802","30,445",-,"6,871","10,590","2,437","150,776","78,000","191,631","156,925","8,783",特殊品,,,,,,
75,金属くず,"17,073",30,"25,068","10,494",-,-,-,"289,290","106,014",-,"1,320",-,-,"10,590",15,"150,776",-,"20,575","4,035",415,75,金属くず,,,,,
76,再利用資材,"27,125","11,221","50,019",-,-,-,"32,442","421,999","149,719","3,750","15,397",-,"6,871",-,"1,875",-,"77,850","166,537","122,602","6,166",76,再利用資材,,,,,
77,動植物性製造飼肥料,"1,106",94,60,-,-,-,253,"7,921","1,187",-,"3,606",-,-,-,2,-,150,"2,976",619,587,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"8,343","3,417","1,052",-,-,51,"1,323","29,120","17,536",52,"9,742",-,-,-,415,-,-,"1,375","11,265","1,093",80,輸送用容器,,,,,
81,取合せ品,591,"2,949",300,-,-,5,"4,786","1,343",665,-,380,-,-,-,130,-,-,168,"18,404",522,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
