,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,台湾,,,,,,,ベトナム,,,,,,,,,,,タイ,,,,,,,,
,,高雄,基隆,台中,蘇澳,台東,"台北
（淡水新港）",諸港(台湾),小計,ハイフォン,ダナン,"ホーチミン
及びカトライ",クイニヨン,ヴンタウ,カイラン,ハノイ,フーミ,カイメップ,諸港(ベトナム),小計,バンコク,,,,,,,
合計,,"165,232","193,264","144,051","10,494",30,"1,485","128,121","1,115,073","466,397","12,163","125,983",30,"6,871","10,590","4,303","150,777","82,806","255,153","810,604","86,115",合計,,,,,,
農水産品,,"6,981","17,782",621,-,-,363,"10,732","28,694","8,510",979,"13,899",-,-,-,-,-,"1,262","4,044","90,079","14,379",農水産品,,,,,,
1,麦,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,12,155,2,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,15,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"3,189","14,404",585,-,-,363,"10,005",568,390,-,148,-,-,-,-,-,-,30,"1,713",44,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,802,778,30,-,-,-,282,297,57,-,195,-,-,-,-,-,-,45,87,6,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,191,-,-,-,-,-,"2,598","2,400",-,168,-,-,-,-,-,-,30,"21,216",215,10,その他畜産品,,,,,
11,水産品,"2,963","2,150",4,-,-,-,378,"25,231","5,663",979,"13,388",-,-,-,-,-,"1,262","3,939","67,063","14,114",11,水産品,,,,,
林産品,,872,47,224,-,-,-,161,"1,285",37,-,-,-,-,-,-,-,-,"1,248",156,6,林産品,,,,,,
12,原木,831,28,171,-,-,-,161,"1,248",-,-,-,-,-,-,-,-,-,"1,248",-,-,12,原木,,,,,
13,製材,41,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,37,37,-,-,-,-,-,-,-,-,-,10,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,2,15,木材チップ,,,,,
