,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,南アメリカ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,チリ,,,,,,,,ブラジル,,,,,,,,,,,アルゼンチン,,,,,,,
,,アントファガスタ,バルパライソ,サンアントニオ,プエルトモント,プンタ　アレナス,リルケン,コロネル,諸港(チリ),小計,サルバドル,ビトリア,リオデジャネイロ,サントス,パラナグァ,リオグランデ,"イタジャイ及び
ナヴェガンテス",インビトゥーバ,"セペティバ及び
イタグアイ",諸港(ブラジル）,小計,,,,,,,
合計,,25,"3,194","123,565",90,630,"143,367","8,470","7,448","131,014",15,35,375,"15,629","41,993","7,042","12,013",60,"1,043","52,809","4,034",合計,,,,,,
農水産品,,-,"2,035","48,188",90,630,"135,591","6,819",263,"118,696",-,-,-,"12,318","40,956","3,754","11,833",60,30,"49,745","3,408",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,"1,165","32,566",-,-,"4,073",638,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,141,-,-,"1,266",120,-,15,-,-,-,-,-,15,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,660,"13,965",-,-,524,60,-,"118,681",-,-,-,"12,318","40,956","3,739","11,833",60,30,"49,745",296,10,その他畜産品,,,,,
