,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,東北,関東,,,,,,,,,,,,,,,,,品種,,,,,,
,,福島県,計,茨城県,,,,千葉県,,,,東京都,,,,,,,,,,,,,,
,,相馬,,小計,鹿島,那珂湊,茨城(常陸那珂),小計,千葉,木更津,館山,小計,大島（元町）,大島（岡田）,大島（波浮）,新島,神津島,三宅島（三池）,三宅島諸港,,,,,,,
合計,,"10,802","1,458,467","47,164","12,243","25,051","9,870","929,404","788,645","23,489","117,270","295,386","37,757","11,466","24,575","41,233","29,705","13,294","26,188",合計,,,,,,
農水産品,,-,"53,058","3,258",573,"1,470","1,215",986,986,-,-,"23,108",929,"5,126",230,"2,348","1,634",-,"3,091",農水産品,,,,,,
1,麦,-,"6,584",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,"13,435",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,"1,425",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,"7,609",-,-,-,-,-,-,-,-,"6,530",929,"1,155",-,644,501,-,727,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,818,-,-,-,-,-,-,-,-,260,-,-,230,30,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,"8,708",-,-,-,-,-,-,-,-,"8,183",-,"1,989",-,839,570,-,"1,186",10,その他畜産品,,,,,
11,水産品,-,"13,844","3,258",573,"1,470","1,215",986,986,-,-,"8,135",-,"1,982",-,835,563,-,"1,178",11,水産品,,,,,
林産品,,-,"20,365",-,-,-,-,-,-,-,-,"17,694","3,852",-,610,"2,377",755,600,"1,691",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,"18,360",-,-,-,-,-,-,-,-,"15,734","3,852",-,230,"1,987",225,-,"1,691",13,製材,,,,,
14,樹脂類,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,"1,960",-,-,-,-,-,-,-,-,"1,960",-,-,380,390,530,600,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"6,802","64,563",-,-,-,-,"50,329","18,810","21,719","9,800","2,688",-,-,"2,400",20,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,"1,395",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"2,002","15,351",-,-,-,-,"11,200",-,"1,400","9,800","2,688",-,-,"2,400",20,-,-,-,21,砂利・砂,,,,,
22,石材,-,"8,613",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"4,800","39,204",-,-,-,-,"39,129","18,810","20,319",-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"101,545","22,135","5,385","11,852","4,898","3,294","3,294",-,-,"68,482","6,805",78,"6,699","12,496","7,393","3,940","4,968",金属機械工業品,,,,,,
28,鉄鋼,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,"11,157",-,-,-,-,-,-,-,-,"11,136",-,-,"1,510","3,060","1,520","1,480",-,29,鋼材,,,,,
30,非鉄金属,-,214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,"19,069",-,-,-,-,-,-,-,-,"18,565","1,983",5,994,"2,009","1,653",340,"2,109",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,"13,961",-,-,-,-,-,-,-,-,"13,886","2,987",-,4,747,649,-,"2,076",33,完成自動車,,,,,
34,その他輸送用車両,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,155,-,-,-,-,-,-,-,-,155,-,73,-,12,13,-,19,35,二輪自動車,,,,,
36,自動車部品,-,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,"8,571",-,-,-,-,-,-,-,-,"8,540",-,-,"3,190","2,630","1,150","1,420",-,37,その他輸送機械,,,,,
