,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,関東,,,,,,,,,,,,,,,,,,品種,,,,,,
,,茨城県,千葉県,,,東京都,,,,,,,,,,,,,,,,,,,,
,,茨城(常陸那珂),小計,千葉,木更津,小計,大島（元町）,大島（岡田）,大島（波浮）,新島,神津島,三宅島（三池）,三宅島諸港,八丈島（神湊）,利島,御蔵島,青ヶ島,式根島諸港,小笠原（二見）,,,,,,,
合計,,"2,920","6,369,470","4,111,785","2,257,685","129,632","12,539","9,950","8,504","21,776","16,241","4,382","10,042","25,165","2,441","1,965","1,284","2,602","12,741",合計,,,,,,
農水産品,,120,"3,495","3,495",-,"11,456",-,"1,564",-,318,"1,791",10,"1,862","5,654",61,53,-,143,-,農水産品,,,,,,
1,麦,-,"3,437","3,437",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,20,-,-,-,10,-,10,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,120,58,58,-,"11,436",-,"1,564",-,308,"1,791",-,"1,862","5,654",61,53,-,143,-,11,水産品,,,,,
林産品,,-,-,-,-,"5,010",606,-,95,"1,283",597,-,55,"1,210",76,-,84,118,886,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,"2,254",-,-,2,"1,139",4,-,55,989,7,-,58,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,914,-,-,-,-,-,-,-,28,-,-,-,-,886,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,"1,842",606,-,93,144,593,-,-,193,69,-,26,118,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,"3,027,732","961,681","2,066,051",856,-,-,210,621,25,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,"1,340","1,340",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,"2,868,356","841,375","2,026,981",205,-,-,180,-,25,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,"44,540","5,800","38,740",30,-,-,30,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,"113,166","113,166",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,330,-,330,621,-,-,-,621,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,457","42,293","5,010","37,283","27,713","2,368",122,"2,336","8,045","4,104","2,455","1,720","2,336",843,612,391,269,"2,112",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,"38,176",893,"37,283","3,615",-,-,270,"1,340",930,915,-,150,10,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,"1,033","1,033",-,"4,398",14,-,201,"1,373",414,230,430,636,181,39,319,24,537,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,"5,657","1,516",-,-,244,265,-,"1,086",788,52,297,46,82,"1,281",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,190,-,122,-,9,11,-,21,22,-,1,-,3,1,35,二輪自動車,,,,,
36,自動車部品,-,"1,696","1,696",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,"1,360",-,-,580,350,190,130,-,-,110,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,250,153,153,-,"12,409",838,-,"1,235","4,718","2,272","1,180",183,740,490,275,26,159,293,38,産業機械,,,,,
39,電気機械,523,210,210,-,84,-,-,50,11,22,-,-,-,-,-,-,1,-,39,電気機械,,,,,
40,測量・光学・医療用機械,534,571,571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,150,454,454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,565,"3,293,900","3,139,549","154,351",424,-,-,80,125,90,-,-,-,-,-,-,110,19,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,"154,351",-,"154,351",30,-,-,-,30,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,245,-,-,-,55,90,-,-,-,-,-,-,100,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,63,-,-,10,40,-,-,-,-,-,-,-,10,3,46,窯業品,,,,,
47,重油,-,"180,310","180,310",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,125,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,"2,926,941","2,926,941",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,"18,913","18,913",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,"11,168","11,168",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,70,-,-,70,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,565,"2,092","2,092",-,16,-,-,-,-,-,-,-,-,-,-,-,-,16,57,その他化学工業品,,,,,
軽工業品,,643,"1,309","1,309",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,軽工業品,,,,,,
58,紙・パルプ,120,222,222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,370,692,692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,153,388,388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,製造食品,,,,,
63,飲料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,135,529,529,-,"3,098",313,396,234,379,517,20,215,758,84,134,16,30,2,雑工業品,,,,,,
67,がん具,-,-,-,-,35,-,-,-,-,-,-,-,-,-,35,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,273,273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,67,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,120,-,-,-,"2,079",313,396,4,108,76,-,215,758,74,99,16,20,-,71,その他日用品,,,,,
72,ゴム製品,15,186,186,-,60,-,-,60,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,924,-,-,170,271,441,20,-,-,10,-,-,10,2,73,木製品,,,,,
74,その他製造工業品,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,-,212,212,-,"81,075","9,252","7,868","5,549","11,005","9,117","1,897","6,190","15,207","1,377","1,166",793,"1,932","9,722",特殊品,,,,,,
75,金属くず,-,59,59,-,"11,475",-,-,"2,035","1,900","3,340",415,-,251,363,-,-,415,"2,756",75,金属くず,,,,,
76,再利用資材,-,-,-,-,"11,931","1,160",-,-,448,205,-,"1,611","4,534",344,434,448,10,"2,737",76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,153,153,-,"8,479",-,-,"1,310","3,425","2,200",440,-,-,240,-,-,610,254,78,廃棄物,,,,,
