,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,竹芝,,,品川,,,,,,,,,月島,,,10号地その2,,,品種,,,,,,,
,,竹芝ふ頭,,,合計,,,品川コンテナ,,,品川内貿,,,月島ふ頭,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"83,437","57,184","26,253","2,998,913","1,775,336","1,223,577","7,013",690,"6,323","2,991,900","1,774,646","1,217,254","16,786","7,428","9,358","17,504,283","9,513,239","7,991,044",合計,,,,,,,
農水産品,,"32,834","21,418","11,416",606,-,606,606,-,606,-,-,-,30,30,-,"44,330","23,750","20,580",農水産品,,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,250",755,495,1,麦,,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,210","10,535",675,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,-,-,-,77,-,77,77,-,77,-,-,-,-,-,-,"2,190",775,"1,415",4,豆類,,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,325,305,20,5,その他雑穀,,,,,,
6,野菜・果物,"5,100","5,100",-,102,-,102,102,-,102,-,-,-,30,30,-,"16,580","10,070","6,510",6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,-,-,-,427,-,427,427,-,427,-,-,-,-,-,-,560,440,120,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"8,183","8,183",-,-,-,-,-,-,-,-,-,-,-,-,-,"11,880",535,"11,345",10,その他畜産品,,,,,,
11,水産品,"19,551","8,135","11,416",-,-,-,-,-,-,-,-,-,-,-,-,335,335,-,11,水産品,,,,,,
林産品,,4,4,-,"4,738",-,"4,738","4,738",-,"4,738",-,-,-,"1,049",163,886,"18,355","5,515","12,840",林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,060",-,"1,060",12,原木,,,,,,
13,製材,4,4,-,-,-,-,-,-,-,-,-,-,163,163,-,"7,510","1,105","6,405",13,製材,,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,245","4,065","4,180",14,樹脂類,,,,,,
15,木材チップ,-,-,-,"4,738",-,"4,738","4,738",-,"4,738",-,-,-,886,-,886,880,-,880,15,木材チップ,,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,555,345,210,16,その他林産品,,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,105,17,薪炭,,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,-,-,-,268,268,-,"8,510","2,290","6,220",鉱産品,,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,20,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,268,268,-,"1,950",455,"1,495",21,砂利・砂,,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,690","1,665",25,22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,670,90,580,25,石灰石,,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,800",20,"3,780",26,原塩,,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,380,60,320,27,非金属鉱物,,,,,,
金属機械工業品,,439,208,231,"1,242,270","851,130","391,140","1,380",690,690,"1,240,890","850,440","390,450","4,525","3,333","1,192","13,009,460","7,092,434","5,917,026",金属機械工業品,,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,620","1,915","1,705",28,鉄鋼,,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,-,626,626,-,"233,446","37,500","195,946",29,鋼材,,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,545","6,130","1,415",30,非鉄金属,,,,,,
31,金属製品,50,8,42,-,-,-,-,-,-,-,-,-,"2,238","1,701",537,"32,650","10,410","22,240",31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,27,27,-,"1,181,520","815,300","366,220",-,-,-,"1,181,520","815,300","366,220","1,330",825,505,"12,391,475","6,831,199","5,560,276",33,完成自動車,,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,980","8,990","1,990",34,その他輸送用車両,,,,,,
35,二輪自動車,337,148,189,-,-,-,-,-,-,-,-,-,8,7,1,9,5,4,35,二輪自動車,,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"24,950","11,910","13,040",36,自動車部品,,,,,,
37,その他輸送機械,-,-,-,"59,370","35,140","24,230",-,-,-,"59,370","35,140","24,230",-,-,-,"133,610","43,130","90,480",37,その他輸送機械,,,,,,
38,産業機械,25,25,-,"1,380",690,690,"1,380",690,690,-,-,-,323,174,149,"137,670","116,850","20,820",38,産業機械,,,,,,
39,電気機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,910","12,835","3,075",39,電気機械,,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,665","2,440",225,40,測量・光学・医療用機械,,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,485","2,465",20,41,事務用機器,,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,445","6,655","5,790",42,その他機械,,,,,,
化学工業品,,3,3,-,233,-,233,233,-,233,-,-,-,"2,940","2,921",19,"202,001","86,071","115,930",化学工業品,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,2,2,-,130,-,130,130,-,130,-,-,-,"1,236","1,236",-,"40,855",905,"39,950",44,セメント,,,,,,
45,ガラス類,-,-,-,16,-,16,16,-,16,-,-,-,19,19,-,"1,130","1,130",-,45,ガラス類,,,,,,
46,窯業品,1,1,-,-,-,-,-,-,-,-,-,-,864,861,3,"12,320","5,825","6,495",46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,47,重油,,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,901,901,-,48,揮発油,,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,229","3,869",360,49,その他の石油,,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201,186,15,51,LPG/液化石油ガス,,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,35,35,-,880,730,150,52,その他石油製品,,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,20,54,石炭製品,,,,,,
55,化学薬品,-,-,-,82,-,82,82,-,82,-,-,-,168,168,-,"14,030","3,650","10,380",55,化学薬品,,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,380","1,600","1,780",56,化学肥料,,,,,,
57,その他化学工業品,-,-,-,5,-,5,5,-,5,-,-,-,617,601,16,"124,055","67,275","56,780",57,その他化学工業品,,,,,,
軽工業品,,"2,420","2,420",-,"666,896","103,710","563,186",-,-,-,"666,896","103,710","563,186",140,140,-,"900,609","302,130","598,479",軽工業品,,,,,,,
58,紙・パルプ,-,-,-,"666,896","103,710","563,186",-,-,-,"666,896","103,710","563,186",-,-,-,"479,998","58,539","421,459",58,紙・パルプ,,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,80,120,60,その他繊維工業品,,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,"7,935","6,300","1,635",61,砂糖,,,,,,
62,製造食品,240,240,-,-,-,-,-,-,-,-,-,-,60,60,-,"173,626","111,346","62,280",62,製造食品,,,,,,
63,飲料,"2,180","2,180",-,-,-,-,-,-,-,-,-,-,73,73,-,"211,480","121,365","90,115",63,飲料,,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,380",455,"15,925",64,水,,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,970","3,245","6,725",65,たばこ,,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,020",800,220,66,その他食料工業品,,,,,,
雑工業品,,"3,885","2,901",984,56,-,56,56,-,56,-,-,-,417,415,2,"129,225","89,290","39,935",雑工業品,,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,130,5,67,がん具,,,,,,
