,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,,,,,,,,,,,,,,,,,,,台湾,,,,,,,
,,順徳,太平,銅陵,新会,揚州,肇慶,?州,杭州,"新港,天津",乍浦,石島,金州,大?湾,馬尾,無錫,三山,三水,マカオ,諸港(中国),小計,,,,,,,
合計,,127,"1,504",121,"9,011",518,"1,459",47,"7,350","141,024","65,294",414,41,45,477,"3,320","3,235","1,290","4,922","153,129","642,677",合計,,,,,,
農水産品,,-,-,-,-,-,-,-,-,202,-,-,-,-,-,-,-,-,116,140,"36,479",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,"28,546",6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,188,-,-,-,-,-,-,-,-,-,5,"1,892",8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,191,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116,30,"5,495",11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,706,"1,304",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,191",12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,706,94,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,17,薪炭,,,,,
