14,樹脂類,15,-,165,"1,110","4,575",15,-,"4,560",-,"7,685",-,"4,455","1,700",-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,60,360,-,-,-,-,-,45,-,30,15,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,90,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,51,-,75,30,"3,772","1,455",-,"2,317",-,"11,207",-,"4,005","5,700",375,182,-,735,210,-,-,17,薪炭,,,,,
鉱産品,,45,-,30,240,"18,210","12,225",-,"5,985",-,"1,047",-,-,"1,047",-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,"3,075",-,-,"3,075",-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,345,75,-,270,-,120,-,-,120,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,45,-,-,-,90,75,-,15,-,195,-,-,195,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,30,-,-,-,-,-,-,462,-,-,462,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,240,"14,700","12,075",-,"2,625",-,270,-,-,270,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,178",-,"59,705","16,920","801,121","28,396",-,"769,589","3,136","245,485",15,"41,734","154,392",-,-,-,540,-,-,"19,223",金属機械工業品,,,,,,
28,鉄鋼,-,-,13,-,75,-,-,75,-,"3,604",-,-,765,-,-,-,540,-,-,-,28,鉄鋼,,,,,
29,鋼材,171,-,465,"3,427","4,811",705,-,"4,106",-,"1,954",15,-,"1,924",-,-,-,-,-,-,15,29,鋼材,,,,,
30,非鉄金属,-,-,483,366,"22,321","3,174",-,"19,147",-,"6,827",-,"1,380","1,774",-,-,-,-,-,-,633,30,非鉄金属,,,,,
31,金属製品,784,-,"20,923","4,915","162,505","5,586",-,"156,556",363,"33,227",-,"8,484","20,405",-,-,-,-,-,-,"1,355",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,45,-,-,45,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,366,-,-,366,-,53,-,-,53,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,250,210,407,98,-,309,-,"2,720",-,"2,690",30,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,"2,443",60,-,"2,383",-,197,-,-,197,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,"8,177",905,"120,020","3,329",-,"116,406",285,"5,677",-,774,"4,665",-,-,-,-,-,-,230,36,自動車部品,,,,,
37,その他輸送機械,-,-,255,30,255,-,-,255,-,"3,515",-,12,"3,503",-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,13,-,"4,982",950,"113,681","2,055",-,"110,455","1,171","28,031",-,"1,739","18,514",-,-,-,-,-,-,"2,692",38,産業機械,,,,,
39,電気機械,180,-,"19,579","5,228","320,887","11,821",-,"308,496",570,"135,913",-,"22,808","83,162",-,-,-,-,-,-,"14,253",39,電気機械,,,,,
40,測量・光学・医療用機械,30,-,"4,351",885,"32,322","1,164",-,"30,411",747,"22,713",-,"3,789","18,449",-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,202,4,"16,516",15,-,"16,501",-,859,-,58,756,-,-,-,-,-,-,45,41,事務用機器,,,,,
42,その他機械,-,-,25,-,"4,512",389,-,"4,123",-,150,-,-,150,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"11,833",-,"34,728","21,005","351,359","45,453",-,"303,026","2,880","228,054","14,470","53,097","114,220",-,-,-,-,-,-,"43,797",化学工業品,,,,,,
43,陶磁器,-,-,315,547,"17,777","1,062",-,"16,250",465,240,-,30,60,-,-,-,-,-,-,150,43,陶磁器,,,,,
44,セメント,-,-,-,-,"8,340","8,010",-,330,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,15,-,195,82,"1,916",489,-,"1,427",-,"3,403",-,233,"3,150",-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,15,782,"8,116","2,932",-,"5,184",-,"12,414",-,158,"11,070",-,-,-,-,-,-,"1,096",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,870,-,-,870,-,700,-,-,415,-,-,-,-,-,-,285,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,15,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,277,52,-,225,-,240,-,-,240,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,15,-,-,15,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,120,"1,530","20,644",870,-,"19,684",90,"22,054","4,830","4,684","9,628",-,-,-,-,-,-,"2,415",55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,"1,077",405,-,672,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"11,818",-,"34,083","18,064","293,404","32,038",-,"259,041","2,325","187,911","9,235","47,992","88,970",-,-,-,-,-,-,"39,851",57,その他化学工業品,,,,,
軽工業品,,677,-,"58,649","8,674","483,849","63,593","3,716","414,059","2,481","111,057",195,"1,694","78,594",-,-,-,-,-,-,"25,005",軽工業品,,,,,,
58,紙・パルプ,-,-,874,265,"2,481",375,-,"2,106",-,"7,506",-,855,"6,471",-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,330,294,"2,509",435,-,"2,074",-,435,-,-,435,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,"2,965","1,057","27,679","1,988",-,"25,691",-,"22,095",-,-,"22,072",-,-,-,-,-,-,8,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,615,465,-,150,-,195,-,-,90,-,-,-,-,-,-,105,61,砂糖,,,,,
62,製造食品,632,-,"49,867","6,807","440,755","58,547","3,716","376,011","2,481","74,790",30,809,"43,715",-,-,-,-,-,-,"24,862",62,製造食品,,,,,
63,飲料,45,-,"4,058",161,"8,475","1,663",-,"6,812",-,"1,476",-,30,"1,416",-,-,-,-,-,-,30,63,飲料,,,,,
64,水,-,-,-,-,60,30,-,30,-,405,-,-,405,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,"1,845",-,-,"1,845",-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,555,90,"1,275",90,-,"1,185",-,"2,310",165,-,"2,145",-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"6,616",45,"456,657","121,547","279,840","29,775",465,"246,843","2,757","323,602",89,"38,594","240,991","3,134",347,60,306,237,178,"24,709",雑工業品,,,,,,
67,がん具,-,-,"21,339",921,"22,636",875,-,"21,311",450,843,-,-,745,-,-,-,-,-,-,75,67,がん具,,,,,
68,衣服・身廻品・はきもの,"4,130",45,"310,763","53,838","71,763","6,553",465,"64,127",618,"68,959",-,"6,532","51,516",-,-,-,-,-,-,"3,822",68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,188,-,"38,968","3,249","8,786","2,645",-,"6,111",30,"11,270",-,554,"10,238",-,-,-,-,-,-,74,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"1,382",-,"79,634","55,795","76,930","12,401",-,"63,151","1,378","110,620",-,"20,210","68,487",-,-,-,-,-,-,"19,061",70,家具装備品,,,,,
71,その他日用品,-,-,"1,131",314,"15,581",-,-,"15,581",-,"15,284",-,529,"11,063",-,-,-,-,-,-,330,71,その他日用品,,,,,
72,ゴム製品,-,-,"1,366",420,"71,581","4,110",-,"67,441",30,"9,079",-,386,"8,601",-,-,-,-,-,-,45,72,ゴム製品,,,,,
73,木製品,511,-,"1,221","3,155","6,944","3,011",-,"3,711",222,"100,102",89,"9,280","84,585","3,134",347,60,306,237,178,"1,275",73,木製品,,,,,
74,その他製造工業品,405,-,"2,235","3,855","5,619",180,-,"5,410",29,"7,445",-,"1,103","5,756",-,-,-,-,-,-,27,74,その他製造工業品,,,,,
特殊品,,90,-,"12,412","5,320","140,394","11,915",321,"127,303",855,"29,485",30,"15,524","9,302",15,-,-,-,-,-,"4,200",特殊品,,,,,,
75,金属くず,-,-,103,-,"3,278","1,880",-,"1,323",75,"1,278",-,258,885,-,-,-,-,-,-,135,75,金属くず,,,,,
76,再利用資材,-,-,300,270,15,15,-,-,-,"1,659",-,825,399,15,-,-,-,-,-,420,76,再利用資材,,,,,
77,動植物性製造飼肥料,45,-,780,"1,050","47,393","4,787",321,"42,150",135,"1,313",30,-,"1,283",-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,45,-,"8,049","3,685","86,773","4,407",-,"81,721",645,"24,130",-,"14,441","6,051",-,-,-,-,-,-,"3,248",80,輸送用容器,,,,,
81,取合せ品,-,-,"3,180",315,"2,935",826,-,"2,109",-,"1,105",-,-,684,-,-,-,-,-,-,397,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
