,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,東北,,,,,,,,,,,,,,関東,,,,品種,,,,,,
,,計,青森県,,,,岩手県,,,,宮城県,,福島県,,,計,茨城県,,,,,,,,,
,,,小計,八戸,七里長浜,鰺ヶ沢,小計,久慈,釜石,大船渡,小計,仙台塩釜,小計,小名浜,相馬,,小計,鹿島,那珂湊,,,,,,,
合計,,"1,504,931","440,052","436,602","1,650","1,800","754,948","50,737","3,484","700,727","306,370","306,370","3,561","1,976","1,585","8,153,911","467,274","452,920","11,434",合計,,,,,,
農水産品,,"13,047",700,700,-,-,30,-,30,-,"12,317","12,317",-,-,-,"110,658","3,824","2,569","1,135",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"72,317",-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"4,190",-,-,-,-,-,-,-,-,"4,190","4,190",-,-,-,982,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,447,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,860",-,-,-,10,その他畜産品,,,,,
11,水産品,"8,857",700,700,-,-,30,-,30,-,"8,127","8,127",-,-,-,"22,975","3,824","2,569","1,135",11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,474",-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,980",-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,652",-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,842",-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"416,514","346,802","343,352","1,650","1,800","58,637","50,737",-,"7,900","9,490","9,490","1,585",-,"1,585","3,204,310","36,330","36,330",-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,340",-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"301,377","282,402","280,752","1,650",-,"7,900",-,-,"7,900","9,490","9,490","1,585",-,"1,585","3,037,363","29,410","29,410",-,21,砂利・砂,,,,,
22,石材,"64,400","64,400","62,600",-,"1,800",-,-,-,-,-,-,-,-,-,"51,490","6,920","6,920",-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"113,166",-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"50,737",-,-,-,-,"50,737","50,737",-,-,-,-,-,-,-,951,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"75,160","1,143","1,143",-,-,950,-,950,-,"73,067","73,067",-,-,-,"191,980","112,162","104,226","6,479",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,100,-,-,-,-,-,-,-,-,100,100,-,-,-,"140,905","99,114","99,114",-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,729",-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"62,830",-,-,-,-,-,-,-,-,"62,830","62,830",-,-,-,"5,657",-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,967",-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"2,910",-,-,-,-,-,-,-,-,"2,910","2,910",-,-,-,"1,360",-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,437","3,503","1,195","2,058",38,産業機械,,,,,
