,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,北アメリカ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,アメリカ,,,,,,,,,,,,,,,,,,,メキシコ,,,,,,,
,,"ポートランド,
オレゴン州",オークランド,サンフランシスコ,サクラメント,ロサンゼルス,ロングビーチ,サンディエゴ,ストックトン,ホノルル,ブラウンスビル,ケノーシャ,ニューアーク,"ポートエバー
グレイズ","リッチモンド，
バージニア州",テキサスシティー,"ウィルミントン，
デラウェア州",バンクーバー,トーランス,諸港(アメリカ),小計,,,,,,,
合計,,"2,669","96,355",891,20,"1,199,339","190,203","1,390",30,65,30,30,166,6,23,30,3,"13,114","1,449","194,009","16,483",合計,,,,,,
農水産品,,-,746,8,15,"7,460",233,-,-,-,-,-,-,-,-,-,-,30,-,162,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,149,-,-,"1,309",3,-,-,-,-,-,-,-,-,-,-,-,-,17,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,352,-,15,141,31,-,-,-,-,-,-,-,-,-,-,-,-,15,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,15,1,-,"2,110",2,-,-,-,-,-,-,-,-,-,-,30,-,15,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,110,7,-,612,3,-,-,-,-,-,-,-,-,-,-,-,-,15,-,10,その他畜産品,,,,,
11,水産品,-,120,-,-,"3,288",185,-,-,-,-,-,-,-,-,-,-,-,-,100,-,11,水産品,,,,,
林産品,,-,"1,503",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,"1,500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,5,51,-,-,"1,156",246,-,-,-,-,-,-,-,-,-,-,-,-,45,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,5,45,-,-,"1,153",246,-,-,-,-,-,-,-,-,-,-,-,-,45,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,187","26,163",456,-,"831,021","137,271","1,169",-,30,20,-,-,6,8,30,-,"9,461","1,055","113,935","7,044",金属機械工業品,,,,,,
28,鉄鋼,-,14,253,-,"1,145",62,-,-,-,-,-,-,-,-,-,-,-,-,975,-,28,鉄鋼,,,,,
29,鋼材,157,19,-,-,"13,858","4,612",-,-,-,-,-,-,-,-,-,-,73,-,384,164,29,鋼材,,,,,
30,非鉄金属,381,"10,744",1,-,"5,248",817,-,-,-,-,-,-,-,-,-,-,30,-,"3,940",-,30,非鉄金属,,,,,
31,金属製品,138,906,9,-,"34,115","5,373",-,-,-,-,-,-,-,-,-,-,170,60,"8,860",170,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,177,60,-,-,-,-,-,-,-,-,-,-,-,-,30,-,32,鉄道車両,,,,,
33,完成自動車,-,178,-,-,525,87,-,-,-,-,-,-,-,-,-,-,-,-,41,-,33,完成自動車,,,,,
34,その他輸送用車両,-,2,-,-,100,30,-,-,-,-,-,-,-,-,-,-,1,-,3,-,34,その他輸送用車両,,,,,
