,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,平成31年(2019年),,,平成30年(2018年),,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,品種,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,
合計,,"48,494,019","12,734,557","35,759,462","49,825,795","13,288,658","36,537,137","50,116,156","13,508,587","36,607,569","48,102,417","13,368,468","34,733,949","46,699,117","12,933,120","33,765,997",合計,,,,,,
農水産品,,"5,211,492","258,729","4,952,763","5,495,119","317,534","5,177,585","5,394,370","371,104","5,023,266","5,054,762","329,664","4,725,098","4,645,339","307,039","4,338,300",農水産品,,,,,,
1,麦,"213,900",4,"213,896","269,947",18,"269,929","259,817",45,"259,772","378,571",3,"378,568","224,736",-,"224,736",1,麦,,,,,
2,米,"23,999","4,369","19,630","23,948","3,145","20,803","25,787","3,127","22,660","19,247","2,881","16,366","8,078","1,705","6,373",2,米,,,,,
3,とうもろこし,"10,138",30,"10,108","7,164",120,"7,044","5,205",37,"5,168","6,348",15,"6,333","6,170",-,"6,170",3,とうもろこし,,,,,
4,豆類,"134,802",355,"134,447","149,303",342,"148,961","124,914",191,"124,723","111,843","5,788","106,055","109,743","1,559","108,184",4,豆類,,,,,
5,その他雑穀,"6,047",-,"6,047","7,333",19,"7,314","3,341",104,"3,237","1,410",43,"1,367","1,814",60,"1,754",5,その他雑穀,,,,,
6,野菜・果物,"1,785,287","42,294","1,742,993","1,925,366","34,597","1,890,769","1,838,348","30,238","1,808,110","1,629,709","36,019","1,593,690","1,628,818","36,263","1,592,555",6,野菜・果物,,,,,
7,綿花,495,201,294,381,-,381,516,12,504,515,20,495,475,22,453,7,綿花,,,,,
8,その他農産品,"257,358","10,390","246,968","241,629","8,299","233,330","244,717","9,267","235,450","207,204","9,299","197,905","227,459","9,323","218,136",8,その他農産品,,,,,
9,羊毛,485,-,485,833,-,833,692,-,692,905,11,894,653,-,653,9,羊毛,,,,,
10,その他畜産品,"1,695,995","35,547","1,660,448","1,705,841","35,191","1,670,650","1,655,687","37,892","1,617,795","1,557,148","36,252","1,520,896","1,292,431","35,762","1,256,669",10,その他畜産品,,,,,
11,水産品,"1,082,986","165,539","917,447","1,163,374","235,803","927,571","1,235,346","290,191","945,155","1,141,862","239,333","902,529","1,144,962","222,345","922,617",11,水産品,,,,,
林産品,,"1,038,201","18,960","1,019,241","1,142,773","24,010","1,118,763","1,214,787","26,154","1,188,633","1,172,672","39,947","1,132,725","1,108,623","19,088","1,089,535",林産品,,,,,,
12,原木,"5,480","2,638","2,842","6,457","2,870","3,587","4,702","2,342","2,360","4,436","3,255","1,181","4,697","3,020","1,677",12,原木,,,,,
13,製材,"902,378","15,755","886,623","993,093","20,429","972,664","1,059,705","22,089","1,037,616","1,020,852","30,008","990,844","974,035","13,295","960,740",13,製材,,,,,
14,樹脂類,"73,555",315,"73,240","78,935",347,"78,588","85,662","1,331","84,331","85,379","6,098","79,281","72,526","2,351","70,175",14,樹脂類,,,,,
15,木材チップ,"5,914",144,"5,770","13,315",123,"13,192","4,156",229,"3,927","2,233",196,"2,037","1,611",191,"1,420",15,木材チップ,,,,,
16,その他林産品,"1,398",53,"1,345",864,80,784,"4,679",6,"4,673","6,009",90,"5,919","5,541",15,"5,526",16,その他林産品,,,,,
17,薪炭,"49,476",55,"49,421","50,109",161,"49,948","55,883",157,"55,726","53,763",300,"53,463","50,213",216,"49,997",17,薪炭,,,,,
鉱産品,,"507,252","23,718","483,534","466,767","18,548","448,219","474,518","18,168","456,350","439,215","13,761","425,454","453,369","12,465","440,904",鉱産品,,,,,,
18,石炭,"155,716",262,"155,454","116,720",1,"116,719","132,313",79,"132,234","84,025",-,"84,025","158,648",42,"158,606",18,石炭,,,,,
19,鉄鉱石,721,-,721,259,31,228,294,21,273,"1,440",-,"1,440","1,653",3,"1,650",19,鉄鉱石,,,,,
20,金属鉱,"4,891",4,"4,887","9,764",6,"9,758","5,715",70,"5,645","9,559",1,"9,558","11,344",-,"11,344",20,金属鉱,,,,,
21,砂利・砂,"20,372",417,"19,955","26,071",923,"25,148","20,870",793,"20,077","16,773",161,"16,612","5,968",736,"5,232",21,砂利・砂,,,,,
22,石材,"102,105","6,082","96,023","98,174","3,213","94,961","105,004","1,359","103,645","114,080",979,"113,101","117,477",480,"116,997",22,石材,,,,,
23,原油,"2,266",-,"2,266","1,920",-,"1,920","2,250",-,"2,250","2,146",46,"2,100","2,321",42,"2,279",23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,57,-,57,-,-,-,285,-,285,24,りん鉱石,,,,,
25,石灰石,"1,057",1,"1,056","2,879",-,"2,879",854,-,854,"1,296",-,"1,296",300,-,300,25,石灰石,,,,,
26,原塩,"12,413",50,"12,363","10,479",33,"10,446","6,639",55,"6,584","5,703",220,"5,483","7,426",300,"7,126",26,原塩,,,,,
27,非金属鉱物,"207,711","16,902","190,809","200,501","14,341","186,160","200,522","15,791","184,731","204,193","12,354","191,839","147,947","10,862","137,085",27,非金属鉱物,,,,,
金属機械工業品,,"13,715,155","5,271,497","8,443,658","14,077,695","5,514,161","8,563,534","13,231,584","5,226,860","8,004,724","12,637,454","4,933,502","7,703,952","12,597,632","4,810,547","7,787,085",金属機械工業品,,,,,,
28,鉄鋼,"80,478","43,421","37,057","95,535","49,453","46,082","81,593","30,513","51,080","53,787","15,324","38,463","68,588","25,061","43,527",28,鉄鋼,,,,,
29,鋼材,"397,084","239,567","157,517","410,704","285,706","124,998","400,509","277,238","123,271","377,722","261,362","116,360","375,129","262,410","112,719",29,鋼材,,,,,
30,非鉄金属,"258,195","97,517","160,678","249,418","93,886","155,532","273,223","114,454","158,769","266,128","121,615","144,513","257,539","113,671","143,868",30,非鉄金属,,,,,
31,金属製品,"1,754,528","308,231","1,446,297","1,793,400","342,822","1,450,578","1,593,038","289,632","1,303,406","1,490,021","255,166","1,234,855","1,576,556","294,654","1,281,902",31,金属製品,,,,,
32,鉄道車両,"4,530",725,"3,805","4,309","1,355","2,954","3,769","1,593","2,176","3,716","2,299","1,417","2,032",545,"1,487",32,鉄道車両,,,,,
33,完成自動車,"139,069","114,446","24,623","132,414","104,643","27,771","108,387","83,242","25,145","109,933","90,222","19,711","94,456","74,758","19,698",33,完成自動車,,,,,
34,その他輸送用車両,"103,368","2,691","100,677","107,968","2,790","105,178","85,744","3,123","82,621","74,386","2,228","72,158","59,223","1,707","57,516",34,その他輸送用車両,,,,,
35,二輪自動車,"78,602","24,409","54,193","62,573","7,335","55,238","54,533","8,826","45,707","43,467","5,094","38,373","61,830","7,062","54,768",35,二輪自動車,,,,,
36,自動車部品,"2,392,507","1,582,558","809,949","2,559,104","1,610,295","948,809","2,235,673","1,479,481","756,192","2,245,903","1,517,068","728,835","1,898,052","1,282,871","615,181",36,自動車部品,,,,,
37,その他輸送機械,"407,124","68,020","339,104","393,623","43,923","349,700","390,440","45,420","345,020","365,354","49,521","315,833","379,257","51,551","327,706",37,その他輸送機械,,,,,
38,産業機械,"3,313,676","1,812,891","1,500,785","3,509,439","1,953,004","1,556,435","3,380,081","1,930,732","1,449,349","3,056,607","1,704,893","1,351,714","3,202,819","1,801,586","1,401,233",38,産業機械,,,,,
39,電気機械,"3,965,131","701,671","3,263,460","3,955,949","743,798","3,212,151","3,878,531","728,048","3,150,483","3,824,401","677,500","3,146,901","3,895,829","657,743","3,238,086",39,電気機械,,,,,
40,測量・光学・医療用機械,"589,116","234,552","354,564","583,518","229,158","354,360","499,899","181,632","318,267","471,329","170,018","301,311","479,583","191,642","287,941",40,測量・光学・医療用機械,,,,,
41,事務用機器,"195,528","29,151","166,377","181,958","34,661","147,297","198,424","38,233","160,191","195,015","35,026","159,989","194,398","31,099","163,299",41,事務用機器,,,,,
