,,,,,,,,,,,,,,,,,,(単位：トン）
航路別,大井コンテナふ頭,,,大井水産物ふ頭,,,大井食品ふ頭（OL）,,,大井食品ふ頭（OM）,,,大井食品ふ頭（ON）,,,15号地木材ふ頭,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入
合計,"25,115,361","7,757,943","17,357,418",50,50,-,"190,123",-,"190,123","97,613",-,"97,613","11,621",-,"11,621","34,305",706,"33,599"
定期航路計,"25,115,361","7,757,943","17,357,418",-,-,-,-,-,-,"37,117",-,"37,117",-,-,-,-,-,-
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),"4,160,021","1,266,976","2,893,045",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北米東岸(カリビア海含む),"1,564,292","684,131","880,161",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北欧・地中海,"4,506,296","2,319,642","2,186,654",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米西岸,"463,836","58,240","405,596",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,"165,196","23,384","141,812",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,"10,634,282","2,851,277","7,783,005",-,-,-,-,-,-,"37,117",-,"37,117",-,-,-,-,-,-
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
韓国,"113,034","32,817","80,217",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国(香港含む),"3,508,404","521,476","2,986,928",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
不定期航路,-,-,-,50,50,-,"190,123",-,"190,123","60,496",-,"60,496","11,621",-,"11,621","34,305",706,"33,599"
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,
