,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,輸出合計,アジア,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,,計,韓国,,,,,,,,,中国,,,,,,,,,,,,,,,
,,,,小計,仁川,群山,釜山,浦項,光陽,蔚山,平沢,諸港(韓国),小計,香港,大連,秦皇島,天津,青島,連雲港,上海,仙頭,,,,,,,
合計,,"12,734,557","8,100,655","636,984","198,920","13,500","274,102","15,347","84,863","1,841",707,"47,704","3,000,110","426,006","98,121","1,263","4,149","197,727","8,044","772,034","2,768",合計,,,,,,
農水産品,,"258,729","213,922","4,830",15,-,"4,279",-,-,-,-,536,"22,782","20,354",43,-,-,422,-,443,-,農水産品,,,,,,
1,麦,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,"4,369","1,443",-,-,-,-,-,-,-,-,-,597,589,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,355,251,-,-,-,-,-,-,-,-,-,59,59,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"42,294","41,234",-,-,-,-,-,-,-,-,-,"7,143","6,674",11,-,-,270,-,-,-,6,野菜・果物,,,,,
7,綿花,201,201,-,-,-,-,-,-,-,-,-,201,-,-,-,-,17,-,65,-,7,綿花,,,,,
8,その他農産品,"10,390","7,086",70,15,-,55,-,-,-,-,-,"1,651",408,7,-,-,135,-,371,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"35,547","34,577",945,-,-,885,-,-,-,-,60,"7,206","7,101",-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"165,539","129,096","3,815",-,-,"3,339",-,-,-,-,476,"5,925","5,523",25,-,-,-,-,7,-,11,水産品,,,,,
林産品,,"18,960","17,387",116,11,-,105,-,-,-,-,-,"11,819",3,"2,844",-,-,316,-,"1,430",-,林産品,,,,,,
12,原木,"2,638","2,638",115,11,-,104,-,-,-,-,-,84,-,-,-,-,-,-,84,-,12,原木,,,,,
13,製材,"15,755","14,218",-,-,-,-,-,-,-,-,-,"11,515",1,"2,814",-,-,316,-,"1,285",-,13,製材,,,,,
14,樹脂類,315,315,1,-,-,1,-,-,-,-,-,172,-,30,-,-,-,-,61,-,14,樹脂類,,,,,
15,木材チップ,144,142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,53,53,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,55,21,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"23,718","20,395",922,45,-,867,-,-,-,-,10,"13,029",361,842,-,-,195,-,"4,980",-,鉱産品,,,,,,
18,石炭,262,262,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,37,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,417,367,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,30,-,21,砂利・砂,,,,,
22,石材,"6,082","5,531",19,-,-,9,-,-,-,-,10,"5,209",-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,50,46,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,10,-,26,原塩,,,,,
27,非金属鉱物,"16,902","14,189",903,45,-,858,-,-,-,-,-,"7,743",361,842,-,-,195,-,"4,903",-,27,非金属鉱物,,,,,
金属機械工業品,,"5,271,497","2,195,685","114,754","7,565",-,"97,629",177,271,-,34,"9,078","681,423","136,317","45,970",-,386,"22,140","1,041","254,524",114,金属機械工業品,,,,,,
28,鉄鋼,"43,421","40,207","12,845",45,-,"12,800",-,-,-,-,-,"2,527",440,-,-,-,-,-,"1,588",-,28,鉄鋼,,,,,
29,鋼材,"239,567","193,617","5,263",492,-,"4,619",60,57,-,-,35,"19,456","2,642","2,138",-,5,714,19,"6,805",2,29,鋼材,,,,,
30,非鉄金属,"97,517","60,789","1,710",64,-,"1,253",-,-,-,-,393,"26,952","5,391","2,631",-,15,"7,740",-,"7,004",-,30,非鉄金属,,,,,
31,金属製品,"308,231","203,561","12,822",504,-,"9,883",117,60,-,-,"2,258","60,850","6,799","4,708",-,203,"1,713",87,"18,917",60,31,金属製品,,,,,
32,鉄道車両,725,262,-,-,-,-,-,-,-,-,-,253,1,-,-,-,-,-,249,-,32,鉄道車両,,,,,
33,完成自動車,"114,446","85,720",914,25,-,874,-,-,-,-,15,402,166,17,-,-,17,-,110,-,33,完成自動車,,,,,
34,その他輸送用車両,"2,691","1,687",121,41,-,53,-,-,-,-,27,453,97,-,-,-,41,-,167,-,34,その他輸送用車両,,,,,
35,二輪自動車,"24,409","1,029",4,-,-,4,-,-,-,-,-,344,332,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"1,582,558","445,194","2,191",5,-,"2,000",-,-,-,-,186,"112,888","16,946",803,-,-,4,88,"54,781",-,36,自動車部品,,,,,
37,その他輸送機械,"68,020","6,518",808,-,-,794,-,-,-,-,14,"1,289",304,-,-,-,-,-,432,-,37,その他輸送機械,,,,,
38,産業機械,"1,812,891","658,214","48,213","2,633",-,"42,729",-,154,-,29,"2,668","244,870","33,786","20,686",-,68,"10,263",810,"90,374",-,38,産業機械,,,,,
39,電気機械,"701,671","363,070","24,487","1,991",-,"19,156",-,-,-,5,"3,335","154,563","60,496","13,625",-,83,"1,570",19,"51,127",-,39,電気機械,,,,,
40,測量・光学・医療用機械,"234,552","105,400","4,926","1,694",-,"3,100",-,-,-,-,132,"47,432","5,031","1,261",-,12,49,18,"21,234",11,40,測量・光学・医療用機械,,,,,
41,事務用機器,"29,151","20,554",325,3,-,307,-,-,-,-,15,"8,190","3,320",100,-,-,29,-,"1,672",41,41,事務用機器,,,,,
42,その他機械,"11,647","9,863",125,68,-,57,-,-,-,-,-,954,566,1,-,-,-,-,64,-,42,その他機械,,,,,
化学工業品,,"2,381,459","1,788,136","118,141","14,180",-,"82,665",-,616,"1,766",333,"18,581","791,601","100,214","25,882",49,"2,423","27,955","5,592","352,269",596,化学工業品,,,,,,
43,陶磁器,"10,392","4,105",61,1,-,44,-,-,-,-,16,715,243,30,-,-,-,-,242,-,43,陶磁器,,,,,
44,セメント,710,511,7,-,-,7,-,-,-,-,-,2,-,-,-,-,-,-,2,-,44,セメント,,,,,
45,ガラス類,"85,642","68,831","6,127",585,-,"2,497",-,39,-,-,"3,006","14,954","1,192",87,-,-,163,-,"12,201",-,45,ガラス類,,,,,
46,窯業品,"120,768","65,620","6,458",172,-,"5,605",-,-,172,-,509,"20,646","3,871",128,-,-,485,-,"9,470",-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"30,357","28,950","1,168",-,-,734,-,75,359,-,-,"21,676",542,221,-,-,24,-,"2,375",-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"6,423","5,718",41,-,-,41,-,-,-,-,-,"1,847",35,-,-,-,15,-,"1,163",-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,"6,129","4,530",-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,75,-,54,石炭製品,,,,,
55,化学薬品,"293,597","173,999","16,507",419,-,"14,480",-,210,120,-,"1,278","50,055","1,784","1,270",-,30,"3,398",244,"19,900",-,55,化学薬品,,,,,
56,化学肥料,"3,033","2,709",61,-,-,61,-,-,-,-,-,540,-,-,-,-,510,-,30,-,56,化学肥料,,,,,
57,その他化学工業品,"1,824,408","1,433,163","87,711","13,003",-,"59,196",-,292,"1,115",333,"13,772","681,091","92,547","24,146",49,"2,393","23,360","5,348","306,811",596,57,その他化学工業品,,,,,
軽工業品,,"624,288","364,846","20,448","7,241",-,"11,985",-,-,15,-,"1,207","132,937","83,560","7,010","1,208",-,"4,287",65,"17,080",11,軽工業品,,,,,,
58,紙・パルプ,"219,308","121,440","5,457","4,720",-,717,-,-,-,-,20,"23,096","2,686","4,933",-,-,"2,889",-,"5,455",-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,"6,175","2,101",17,-,-,17,-,-,-,-,-,574,45,-,10,-,33,-,415,11,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"55,864","38,166","1,765",24,-,"1,465",-,-,-,-,276,"16,670","1,643",465,"1,198",-,198,52,"7,702",-,60,その他繊維工業品,,,,,
61,砂糖,855,250,4,3,-,1,-,-,-,-,-,49,26,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"277,757","169,997","11,845","1,569",-,"9,405",-,-,15,-,856,"77,635","68,531",998,-,-,800,13,"2,014",-,62,製造食品,,,,,
63,飲料,"55,248","24,475",630,284,-,293,-,-,-,-,53,"12,895","10,251",440,-,-,367,-,838,-,63,飲料,,,,,
64,水,"8,135","7,671",716,641,-,75,-,-,-,-,-,"1,346",373,-,-,-,-,-,656,-,64,水,,,,,
65,たばこ,233,227,-,-,-,-,-,-,-,-,-,227,-,174,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,713,519,14,-,-,12,-,-,-,-,2,445,5,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"1,229,819","678,579","51,586","23,067",-,"22,104",-,"3,523",-,-,"2,892","275,998","47,150","10,969",6,195,"12,993","1,016","93,901",61,雑工業品,,,,,,
67,がん具,"30,998","18,520",968,383,-,572,-,-,-,-,13,"12,321","3,063",30,-,40,141,-,"5,772",-,67,がん具,,,,,
