,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,13号地その2,,,,,,,,,大井,,,,,,,,,品種,,,,,,,
,,青海コンテナふ頭(公共),,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,合計,,,大井コンテナふ頭,,,大井水産物ふ頭,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"213,007","126,783","86,224","170,833","147,716","23,117","121,400","29,154","92,246","1,167,232","415,507","751,725","1,089,685","414,842","674,843",50,50,-,合計,,,,,,,
農水産品,,"15,557","9,756","5,801","28,805","6,805","22,000",-,-,-,"172,669","83,704","88,965","95,172","83,089","12,083",-,-,-,農水産品,,,,,,,
1,麦,-,-,-,22,22,-,-,-,-,"84,059","7,177","76,882","6,562","6,562",-,-,-,-,1,麦,,,,,,
2,米,-,-,-,500,500,-,-,-,-,105,105,-,105,105,-,-,-,-,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,427,427,-,427,427,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,-,-,-,"3,050","3,050",-,-,-,-,"11,310","11,295",15,"11,310","11,295",15,-,-,-,4,豆類,,,,,,
5,その他雑穀,-,-,-,"1,425","1,425",-,-,-,-,37,37,-,37,37,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,-,-,-,"2,006","1,126",880,-,-,-,"48,598","44,408","4,190","48,598","44,408","4,190",-,-,-,6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,30,-,30,30,-,30,-,-,-,7,綿花,,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,"4,809","4,809",-,"4,809","4,809",-,-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,21,21,-,21,21,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,-,-,-,"14,322",462,"13,860",-,-,-,"6,597","6,147",450,"6,597","6,147",450,-,-,-,10,その他畜産品,,,,,,
11,水産品,"15,557","9,756","5,801","7,480",220,"7,260",-,-,-,"16,676","9,278","7,398","16,676","9,278","7,398",-,-,-,11,水産品,,,,,,
林産品,,-,-,-,"45,485","45,485",-,-,-,-,"1,689","1,689",-,"1,689","1,689",-,-,-,-,林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,22,22,-,22,22,-,-,-,-,12,原木,,,,,,
13,製材,-,-,-,"42,735","42,735",-,-,-,-,"1,622","1,622",-,"1,622","1,622",-,-,-,-,13,製材,,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,45,45,-,45,45,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,-,-,-,"2,750","2,750",-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,,
鉱産品,,-,-,-,"1,925","1,925",-,330,-,330,"2,458","2,458",-,"2,458","2,458",-,-,-,-,鉱産品,,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,"1,875","1,875",-,"1,875","1,875",-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,263,263,-,263,263,-,-,-,-,21,砂利・砂,,,,,,
22,石材,-,-,-,-,-,-,-,-,-,58,58,-,58,58,-,-,-,-,22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,-,-,-,"1,925","1,925",-,330,-,330,262,262,-,262,262,-,-,-,-,27,非金属鉱物,,,,,,
金属機械工業品,,"101,987","65,403","36,584",471,275,196,"4,436",640,"3,796","20,974","13,637","7,337","20,974","13,637","7,337",-,-,-,金属機械工業品,,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,120,120,-,120,120,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,-,-,-,-,-,-,844,-,844,251,50,201,251,50,201,-,-,-,29,鋼材,,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,"3,529","3,529",-,"3,529","3,529",-,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"2,253",-,"2,253",313,225,88,-,-,-,"1,219",677,542,"1,219",677,542,-,-,-,31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,-,-,-,-,-,-,80,-,80,495,135,360,495,135,360,-,-,-,33,完成自動車,,,,,,
34,その他輸送用車両,70,-,70,-,-,-,-,-,-,60,60,-,60,60,-,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,"4,943",-,"4,943",34,-,34,-,-,-,"4,673","4,142",531,"4,673","4,142",531,-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,-,-,-,-,-,-,"3,512",640,"2,872",31,31,-,31,31,-,-,-,-,37,その他輸送機械,,,,,,
38,産業機械,"3,962",-,"3,962",26,-,26,-,-,-,"7,155","3,238","3,917","7,155","3,238","3,917",-,-,-,38,産業機械,,,,,,
39,電気機械,"38,347","29,672","8,675",98,50,48,-,-,-,"2,611","1,194","1,417","2,611","1,194","1,417",-,-,-,39,電気機械,,,,,,
