,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,,,,,,,,,,,,,,,,,,,,,,,,,,
,,黄埔,湛江,南通,張家港,福州,寧波－舟山,温州,煙台,厦門,北海,広州,海口,江門,南京,泉州,梧州,武漢,安慶,赤湾,重慶,,,,,,,
合計,,"89,129","4,605","26,962","112,823","85,746","630,139","4,172","386,402","726,164",70,15,"7,605","6,758","160,924",180,368,"30,094","1,682","4,816","2,084",合計,,,,,,
農水産品,,-,210,64,-,"3,272","37,683",-,"162,153","58,239",25,-,"2,431",-,105,30,-,178,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,795,-,-,30,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,"1,845","12,243",-,"91,437","47,490",-,-,-,-,-,30,-,5,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,45,-,"12,309","4,194",-,-,75,-,105,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,"1,388",-,30,978,-,-,-,-,-,-,-,105,-,-,-,10,その他畜産品,,,,,
11,水産品,-,210,64,-,"1,427","23,212",-,"58,377","5,427",25,-,"2,356",-,-,-,-,68,-,-,-,11,水産品,,,,,
林産品,,770,-,-,-,30,"5,145",-,60,"4,239",-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,"3,600",-,-,"2,543",-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,270,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
