17,薪炭,770,-,-,-,30,"1,485",-,60,"1,426",-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"1,215","2,010",30,-,-,435,-,"6,223","52,694",-,-,-,-,"1,154",-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,15,-,-,75,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,15,-,"1,455",75,-,-,-,-,15,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,15,-,30,-,-,75,-,"4,768","51,918",-,-,-,-,209,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,25,-,-,30,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"1,200","2,010",-,-,-,45,-,-,596,-,-,-,-,870,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"53,804","2,055","2,103","63,980","13,819","180,542",-,"69,685","289,071",45,15,-,"1,483","129,815",-,53,"24,811",-,"2,055",438,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,50,-,-,-,-,60,-,-,-,-,30,-,-,-,-,-,60,28,鉄鋼,,,,,
29,鋼材,-,-,-,702,-,"1,540",-,-,825,-,-,-,-,129,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,495,-,1,210,-,"2,826",-,"3,661","2,121",-,-,-,-,505,-,-,-,-,15,30,30,非鉄金属,,,,,
31,金属製品,"3,360","1,367","1,148","13,521","5,522","31,886",-,"9,922","79,298",-,-,-,688,"20,071",-,-,112,-,107,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,84,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,"4,660",-,30,"2,161",-,-,-,-,494,-,-,120,-,30,-,34,その他輸送用車両,,,,,
35,二輪自動車,15,-,-,-,-,"1,125",-,-,30,-,-,-,180,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"31,920",-,-,543,540,"9,411",-,"11,515","23,358",-,15,-,-,"3,921",-,-,"17,969",-,60,132,36,自動車部品,,,,,
37,その他輸送機械,15,-,-,"4,437",15,"5,813",-,21,"1,252",-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"4,787",-,98,"3,456","1,134","35,031",-,"18,242","6,230",-,-,-,585,"2,301",-,-,40,-,344,-,38,産業機械,,,,,
39,電気機械,"12,952",688,841,"41,061","5,283","74,625",-,"25,908","161,584",45,-,-,30,"102,279",-,-,120,-,"1,232",201,39,電気機械,,,,,
40,測量・光学・医療用機械,155,-,15,-,"1,242","4,507",-,374,"10,813",-,-,-,-,85,-,53,-,-,58,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,38,"8,056",-,-,"1,309",-,-,-,-,-,-,-,"6,450",-,179,-,41,事務用機器,,,,,
42,その他機械,21,-,-,-,45,870,-,12,30,-,-,-,-,-,-,-,-,-,30,15,42,その他機械,,,,,
化学工業品,,"18,407",105,"3,633","20,008","14,400","20,018",7,"9,689","30,262",-,-,-,30,"15,195",30,-,199,-,113,"1,230",化学工業品,,,,,,
43,陶磁器,-,15,-,80,267,105,-,-,"11,797",-,-,-,30,300,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,505,-,-,15,"1,102","1,833",-,15,"4,288",-,-,-,-,96,-,-,-,-,45,735,45,ガラス類,,,,,
46,窯業品,165,-,31,-,328,885,-,15,420,-,-,-,-,33,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,454,-,-,794,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"13,176",90,"1,557","5,447","12,398","8,505",-,"4,095","3,807",-,-,-,-,"6,644",-,-,45,-,-,240,55,化学薬品,,,,,
56,化学肥料,"2,175",-,-,"2,559",-,225,-,405,30,-,-,-,-,555,-,-,75,-,-,255,56,化学肥料,,,,,
57,その他化学工業品,"2,386",-,"2,045","11,907",305,"8,011",7,"5,159","9,080",-,-,-,-,"7,567",30,-,79,-,68,-,57,その他化学工業品,,,,,
軽工業品,,702,60,"7,037","1,124","12,114","73,071",-,"99,983","62,890",-,-,"3,915",345,"1,245",15,-,240,-,-,-,軽工業品,,,,,,
58,紙・パルプ,449,60,"5,398",-,-,"44,476",-,674,"7,443",-,-,-,180,360,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,60,300,-,22,60,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,75,-,255,-,315,"1,869",-,843,"2,599",-,-,"1,875",-,195,15,-,240,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,178,-,"1,375","1,124","11,739","24,898",-,"96,629","52,322",-,-,"2,040",165,690,-,-,-,-,-,-,62,製造食品,,,,,
63,飲料,-,-,9,-,-,868,-,"1,800",126,-,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,180,-,-,30,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,480,-,15,270,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"12,929",165,"10,918","27,681","41,946","300,120","3,838","24,266","218,374",-,-,"1,259","4,870","12,676",75,315,"4,296","1,672","2,564",56,雑工業品,,,,,,
67,がん具,557,-,15,-,"5,943","18,267",30,75,"9,868",-,-,-,195,"1,062",-,-,-,-,885,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"3,357",90,"5,525","15,292","12,449","95,844","3,780","15,328","114,139",-,-,"1,019",459,"1,296",60,30,"3,530","1,672",600,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,428,60,"4,243",-,"1,415","31,763",-,"5,792","41,014",-,-,-,-,900,-,-,-,-,25,11,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"7,181",-,"1,126","11,218","20,118","119,513",28,841,"37,610",-,-,-,"1,613","6,987",15,285,406,-,994,15,70,家具装備品,,,,,
71,その他日用品,459,15,9,-,356,"13,114",-,495,649,-,-,240,757,20,-,-,-,-,-,30,71,その他日用品,,,,,
72,ゴム製品,58,-,-,"1,036",-,"5,663",-,-,"2,427",-,-,-,-,"1,873",-,-,-,-,60,-,72,ゴム製品,,,,,
73,木製品,60,-,-,90,"1,316","7,410",-,"1,720","8,217",-,-,-,360,450,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,829,-,-,45,349,"8,546",-,15,"4,450",-,-,-,"1,486",88,-,-,360,-,-,-,74,その他製造工業品,,,,,
特殊品,,"1,302",-,"3,177",30,165,"13,125",327,"14,343","10,395",-,-,-,30,734,30,-,370,10,84,360,特殊品,,,,,,
75,金属くず,-,-,-,-,-,132,327,120,10,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,90,-,-,-,-,"1,320",-,"2,850",375,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"1,062",-,"3,134",30,165,"9,549",-,"10,910","9,386",-,-,-,30,578,30,-,30,-,84,360,80,輸送用容器,,,,,
81,取合せ品,150,-,43,-,-,"2,064",-,463,624,-,-,-,-,156,-,-,340,10,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
