,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アフリカ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,モーリタニア,,セネガル,,コートジボアール,,ガーナ,,,,ケニア,,,モザンビーク,,マダガスカル,,南アフリカ,,,,,,,,,
,,小計,ヌアクショット,小計,ダカール,小計,アビジャン,小計,テマ,タコラジー,諸港(ガーナ),小計,モンバサ,諸港(ケニア),小計,マプト,小計,マジュンガ,小計,ダーバン,ケープタウン,,,,,,,
合計,,15,15,15,15,11,11,"1,843","1,740",90,13,45,30,15,7,7,2,2,"13,923","11,551","2,327",合計,,,,,,
農水産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,"11,264","10,754",510,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,784","10,739",45,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,210,-,210,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255,-,255,11,水産品,,,,,
